gene_id	gene_name	cDC1_TNFa_1	cDC1_TNFa_2	cDC1_TNFa_3	cDC1_Tumor_1	cDC1_Tumor_2	cDC1_Tumor_3	cDC1_Tumor_TNFa_1	cDC1_Tumor_TNFa_2	cDC1_Tumor_TNFa_3	cDC1_un_1	cDC1_un_2	cDC1_un_3
ENSMUSG00002075194.1	Gm56453	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075195.1	Gm55376	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075196.1	Gm55449	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075197.1	Gm56153	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075198.1	Gm54361	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075199.1	Gm54424	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075200.1	Gm54723	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075201.1	Gm55718	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075202.1	Gm55148	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075203.1	Gm55498	0	1	0	0	0	0	0	0	0	0	1	0
ENSMUSG00002075204.1	Gm54773	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075205.1	Gm56480	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075206.1	Gm56297	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075207.1	Gm55306	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075208.1	Gm56468	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075209.1	Gm55767	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075210.1	Gm25730	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075211.1	Gm54949	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075212.1	Gm56080	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075213.1	Gm54870	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075214.1	Gm56421	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075215.1	Gm55892	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075216.1	Gm55825	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075217.1	Gm55557	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075218.1	Gm54978	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075219.1	Gm54918	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075220.1	Gm56394	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075221.1	Gm54472	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075222.1	Gm55159	0	0	2	0	0	0	0	0	0	0	1	0
ENSMUSG00002075223.1	Gm56252	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075224.1	Gm56038	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075225.1	Gm54687	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075226.1	Gm55313	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075227.1	Gm54932	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075228.1	Gm54699	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075229.1	Gm56103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075230.1	Gm56399	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075231.1	Gm56257	0	0	1	8	8	14	3	13	10	0	0	0
ENSMUSG00002075232.1	Gm55114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075233.1	Gm56152	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075234.1	Gm56263	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075235.1	Gm55034	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075236.1	Gm55503	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075237.1	Gm55542	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075238.1	Gm56083	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075239.1	Gm55662	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075240.1	Gm56316	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075241.1	Gm55021	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075242.1	Gm54554	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075243.1	Gm55993	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075244.1	Gm55501	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075245.1	Gm54476	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075246.1	Gm55609	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075247.1	Gm54428	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075248.1	Gm54943	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075249.1	Gm55055	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075250.1	Gm54659	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075251.1	Gm55139	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075252.1	Gm55977	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075253.1	Gm54629	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075254.1	Gm54685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075255.1	Gm55357	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075256.1	Gm55029	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075257.1	Gm55915	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075258.1	Gm55873	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075259.1	Gm55928	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075260.1	Gm54658	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075261.1	Gm55941	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075262.1	Gm55064	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075263.1	Gm54553	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075264.1	Gm55987	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075265.1	Gm55757	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075266.1	Gm55109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075267.1	Gm54678	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075268.1	Gm56087	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075269.1	Gm55026	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075270.1	Gm54835	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075271.1	Gm54905	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075272.1	Gm55721	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075273.1	Gm56102	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075274.1	Gm54744	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075275.1	Gm56079	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075276.1	Gm55017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075277.1	Gm55093	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075278.1	Gm55626	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075279.1	Gm55107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075280.1	Gm54419	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075281.1	Gm55124	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075282.1	Gm55591	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075283.1	Gm55574	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075284.1	Gm55436	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075285.1	Gm55440	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075286.1	Gm55490	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075287.1	Gm54993	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075288.1	Gm54868	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075289.1	Gm55772	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075290.1	Gm54511	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075291.1	Gm56071	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075292.1	Gm55703	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075293.1	Gm54528	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075294.1	Gm54957	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075295.1	Gm55126	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075296.1	Gm54491	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075297.1	Gm55904	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075298.1	Gm56163	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075299.1	Gm54346	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075300.1	Gm55003	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075301.1	Gm54929	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075302.1	Gm54968	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075303.1	Gm54592	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075304.1	Gm56423	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075305.1	Gm55676	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075306.1	Gm54366	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075307.1	Gm54802	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075308.1	Gm54815	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075309.1	Gm55408	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075310.1	Gm55723	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075311.1	Gm24268	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075312.1	Gm55657	0	0	1.015	0	0	1	0	0	0	0	0	0
ENSMUSG00002075313.1	Gm54724	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075314.1	Gm56327	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075315.1	Gm55101	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075316.1	Gm55910	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075317.1	Gm55771	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075318.1	Gm55008	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075319.1	Gm54470	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075320.1	Gm55331	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075321.1	Gm55433	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075322.1	Gm55450	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075323.1	Gm55730	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075324.1	Gm56237	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075325.1	Gm56416	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075326.1	Gm55821	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075327.1	Gm56157	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075328.1	Gm55407	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075329.1	Gm54692	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075330.1	Gm56045	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075331.1	Gm54873	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075332.1	Gm55264	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075333.1	Gm56292	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075334.1	Gm56407	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075335.1	Gm54816	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075336.1	Gm55388	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075337.1	Gm56349	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075338.1	Gm55606	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075339.1	Gm55917	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075340.1	Gm54489	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075341.1	Gm56369	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075342.1	Gm55811	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075343.1	Gm55285	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075344.1	Gm56051	2	4	0	3	1	1	3	3	2	2	0	1
ENSMUSG00002075345.1	Gm54576	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075346.1	Gm55027	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075347.1	Gm56074	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075348.1	Gm54972	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075349.1	Gm54785	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075350.1	Gm55035	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075351.1	Gm56368	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075352.1	Gm56178	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075353.1	Gm54876	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075354.1	Gm55199	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075355.1	Gm54983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075356.1	Gm55996	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075357.1	Gm25257	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075358.1	Gm56291	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075359.1	Gm55205	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075360.1	Gm55822	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075361.1	Gm55737	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075362.1	Gm55789	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075363.1	Gm55193	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075364.1	Gm55231	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075365.1	Gm56220	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075366.1	Gm54475	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075367.1	Gm54790	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075368.1	Gm55837	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075369.1	Gm55733	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075370.1	Gm54822	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075371.1	Gm56449	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075372.1	Gm55599	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075373.1	Gm56021	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075374.1	Gm55458	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075375.1	Gm55045	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075376.1	Gm54413	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075377.1	Gm56095	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075378.1	Gm56258	1.022	0	0	0	1.005	0	0	0	0	0	0	0
ENSMUSG00002075379.1	Gm54504	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075380.1	Gm54859	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075381.1	Gm54426	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075382.1	Gm54583	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075383.1	Gm55863	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075384.1	Gm55040	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075385.1	Gm55019	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075386.1	Gm55074	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075387.1	Gm54738	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075388.1	Gm55747	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075389.1	Gm54855	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075390.1	Gm55267	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075391.1	Gm56322	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075392.1	Gm56168	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075393.1	Gm54709	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075394.1	Gm55002	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075395.1	Gm55564	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075396.1	Gm55296	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075397.1	Gm56036	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075398.1	Gm55851	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075399.1	Gm54495	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075401.1	Gm55879	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075402.1	Gm54806	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075403.1	Gm54556	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075404.1	Gm56091	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075405.1	Gm56100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075406.1	Gm54794	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075407.1	Gm55391	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075408.1	Gm56207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075409.1	Gm54462	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075410.1	Gm56007	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075411.1	Gm56110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075412.1	Gm54663	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075413.1	Gm54414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075414.1	Gm55680	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075415.1	Gm55656	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075416.1	Gm56444	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075417.1	Gm55404	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075418.1	Gm54385	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075419.1	Gm55316	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075420.1	Gm54467	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075421.1	Gm55268	0	1	0	1	0	1	0	0	0	0	0	0
ENSMUSG00002075422.1	Gm54506	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075423.1	Gm56432	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075424.1	Gm54786	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075425.1	Gm23604	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075426.1	Gm55556	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075427.1	Gm55367	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075428.1	Gm54609	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075429.1	Gm55192	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075430.1	Gm54362	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075431.1	Gm56436	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075432.1	Gm54854	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075433.1	Gm54601	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075434.1	Gm55366	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075435.1	Gm54752	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075436.1	Gm54441	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075437.1	Gm54438	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075438.1	Gm54488	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075439.1	Gm56382	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075440.1	Gm55153	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075441.1	Gm55041	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075442.1	Gm54973	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075443.1	Gm25716	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075444.1	Gm55631	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075445.1	Gm55322	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075446.1	Gm56372	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075447.1	Gm56467	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075448.1	Gm56037	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075449.1	Gm54341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075450.1	Gm56013	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075451.1	Gm56177	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075452.1	Gm54614	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075453.1	Snord3b3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075454.1	Gm56194	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075455.1	Gm55674	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075456.1	Gm56196	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075457.1	Gm55354	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075458.1	Gm56117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075459.1	Gm54956	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075460.1	Gm54529	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075461.1	Gm54896	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075462.1	Gm54567	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075463.1	Gm56190	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075464.1	Gm56139	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075465.1	Gm54862	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075466.1	Gm54967	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075467.1	Gm55540	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075468.1	Gm55930	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075469.1	Gm54747	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075470.1	Gm56290	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075471.1	Gm54963	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075472.1	Gm56481	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075473.1	Gm54743	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075474.1	Gm55983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075475.1	Gm56279	2	1	0	0	2	2	1	2	1	3	2	6
ENSMUSG00002075476.1	Gm55130	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075477.1	Gm56094	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075478.1	Gm54970	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075479.1	Gm55197	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075480.1	Gm55279	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075481.1	Gm55028	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075482.1	Gm54789	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075483.1	Gm55420	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075484.1	Gm54657	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075485.1	Gm56019	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075486.1	Gm55632	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00002075487.1	Gm54434	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075488.1	Gm56016	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075489.1	Gm55533	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075490.1	Gm55793	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075491.1	Gm54431	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075492.1	Gm54599	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075493.1	Gm55517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075494.1	Gm55505	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075495.1	Gm55790	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075496.1	Gm55970	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075497.1	Gm54748	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075498.1	Gm54442	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075499.1	Gm55061	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075500.1	Gm56373	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075501.1	Gm56171	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075502.1	Gm54598	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075503.1	Gm55176	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075504.1	Gm55333	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075505.1	Gm55886	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075506.1	Gm56060	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075507.1	Gm55819	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075508.1	Gm25053	0	0	0	0	0	0	0	0	0	0	0	0
