gene_id	gene_name	cDC1_TNFa_1	cDC1_TNFa_2	cDC1_TNFa_3	cDC1_Tumor_1	cDC1_Tumor_2	cDC1_Tumor_3	cDC1_Tumor_TNFa_1	cDC1_Tumor_TNFa_2	cDC1_Tumor_TNFa_3	cDC1_un_1	cDC1_un_2	cDC1_un_3
ENSMUSG00002075509.1	Gm55103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075510.1	Gm55507	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075511.1	Gm56280	0	1	1	2	1	1	1	3	2	1	0	1
ENSMUSG00002075512.1	Gm55400	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075513.1	Gm55453	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075514.1	Gm55577	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075515.1	Gm55839	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075516.1	Gm56343	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075517.1	Gm55057	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075518.1	Gm56364	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075519.1	Gm56288	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075520.1	Gm55612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075521.1	Gm55495	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075522.1	Gm55353	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075523.1	Gm55089	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075524.1	Gm55094	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075525.1	Snora16a	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075526.1	Gm54725	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075527.1	Gm54895	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075528.1	Gm56360	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075529.1	Gm55403	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075530.1	Gm56199	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075531.1	Gm54783	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075532.1	Gm54894	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075533.1	Gm55072	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075534.1	Gm56005	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075535.1	Gm56001	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075536.1	Gm55644	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075537.1	Gm54853	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075538.1	Gm54404	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075539.1	Gm54836	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075540.1	Gm55544	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075541.1	Gm55696	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075542.1	Gm54843	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075543.1	Gm55310	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075544.1	Gm56435	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075545.1	Gm56341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075546.1	Gm54619	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075547.1	Gm55986	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075548.1	Gm56393	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075549.1	Gm56027	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075550.1	Gm56204	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075551.1	Gm55276	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075552.1	Gm55461	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075553.1	Gm56226	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075554.1	Gm55990	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075555.1	Gm54945	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075556.1	Gm56483	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075557.1	Gm54857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075558.1	Gm54481	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075559.1	Gm54962	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075560.1	Gm55538	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075561.1	Gm56439	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075562.1	Gm55857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075563.1	Gm54612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075564.1	Gm56255	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075565.1	Gm55972	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075566.1	Gm56015	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075567.1	Gm55196	2	1	1	0	0	0	0	1	0	0	0	0
ENSMUSG00002075568.1	Gm56247	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075569.1	Terc	0	0	0	0	0	5	0	0	0	0	0	0
ENSMUSG00002075570.1	Gm56093	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075571.1	Gm55015	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075572.1	Gm55688	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075573.1	Gm54423	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075574.1	Gm54465	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075575.1	Gm54600	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075576.1	Gm56392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075577.1	Gm55872	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075578.1	Gm55971	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075579.1	Gm55649	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075580.1	Gm56053	4	2	2	1	3	2	0	2	2	0	1	1
ENSMUSG00002075581.1	Gm55241	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075582.1	Gm55230	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075583.1	Gm56082	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075584.1	Gm54643	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075585.1	Gm55211	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075586.1	Gm54825	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00002075587.1	Gm56064	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075588.1	Gm54474	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075589.1	Gm54885	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075590.1	Gm55341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075591.1	Gm54561	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075592.1	Gm54955	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075593.1	Gm55810	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075594.1	Gm55140	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075595.1	Gm56330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075596.1	Gm54779	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075597.1	Gm54450	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075598.1	Gm55048	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075599.1	Gm55226	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075600.1	Gm56362	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075601.1	Gm55380	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00002075602.1	Gm55500	0	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00002075603.1	Gm55583	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075604.1	Gm55429	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075605.1	Gm54594	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075606.1	Gm55437	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075607.1	Gm54469	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00002075608.1	Gm55639	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075609.1	Gm55369	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075610.1	Gm56150	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075611.1	Gm56344	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075612.1	Gm54569	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075613.1	Gm54343	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075614.1	Gm55023	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075615.1	Gm55402	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075616.1	Gm54679	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075617.1	Gm55280	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075618.1	Gm54904	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075619.1	Gm56213	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075620.1	Gm56115	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075621.1	Gm55108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075622.1	Gm55968	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075623.1	Gm55220	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075624.1	Gm55228	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075625.1	Gm54521	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075626.1	Gm56403	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075627.1	Gm55416	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075628.1	Gm56302	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075629.1	Gm55843	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075630.1	Gm55240	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075631.1	Gm55701	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075632.1	Gm54581	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075633.1	Gm56137	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075634.1	Gm55100	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075635.1	Gm22476	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075636.1	Gm56295	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075637.1	Gm55073	5	12	5	5	15	10	1	5	9	8	8	10
ENSMUSG00002075638.1	Gm55138	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075639.1	Gm55207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075640.1	Gm55610	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075641.1	Gm56357	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075642.1	Gm56216	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075643.1	Gm54821	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075644.1	Gm54486	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075645.1	Gm55920	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075646.1	Gm55484	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075647.1	Gm56415	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00002075648.1	Gm55997	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075649.1	Gm56214	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075650.1	Gm56009	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075651.1	Gm55087	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075652.1	Gm54551	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075653.1	Gm56055	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075654.1	Gm55653	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075655.1	Gm55191	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075656.1	Gm55878	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075657.1	Gm55283	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075658.1	Gm55850	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075659.1	Gm25424	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075660.1	Gm54571	0	0	0	0	0	2	0	0	0	1	0	4
ENSMUSG00002075661.1	Gm55749	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075662.1	Gm55215	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075663.1	Gm55645	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075664.1	Gm55670	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075665.1	Gm56081	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075666.1	Gm55775	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075667.1	Gm56143	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075668.1	Gm55706	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075669.1	Gm55131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075670.1	Gm55031	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075671.1	Gm54702	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075672.1	Gm54761	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075673.1	Gm54340	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075674.1	Gm55334	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075675.1	Gm55642	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075676.1	Gm54610	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075677.1	Gm54852	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075678.1	Gm55455	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075679.1	Gm54714	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075680.1	Gm55531	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075681.1	Gm54510	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075682.1	Gm54697	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075683.1	Gm54757	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075684.1	Gm54670	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075685.1	Gm56426	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075686.1	Gm54919	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075687.1	Gm56096	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075688.1	Gm54379	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075689.1	Gm55664	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075690.1	Gm54397	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075691.1	Gm55047	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075692.1	Gm56218	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075693.1	Gm54407	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075694.1	Gm55813	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075695.1	Gm54801	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075696.1	Gm56132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075697.1	Gm55441	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075698.1	Gm56057	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075699.1	Gm55957	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075700.1	Gm54502	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075701.1	Gm55980	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075702.1	Gm54652	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075703.1	Gm54650	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075704.1	Gm54991	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075705.1	Gm55119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075706.1	Gm55765	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075707.1	Gm55494	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075708.1	Gm54793	0	0.964	0	0	1	0	0	0	0	0	0	0
ENSMUSG00002075709.1	Gm55685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075710.1	Gm55820	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075711.1	Gm55630	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075712.1	Gm55393	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075713.1	Gm54906	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00002075714.1	Gm54917	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00002075715.1	Gm55037	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075716.1	Gm54339	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075717.1	Gm54755	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075718.1	Gm55800	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075719.1	Gm55950	0	0	1	0	0.978	0	0	0	0	0	0	0
ENSMUSG00002075720.1	Gm55481	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075721.1	Gm54964	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075722.1	Gm55926	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075723.1	Gm56133	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075724.1	Gm54921	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075725.1	Gm55512	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075726.1	Gm54965	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075727.1	Gm54777	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075728.1	Gm54456	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075730.1	Gm54560	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075731.1	Gm55493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075732.1	Gm54392	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075733.1	Gm54616	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075734.1	Gm56179	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075735.1	Gm55516	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075736.1	Gm54497	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075737.1	Gm55253	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075738.1	Gm55700	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075739.1	Gm54519	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075740.1	Gm54552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075741.1	Gm55375	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075742.1	Gm55795	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075743.1	Gm54887	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075744.1	Gm55514	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075745.1	Gm55098	0	1	1	0	0	0	0	0	0	0	2	0
ENSMUSG00002075746.1	Gm27572	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075747.1	Gm55262	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075748.1	Gm56479	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075749.1	Gm56200	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075750.1	Gm56289	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075751.1	Gm54661	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075752.1	Gm56305	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075753.1	Gm54591	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075754.1	Gm54559	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075755.1	Gm56166	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075756.1	Gm54716	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075757.1	Gm54975	0	0	1	0	0	0	1	0	0	3	1	1
ENSMUSG00002075758.1	Gm55194	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075759.1	Gm55303	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075760.1	Gm54909	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075761.1	Gm55156	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075762.1	Gm54938	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075763.1	Gm54478	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075764.1	Gm55935	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075765.1	Gm55396	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00002075766.1	Gm55482	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075767.1	Gm54979	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075768.1	Gm54826	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075769.1	Gm55681	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075770.1	Gm56298	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075771.1	Gm54636	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075772.1	Gm56146	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075773.1	Gm55552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075774.1	Gm54417	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075775.1	Gm55424	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075776.1	Gm55298	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075777.1	Gm54690	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075778.1	Gm54520	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075779.1	Gm56029	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075780.1	Gm54762	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075781.1	Gm55900	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075782.1	Gm55659	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075783.1	Gm55965	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075784.1	Gm55570	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00002075785.1	Gm55881	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075786.1	Gm55166	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075787.1	Gm54396	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00002075788.1	Gm54935	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075789.1	Gm55066	1	5	4	0	0	3	0	1	2	2	0	1
ENSMUSG00002075790.1	Gm54645	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075791.1	Gm55290	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075792.1	Gm55088	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075793.1	Gm55292	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075794.1	Gm55524	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075795.1	Gm54867	20	25	29	26	68	17	5	30	27	74	30	34
ENSMUSG00002075796.1	Gm55893	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075797.1	Gm54680	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075798.1	Gm55097	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075799.1	Gm55075	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075800.1	Gm55319	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075801.1	Gm54812	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075802.1	Gm56158	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075803.1	Gm55466	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075804.1	Gm54813	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075805.1	Gm55447	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075806.1	Gm23050	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075807.1	Gm55382	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075808.1	Gm55497	6	8	4	6	5	5	5	3	1	12	9	22
ENSMUSG00002075809.1	Gm55473	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075810.1	Gm55499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075811.1	Gm54830	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075812.1	Gm55252	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075813.1	Gm54653	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075814.1	Gm55567	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075815.1	Gm55580	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075816.1	Gm54676	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075817.1	Gm55786	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075818.1	Gm55085	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075819.1	Gm55247	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075820.1	Gm55897	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075821.1	Gm54856	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075822.1	Gm54541	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075823.1	Gm54460	0	0	0	0	0	0	0	0	0	0	0	0
