gene_id,gene_name,cDC1_Tumor_1,cDC1_Tumor_2,cDC1_Tumor_3,cDC1_un_1,cDC1_un_2,cDC1_un_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000037999.14,Arap2,2790,3281.001,3355.999,411.926,396.999,340.999,3107.5327183301083,2.7109034393201465,0.0690171143385166,0,0,Up
ENSMUSG00000038375.16,Trp53inp2,5870,7181.999,7548,324.001,384,251.001,3716.0125330664428,4.10247700759231,0.10003755052050664,0,0,Up
ENSMUSG00000038393.15,Txnip,5251,5800.999,7225,27882.999,32219.001,28554.999,12819.874562549852,-2.600085764165644,0.049994165136300804,0,0,Down
ENSMUSG00000038507.7,Parp12,6767,7264,7970,1232,1318,1266,4104.137050105805,2.2058527062909032,0.039891160284129056,0,0,Up
ENSMUSG00000038545.14,Cul7,7051.937,8252.884,9149,664.999,812.831,633.432,4117.655478357901,3.211030760369769,0.06684805883124878,0,0,Up
ENSMUSG00000038615.18,Nfe2l1,18749,20922,21547.002,4327.001,4592.999,4375.999,16173.351146551506,1.8824544689341705,0.03893361980979191,0,0,Up
ENSMUSG00000038729.25,Pakap,17956.444,21301.957,22955.296,79,74.365,76,14119.30726158458,7.754697991898647,0.10574452059879162,0,0,Up
ENSMUSG00000038775.15,Vill,4077,4631,5274.999,149,162,172,2196.5751487958087,4.5275427984488354,0.09272177131405719,0,0,Up
ENSMUSG00000038776.14,Ephx1,11019,12429,14671,115,119,117,5803.12374899645,6.431880699126815,0.09699492663181002,0,0,Up
ENSMUSG00000038894.8,Irs2,718,704,850,3139,3280,3233,2345.374076167024,-2.405057552838177,0.052715350293278194,0,0,Down
ENSMUSG00000039159.17,Ube2h,8061.847,9513.059,10601.713,1416.922,1592.94,1489.553,5297.06808470655,2.3201046638128093,0.051369935559838896,0,0,Up
ENSMUSG00000039395.9,Mreg,8254,8419,7402,163,173,147,9533.199582960007,5.325856744290883,0.1089645608490323,0,0,Up
ENSMUSG00000039952.16,Dag1,7477.999,8511.999,9394,1221,1296.999,1312,4542.797469790172,2.401804644208517,0.05654840865683514,0,0,Up
ENSMUSG00000040016.17,Ptger3,51,44,70,2774,2975,2780,1013.3504739624287,-6.003250640453585,0.1245225074331154,0,0,Down
ENSMUSG00000040234.17,Tm7sf3,2491,2960,3402,111,103,97,1408.5463974460504,4.499956026513026,0.10853236688905514,0,0,Up
ENSMUSG00000040236.5,Trappc5,1213,1223,1374,4677,4937,4853,2300.294289323786,-2.2413020148980882,0.053570789070249696,0,0,Down
ENSMUSG00000040339.11,Eeig2,1842,1868,2338,8938,9242,8593,4363.802241305523,-2.466685067420639,0.04911068173639267,0,0,Down
ENSMUSG00000040483.16,Xaf1,2511,2676,2914,154,191,176,1369.7251937256447,3.63711069744261,0.08011958459519998,0,0,Up
ENSMUSG00000040785.20,Ttc3,7406.001,8894.999,9711.999,1198.001,1217.999,1117,4629.959291491442,2.551965132370733,0.06495884773479672,0,0,Up
ENSMUSG00000040964.17,Arhgef10l,1833,2075.999,2208,38,50,46,1076.2180547122275,5.183090514900426,0.13375832905578153,0,0,Up
ENSMUSG00000041801.6,Phlda3,7305,8086,9296,62,73,89,3839.2039477424123,6.452043203802254,0.11541790833203346,0,0,Up
ENSMUSG00000041936.19,Agrn,4461.999,5312.999,5752,256,272,278,5419.364956769141,3.9420703662630285,0.07500782707941743,0,0,Up
ENSMUSG00000041959.15,S100a10,3122,3150,3521,10823,11634,10814,5715.268439051599,-2.0815071889200767,0.03500915598455827,0,0,Down
ENSMUSG00000042066.17,Tmcc2,3836.999,4681.999,5101,509,597,513,2272.0558294179073,2.7455239319234503,0.07089749027230204,0,0,Up
ENSMUSG00000042500.12,Ago4,466,418,540,2622,2960,2464,1244.3736409866603,-2.811444744447465,0.07233778612848646,0,0,Down
ENSMUSG00000042524.15,Sun2,5145.999,5359,6285,15372,16284,15457.999,8812.399704483607,-1.8080976318084292,0.04248371072209524,0,0,Down
ENSMUSG00000042745.10,Id1,135,163,210,2312,2790,2686,886.9014693138554,-4.257890968779013,0.09772724768738181,0,0,Down
ENSMUSG00000044199.7,S1pr4,251,234,289,1657,1803,1689,834.8539235329114,-3.0493976986544444,0.076307002195902765,0,0,Down
ENSMUSG00000044674.7,Fzd1,534,576,695,3473.761,3804,3803,1546.0800089763,-2.938081925534438,0.06269957630026822,0,0,Down
ENSMUSG00000045658.17,Pid1,626,608,826,5252.999,5377.999,5127,1969.4993411603973,-3.257016626980797,0.07077218212668865,0,0,Down
ENSMUSG00000045932.13,Ifit2,5388,5508,6353,102,118,136,2169.01718600951,5.272836509866897,0.09798182208604565,0,0,Up
ENSMUSG00000046598.16,Bdh1,1568,1813,1994.999,106.999,131.001,114,947.3867569229715,3.607165844956651,0.09371213725793014,0,0,Up
ENSMUSG00000046865.8,Fbl,8013.535,7876.68,9240.364,24365.975,26292.074,24258.154,14709.0050807616,-1.8923646153698421,0.04417231888980144,0,0,Down
ENSMUSG00000046879.8,Irgm1,8837.999,9578,10249.001,959,1103,1080,4588.356128784026,2.866411181136554,0.07050894327541904,0,0,Up
ENSMUSG00000048120.17,Entpd1,1295.001,1268.001,1477.999,9109.999,9601,9306.999,4852.469918666548,-3.1098325769680133,0.07083414041698063,0,0,Down
ENSMUSG00000048537.17,Phldb1,3048,3721,3836.999,25,28,30,2222.624963316142,6.657018513116694,0.16786605889353406,0,0,Up
ENSMUSG00000048897.16,Zfp710,4176,4223.999,5001.999,10167,11196.001,9830,6112.160896623015,-1.5362190584599136,0.03952605090914266,0,0,Down
ENSMUSG00000049422.8,Chchd10,7489,8209,9433,52,68,54,3914.3241406704287,6.841592314154179,0.12766476559598647,0,0,Up
ENSMUSG00000051457.8,Spn,774,705,813.001,7146,7426.999,7588,3233.053993955354,-3.588461677456763,0.0790218990895922,0,0,Down
ENSMUSG00000051586.18,Mical3,5785.999,6877.999,7915,316.001,348,300.999,4116.236023361238,4.087460402816195,0.07303580890133964,0,0,Up
ENSMUSG00000051652.5,Lrrc3,540,538,691,3538,3836,3723,1463.7360547967335,-2.9683307233942307,0.07059502287733502,0,0,Down
ENSMUSG00000051727.15,Kctd14,404.001,378,496.999,4672.999,5222,4800.999,2743.615076489539,-3.84092496449559,0.06687814464587277,0,0,Down
ENSMUSG00000052776.11,Oas1a,3894.153,3994.48,4523.775,80.42,104.325,82.529,1832.1181966144807,5.214903462340472,0.10108648611826916,0,0,Up
ENSMUSG00000053931.12,Cnn3,4097.001,4749.982,5324.956,102,85,78,2329.1037971451174,5.40960225788354,0.11455925750540262,0,0,Up
ENSMUSG00000054008.10,Ndst1,2878,3486.999,3918,62,79,60,1592.054217192247,5.344124150546965,0.1289570404513647,0,0,Up
ENSMUSG00000054793.9,Cadm4,3356,3910,4296,26,29,29,1796.3404020330272,6.762010426542952,0.17158640706868758,0,0,Up
ENSMUSG00000055485.7,Mtcl2,943,1041,1159,3350,3668,3318,1944.109063876889,-2.0350627589177614,0.04508338843088495,0,0,Down
ENSMUSG00000056737.15,Capg,2840.001,3100.998,3506.002,134.001,167,178,1591.2084877726506,3.977335661984813,0.08256563711322029,0,0,Up
ENSMUSG00000058152.9,Chsy3,4229,5031,5650,360,403,350,2363.7146202263484,3.4166339359748443,0.08166849707931922,0,0,Up
ENSMUSG00000059456.14,Ptk2b,2181.001,2217,2609,7986,8635,8171,6576.413798691015,-2.1412755193045987,0.044924173796864864,0,0,Down
ENSMUSG00000059495.15,Arhgef12,5191.969,6201.937,6690.966,184,193.122,187.626,2786.0407524000298,4.673613824840376,0.08817745336922314,0,0,Up
ENSMUSG00000060803.7,Gstp1,23237.22,26948.673,30389.927,1486.815,1672.834,1534.893,12909.750084155488,3.7767961395412124,0.05044519310930234,0,0,Up
ENSMUSG00000062070.13,Pgk1,50059.547,54208.742,62551.047,11076.591,11710.833,11178.539,31734.78390265466,1.9720368011548732,0.03224689975569259,0,0,Up
ENSMUSG00000062380.5,Tubb3,2664,2974,3573,61,71,58,1544.6057477774298,5.266268019837555,0.12731386027858316,0,0,Up
ENSMUSG00000063524.14,Eno1,73411.852,79479.242,89474.904,17076.385,18798.757,17353.437,45957.97094573026,1.8647093445739236,0.03528778094778012,0,0,Up
ENSMUSG00000064215.14,Ifi27,10127.001,11733,13421.999,420.001,455,406,5490.741093172233,4.4582494550187315,0.05928102018419383,0,0,Up
ENSMUSG00000064267.14,Hvcn1,1985,2159,2353,240,281,287,3278.962870503058,2.683376391532998,0.06617328413363363,0,0,Up
ENSMUSG00000064373.14,Selenop,6580.001,7676.999,8731,748,756,734,3706.9126885400965,3.0319108467440232,0.06797037334844987,0,0,Up
ENSMUSG00000066357.7,Wdr6,8203,9553,10409,1226,1444,1327,5396.860306916154,2.492901962655742,0.05011666881276098,0,0,Up
ENSMUSG00000066621.13,Tecpr1,21589.998,25767.001,28617,1212.999,1303,1114,11956.2428665921,4.062395080163784,0.06585530906036662,0,0,Up
ENSMUSG00000068220.7,Lgals1,14789,16484,18732,1638,1704,1659,8214.256724257155,2.9964959433464413,0.050093640628817764,0,0,Up
ENSMUSG00000068747.15,Sort1,17675,21671,23768,196,200,208,10570.335819368225,6.3776341024856285,0.08237985309878754,0,0,Up
ENSMUSG00000070044.16,Fam149a,2008,2079,2556,6683,7159,6613,3348.8882426883733,-1.9424227679927897,0.04636770409410547,0,0,Down
ENSMUSG00000073002.10,Vamp5,3330,4084,4592,51,61,29,1895.0480086555372,6.076061270179447,0.14003693872683426,0,0,Up
ENSMUSG00000073489.7,Ifi204,3529.459,3501.511,4179.572,187.697,197.538,185.54,1261.7056636010777,3.969273114059204,0.08429081799950892,0,0,Up
ENSMUSG00000074141.14,Il4i1,8254.176,8575.5,7264.409,187.029,184,198.078,16353.676928294262,5.085981680086007,0.1299881483240286,0,0,Up
ENSMUSG00000076431.5,Sox4,4314,4826,4478,133,109,111,2518.1861843393026,4.948076775428215,0.11051906734434738,0,0,Up
ENSMUSG00000078921.4,Tgtp2,2920.838,2834.708,3423.905,83.246,98.723,86.495,1116.0051470143221,4.773479935989556,0.10383971945962425,0,0,Up
ENSMUSG00000079037.10,Prnp,7005.685,7402,6597.646,401,420.989,444.989,6216.545380345113,3.7360103388815213,0.0891924099027452,0,0,Up
ENSMUSG00000042759.13,Apobr,5145.001,5299.999,5868,13245,14218,12699,8188.89453999994,-1.6154561931925662,0.04208671469703456,3e-323,1.31e-321,Down
ENSMUSG00000029752.13,Asns,2039,2141.999,2397,137,117,142,1105.8851455429665,3.7280512387273674,0.09731757139198789,2.27e-322,1e-320,Up
ENSMUSG00000034640.10,Tiparp,2176,2239,2605,6072,6258,5585,4157.536185058683,-1.6695216513270366,0.04357716608038123,4.35e-322,1.9056e-320,Down
ENSMUSG00000032733.7,Snx33,2040,2344,2684,69,73,65,1093.988082788169,4.762359372058276,0.12430393682379716,8.7e-322,3.7964e-320,Up
ENSMUSG00000000538.19,Tom1l2,6709,8117.001,8878,683,720.999,549,3690.492003648868,3.275163557233413,0.08576625079534217,4.773e-321,2.0759e-319,Up
ENSMUSG00000026207.17,Speg,3348,4060,4672,25,33,22,1801.5751892130304,6.8905133938978,0.1804194937709694,1.994e-320,8.6406e-319,Up
ENSMUSG00000017639.14,Rab11fip4,2301,2585,2783,8198,9071,7847,4806.746119008201,-2.026855178685342,0.053113979473738526,8.2726e-320,3.57123e-318,Down
ENSMUSG00000036432.9,Siah2,1212,1224,1474,4016,4178,4152,2629.775798646102,-1.977822256745085,0.05182566954319202,8.474e-320,3.644544e-318,Down
ENSMUSG00000022564.8,Grina,7676,8763,9825,2065.001,2378,2063,6352.706936629096,1.6896546634218839,0.04432282892041811,6.2095e-319,2.6605924e-317,Up
ENSMUSG00000020277.11,Pfkl,8746,9363,11055.999,2597,2967,2629,5614.231934945656,1.5084271341892217,0.0395774349977956,9.2682e-319,3.956375e-317,Up
ENSMUSG00000026031.16,Cflar,9811.901,11543,11333.755,1619.001,1795.001,1506,8660.463345414002,2.411241064974863,0.06349978231503967,2.871043e-317,1.22104401e-315,Up
ENSMUSG00000047586.5,Nccrp1,149,134,233,2359,2647,2686,1205.842806443733,-4.2208253257222355,0.11100772356786799,3.957615e-317,1.676948094e-315,Down
ENSMUSG00000063694.6,Cycs,16460.165,17917.51,20179.762,5356.611,5913.806,5523.995,10797.897945776858,1.3770720202810696,0.03622379991114158,4.103314e-317,1.732292454e-315,Up
ENSMUSG00000020272.9,Stk10,2291,2356,2746,5927,6713,6032,3283.1065682894437,-1.653686565393607,0.043512745322271056,5.450625e-317,2.2926567e-315,Down
ENSMUSG00000027611.13,Procr,1380.999,1619,1756,61,72,62,1949.1977395443516,4.281097891818552,0.11269403609785135,1.5655369e-316,6.560970964e-315,Up
ENSMUSG00000003534.18,Ddr1,4375.001,5069,5666.001,21,21,13,2391.274280843564,7.747154502633133,0.2044349970502081,5.4745177e-316,2.285959522e-314,Up
ENSMUSG00000000957.12,Mmp14,4956,5996.999,6229,15,20,21,2612.111971573196,7.906059228354371,0.20869932312363096,7.09735893e-316,2.952861326e-314,Up
ENSMUSG00000031004.9,Mki67,3814,4086,5076,12594,13871,12063,7475.145146799814,-1.8902882755101782,0.04988083718089292,2.603986623e-315,1.0794793642e-313,Down
ENSMUSG00000060550.18,H2-Q7,9305.926,9570.956,8196.753,455.294,525.911,479.768,12868.629663432697,3.90089679741563,0.10294018721286012,2.689008067e-315,1.1107150949e-313,Up
ENSMUSG00000034926.4,Dhcr24,2466,2694,3294,8616,9321,9222,5682.753301504803,-2.0057564042467617,0.052990725025612834,1.124854318e-314,4.62964234167e-313,Down
ENSMUSG00000053460.9,Ggcx,2094.999,2536,2802.999,259,285.001,240.001,1222.6049177856853,2.917381871995851,0.07723414451537272,1.7105924077e-314,7.01526164896e-313,Up
ENSMUSG00000015305.7,Sash1,3102,3701,4054,251,319,236,1771.575497026212,3.4270064334249852,0.09088376710336094,6.50233396346e-313,2.65716373318e-311,Up
ENSMUSG00000053436.16,Mapk14,6117.259,6428,7620,14289.001,15624,13795,10029.552395235212,-1.435171052701789,0.038063822569197533,5.24467181376e-312,2.13562292331153e-310,Down
ENSMUSG00000069874.8,Irgm2,2119.049,2585.455,2619.735,141.155,142.064,140.279,1227.4975227018688,3.7878505435930596,0.10055970929262956,1.0404702705244e-311,4.22180922842096e-310,Up
ENSMUSG00000001288.16,Rarg,1887.001,2241,2237,68,54,54,1110.8219085014323,4.848272091756753,0.12867106177194038,2.408299551323e-311,9.7375013196635e-310,Up
ENSMUSG00000028268.15,Gbp3,2180.901,2369.08,2279.008,81,86,62,1631.2715196707807,4.577679594033383,0.12149478306390611,2.4969488869823e-311,1.00605137084975e-309,Up
ENSMUSG00000035697.15,Arhgap45,9938,9811,11100,31184,34819.001,29284,20103.83509854379,-1.9392133036798367,0.05154106816652689,6.7647793383373e-311,2.71608255741702e-309,Down
ENSMUSG00000032724.6,Abtb2,2508,2812,2688,35,31,38,2551.688491623153,5.935534901807675,0.15775850548561132,1.071412581217e-310,4.28677026833263e-309,Up
ENSMUSG00000017146.13,Brca1,5147.999,6005,7051,945,1122,1000,3341.128440840929,2.240965448213895,0.05963725662145654,1.71219092456973e-310,6.826766800984083e-309,Up
ENSMUSG00000018983.10,E2f2,1160,1071,1358,4351,4822,4250,2076.3297005704358,-2.2179057290386854,0.05902118253391018,1.75534617080514e-310,6.97461594441365e-309,Down
ENSMUSG00000026104.15,Stat1,18778.999,20288.018,21828.082,5195.999,5533.558,5505.526,13773.195500307998,1.5848685776717375,0.04223037244407218,3.59714327492034e-309,1.4243446974451824e-307,Up
ENSMUSG00000046718.9,Bst2,18560,18980,22469,3972,4306,4106,11049.172221704308,1.9519164613656566,0.05211359348570849,3.85082662556161e-308,1.519554712760274e-306,Up
ENSMUSG00000018593.14,Sparc,21660.999,23947.999,28407.001,28,53,52,12329.230088404707,8.753381894754222,0.23451300885061863,2.1426300574044637e-307,8.425966078484745e-306,Up
ENSMUSG00000038648.6,Creb3l2,3015,3476,3871,368,375,308,1692.922416609678,2.9745419743637616,0.07975017692076151,9.78266449756058e-307,3.83393639677434e-305,Up
ENSMUSG00000005225.16,Plekha8,1936.487,2310,2500,217,243,214,1158.2977995444517,2.9963958006319826,0.08035751891522125,1.4422469119823278e-306,5.63310247969152e-305,Up
ENSMUSG00000003352.15,Cacnb3,24943,25258.999,19691,457,453,408,33524.78588690882,5.414148579967716,0.14488101214087082,2.170656742442502e-306,8.449373346938052e-305,Up
ENSMUSG00000041268.18,Dmxl2,5554,7084,7893.001,7,21,19,3078.506035805873,8.404224885136077,0.22545290810060953,2.4732501590243972e-306,9.59470661353958e-305,Up
ENSMUSG00000034342.10,Cbl,6697,7243.001,8185,26445,29309.998,23567.994,15665.37714495967,-2.156275582727779,0.057771768321455697,2.9615205195723694e-306,1.1450215530723742e-304,Down
ENSMUSG00000012519.15,Mlkl,1947,2171.001,2327,38,35,50,993.6261495065794,5.379176537990579,0.14403656273957102,5.3769651831321705e-306,2.0719359462384804e-304,Up
ENSMUSG00000032220.11,Myo1e,2054,2554.001,2778,30,51,39,1112.9623065345913,5.607498305178138,0.15048610370717702,1.0445974330902955e-304,4.01174325223273e-303,Up
ENSMUSG00000027030.16,Stk39,1620,1802.082,1913,46,37,42,992.5211608150216,5.085664117830772,0.13770551888648633,3.042706145132974e-299,1.1646464888187314e-297,Up
ENSMUSG00000029530.17,Ccr9,58.37,78.631,84.628,1269.996,1341.781,1259.12,700.0395414068722,-4.438910329354681,0.12020197740539076,3.255774758681093e-299,1.2420618456456807e-297,Down
ENSMUSG00000038371.16,Sbf2,1955,2145.001,2157,256,294,267,1904.8499759389779,2.615357138586865,0.07099384283072567,3.7740203078651036e-299,1.435002489907781e-297,Up
ENSMUSG00000019877.11,Serinc1,10740,12113,13303,2707,3016.999,2536,7231.261909888058,1.807416253810115,0.049041063048342826,2.3829000971409346e-298,9.030640863191205e-297,Up
ENSMUSG00000026193.16,Fn1,1837.999,2155.999,2300,41,62,65,1036.1186616480295,4.897297168792319,0.13280445256519482,2.4940396504026226e-298,9.420742534728065e-297,Up
ENSMUSG00000024079.5,Eif2ak2,4295.999,5063,5392,839.001,949.999,851,2711.718836825623,2.157343094031935,0.058586781796740414,3.485936860689359e-298,1.3124266547965874e-296,Up
ENSMUSG00000031133.13,Arhgef6,2927.001,2881.001,3667,10259,11164,10593.999,5629.8172561167485,-2.075646936827292,0.056376850683347406,5.529459973080994e-298,2.0749931003558515e-296,Down
ENSMUSG00000040296.16,Rigi,4654,5631.001,5757,23,10,16,2467.653772461178,7.99615749945159,0.2175921876322339,1.5316857150783644e-297,5.72910327890712e-296,Up
ENSMUSG00000038264.9,Sema7a,5327,5810,5166,260,306,210,9080.524180277002,4.080483854389871,0.11087210229378582,2.0938338349661348e-297,7.80632919705069e-296,Up
ENSMUSG00000022438.7,Parvb,5408,6251.999,6947,915,1023,971,2975.920084243541,2.349818383366327,0.06393342225212004,2.1980584034668055e-297,8.168383380909167e-296,Up
ENSMUSG00000036832.6,Lpar3,143,146,124,1617,1634,1688,1399.4050525604505,-3.8917533506684037,0.10591453239832865,1.19742292318958e-296,4.43548626676966e-295,Down
ENSMUSG00000036111.9,Lmo1,374,393,482,1845.999,2105,1858,764.8286313228115,-2.5329512185219145,0.06911541345495718,5.509512800079407e-296,2.0342680219714415e-294,Down
ENSMUSG00000036564.18,Ndrg4,2349.999,2274.001,2155.001,75,79,67,1799.0602771460156,4.622106160668497,0.125894511497941,9.64554876680564e-296,3.5499947592701655e-294,Up
ENSMUSG00000019986.18,Ahi1,1711,1994.001,2177,153.001,165,152,1051.0124790358502,3.3187943357830463,0.09062311293794889,1.5244334971544537e-295,5.592674072787409e-294,Up
ENSMUSG00000035168.17,Tanc1,2505.001,2789,3275,300.999,333.999,277,1417.8056555605274,2.90431221119424,0.0793564996133412,1.667675603369812e-295,6.098700303661004e-294,Up
ENSMUSG00000063268.13,Parp10,4075.497,4421.318,4758.678,1050.118,1080.415,1006.869,2960.870357496497,1.7568696454960424,0.04795094481058007,7.165831997464702e-295,2.6122301214884817e-293,Up
ENSMUSG00000044156.15,Hepacam2,1051,1024,1478,12659,13602.001,12334,5289.436226729484,-3.7636222883141874,0.1027777444881145,8.151107300847133e-295,2.9619988966970774e-293,Down
ENSMUSG00000027452.12,Acss1,642,685,1001,5053.001,5466,5134,1829.3915866961754,-3.0744353483027966,0.08430226716936919,2.147492257107546e-293,7.779070532607557e-292,Down
ENSMUSG00000019189.14,Rnf145,4450.998,4664.001,5614,12197,12942.001,12216.999,7645.601716758563,-1.6630679617564157,0.04552926324755232,4.5561736100673103e-293,1.6452371561132995e-291,Down
ENSMUSG00000053687.16,Dpep2,1665.054,1515.509,2331.044,19927.482,21742.975,18283.328,7045.691902830932,-3.764580421187606,0.10329464056165667,4.726756968105019e-292,1.7014843343181798e-290,Down
ENSMUSG00000023905.16,Tnfrsf12a,1763.999,1864.999,2246.999,192,219,207.001,1060.9682414801991,2.921524951255549,0.08035367960574165,1.0635058068924492e-291,3.816324118920623e-290,Up
ENSMUSG00000028445.8,Enho,1621,1805,2234,83,93,80,852.8980937046491,4.135426007637001,0.11352352283149318,2.194020583213969e-291,7.848578927428663e-290,Up
ENSMUSG00000033763.15,Mtss2,1737,1946.001,1954,31,42,39,1533.0153282724077,5.324107617437063,0.14615830024479512,2.987937559391147e-291,1.0655430743629982e-289,Up
ENSMUSG00000034006.18,Slc66a2,1542.999,1685.001,2055,5121,5565,5170,2751.6454083111685,-1.9059670921980292,0.0523974276205325,8.89832032348062e-291,3.163449296425014e-289,Down
ENSMUSG00000023909.5,Paqr4,609,551,741,2568,2786,2650,1354.7555675244425,-2.3906832776731006,0.06580726508213472,1.080755350725357e-290,3.8303437322158255e-289,Down
ENSMUSG00000026872.19,Zeb2,2388,3003.001,3062.998,156.999,128,136,1392.4785462568098,3.997766510644471,0.10993559269767618,1.673889248262051e-290,5.914236996244041e-289,Up
ENSMUSG00000037944.9,Ccr7,37497,36859,30240,792,825,783,54029.88651141077,5.131027331973616,0.14104366226942874,1.888417973716858e-290,6.6517495681566505e-289,Up
ENSMUSG00000069516.9,Lyz2,6949.256,6392.962,9314.305,83733.249,90197.256,86579.607,29408.131937282207,-3.8452665557516887,0.10581010456415559,2.6505211742262866e-290,9.30762527328454e-289,Down
ENSMUSG00000034413.15,Neurl1b,277,277,314,1658.999,1751.001,1475.999,777.639914691068,-2.8056443218393237,0.07738397476439798,4.63905142353686e-290,1.6240923017217609e-288,Down
ENSMUSG00000026478.15,Lamc1,2282,2735.001,3021,205,234,170,1309.732575094715,3.395811918247642,0.09359696227621668,4.9751943943434337e-290,1.7364789431685606e-288,Up
