taxon	meanAL	meanIF	meanRA	prev	log2FC	p	padj
Variovorax sp. DAIF25	0	5.8665263499743e-06	2.93326317498715e-06	3	2.7795804505653	0.072005657555498	0.906864564007421
Variovorax sp. PBS-H4	6.85406989205584e-06	0	3.42703494602792e-06	3	-2.97344043636358	0.072005657555498	0.906864564007421
Vibrio sp. YMD68	4.12999790912067e-06	0	2.06499895456033e-06	3	-2.35895823782027	0.072005657555498	0.906864564007421
Wukongibacter baidiensis	4.46112782339001e-06	0	2.230563911695e-06	3	-2.44919892498883	0.072005657555498	0.906864564007421
Xanthomonas sp. 10-10	0	4.09954430590703e-06	2.04977215295351e-06	3	2.3503683339506	0.072005657555498	0.906864564007421
endosymbiont of unidentified scaly snail isolate Monju	4.01184093473822e-06	0	2.00592046736911e-06	3	-2.32534062728827	0.072005657555498	0.906864564007421
uncultured Cohaesibacter sp.	0	1.70595897284001e-06	8.52979486420007e-07	3	1.4361399656526	0.072005657555498	0.906864564007421
Alsobacter sp. KACC 23698	4.77221793233307e-06	9.44212325581072e-07	2.85821512895707e-06	5	-1.56993998746737	0.0746391830556084	0.906864564007421
Anaeromyxobacter oryzae	1.59947140923861e-05	1.8447569910001e-06	8.9197355416931e-06	5	-2.57870876825655	0.0746391830556084	0.906864564007421
Chromobacterium sp. CV08	8.99319143341313e-06	1.36512079147221e-06	5.17915611244267e-06	5	-2.07903162503691	0.0746391830556084	0.906864564007421
Cyanobium gracile	1.02914123677048e-06	6.32859938467179e-06	3.67887031072114e-06	5	1.85266821582433	0.0746391830556084	0.906864564007421
Enterococcus raffinosus	5.34810238410871e-06	7.77586621066766e-07	3.06284450258774e-06	5	-1.83640553308612	0.0746391830556084	0.906864564007421
Kitasatospora aureofaciens	1.03778181667545e-05	9.99754227085842e-07	5.68878619692016e-06	5	-2.50832932353423	0.0746391830556084	0.906864564007421
Marinovum algicola	1.08268624038713e-05	9.99754227085842e-07	5.91330831547855e-06	5	-2.56417277950298	0.0746391830556084	0.906864564007421
Mycolicibacterium grossiae	5.35369173331628e-06	1.24101890133838e-06	3.29735531732733e-06	5	-1.50344027849844	0.0746391830556084	0.906864564007421
Nonomuraea sp. CA-143628	1.44664716362803e-05	9.99754227085842e-07	7.73311293168307e-06	5	-2.95124950599539	0.0746391830556084	0.906864564007421
Novosphingobium decolorationis	7.99664967101723e-06	1.16637993160015e-06	4.58151480130869e-06	5	-2.05410156597661	0.0746391830556084	0.906864564007421
Paenibacillus urinalis	1.39648454612366e-05	1.24101890133838e-06	7.60293218128748e-06	5	-2.73935065843052	0.0746391830556084	0.906864564007421
Salinivibrio kushneri	5.27685754855277e-06	1.16637993160015e-06	3.22161874007646e-06	5	-1.53475618816116	0.0746391830556084	0.906864564007421
Skermanella mucosa	1.21601700659185e-05	3.18639843900018e-06	7.67328425245932e-06	5	-1.65239660158292	0.0746391830556084	0.906864564007421
Streptococcus iners	1.08267133785109e-05	9.30764176003783e-07	5.87873877725736e-06	5	-2.61480533808064	0.0746391830556084	0.906864564007421
Thermosulfuriphilus ammonigenes	1.01307456570019e-05	6.66502818057228e-07	5.39862423752957e-06	5	-2.73965458097935	0.0746391830556084	0.906864564007421
Treponema medium	1.63580110043546e-05	2.18016735300012e-06	9.26908917867736e-06	5	-2.44842705077204	0.0746391830556084	0.906864564007421
Bifidobacterium choerinum	3.27706296143552e-06	9.56223438466087e-06	6.41964867304819e-06	7	1.30422271147644	0.0906883661712042	0.906864564007421
Bifidobacterium pullorum	5.70673561740361e-06	2.09714410760393e-06	3.90193986250377e-06	7	-1.11467221946818	0.0906883661712042	0.906864564007421
Brevundimonas subvibrioides	1.54587969411745e-05	4.29539342164768e-06	9.87709518141108e-06	7	-1.63604910710358	0.0906883661712042	0.906864564007421
Clostridium culturomicium	1.47644308137344e-05	3.22057016237062e-06	8.99250048805249e-06	7	-1.90116326862558	0.0906883661712042	0.906864564007421
Desulfomicrobium orale	1.1902674269285e-05	6.38855313181798e-06	9.14561370055149e-06	7	-0.804306335981867	0.0906883661712042	0.906864564007421
Fibrobacter succinogenes	6.30974128187742e-06	2.30041227664123e-06	4.30507677925932e-06	7	-1.14717409245236	0.0906883661712042	0.906864564007421
Gluconacetobacter diazotrophicus	9.17240524120172e-06	3.36809879865147e-06	6.2702520199266e-06	7	-1.21958344842285	0.0906883661712042	0.906864564007421
Halovenus salina	7.92894255682788e-06	2.42506311269791e-06	5.1770028347629e-06	7	-1.38235875648281	0.0906883661712042	0.906864564007421
Kocuria palustris	6.8216778069535e-06	1.93702744665177e-06	4.37935262680264e-06	7	-1.41312136156571	0.0906883661712042	0.906864564007421
Mesorhizobium opportunistum	2.01205661265695e-05	9.56276282879768e-06	1.48416644776836e-05	7	-0.999661266140996	0.0906883661712042	0.906864564007421
Paenibacillus sp. sptzw28	7.56883908129019e-06	2.7265204937092e-06	5.14767978749969e-06	7	-1.20127056549652	0.0906883661712042	0.906864564007421
Pengzhenrongella sicca	7.85287606054861e-06	2.48079016709069e-06	5.16683311381965e-06	7	-1.34673137751726	0.0906883661712042	0.906864564007421
Pseudomonas berkeleyensis	1.26335463578467e-05	4.22683343301861e-06	8.43018989543265e-06	7	-1.38315179494971	0.0906883661712042	0.906864564007421
Streptomyces sp. WZ-12	1.25881616013371e-05	2.69161738402452e-06	7.63988949268081e-06	7	-1.88002534273581	0.0906883661712042	0.906864564007421
Algirhabdus cladophorae	8.20506040055805e-06	3.99281059348823e-06	6.09893549702314e-06	8	-0.882575010249344	0.0936926194932482	0.906864564007421
Denitratisoma oestradiolicum	7.99401914084794e-06	3.35925727736907e-06	5.6766382091085e-06	8	-1.04488360223619	0.0936926194932482	0.906864564007421
Lactococcus formosensis	1.30610638691475e-05	3.87170263341321e-06	8.46638325128036e-06	8	-1.5292077742025	0.0936926194932482	0.906864564007421
Massilia violaceinigra	1.52219782017856e-05	4.11384080841956e-06	9.6679095051026e-06	8	-1.66547060491626	0.0936926194932482	0.906864564007421
Paenibacillus azoreducens	1.05732632053452e-05	3.88179426971082e-06	7.227528737528e-06	8	-1.24531230215058	0.0936926194932482	0.906864564007421
Pseudodesulfovibrio indicus	8.42294858286504e-06	3.73458265615507e-06	6.07876561951005e-06	8	-0.992941310881495	0.0936926194932482	0.906864564007421
Serpentinicella alkaliphila	1.49879595653196e-05	4.56488929204308e-06	9.77642442868131e-06	8	-1.5225609372204	0.0936926194932482	0.906864564007421
Sorangium sp. So ce233	2.89850795006221e-05	1.24702567220131e-05	2.07276681113176e-05	8	-1.15446745131095	0.0936926194932482	0.906864564007421
Streptomyces sp. NBC_01525	1.9963393309899e-05	7.67098418640319e-06	1.38171887481511e-05	8	-1.27360460376249	0.0936926194932482	0.906864564007421
Anaerostipes caccae	0.000221307073563642	9.01159403916055e-05	0.000155711506977624	10	-1.28677847874573	0.0952380952380952	0.906864564007421
Anaerostipes rhamnosivorans	6.72859926759406e-05	3.00524765512361e-05	4.86692346135883e-05	10	-1.13688133930303	0.0952380952380952	0.906864564007421
Anaerotignum propionicum	0.000101101326093074	5.75831093694172e-05	7.93422177312457e-05	10	-0.80144493092835	0.0952380952380952	0.906864564007421
Bacteroides cellulosilyticus	2.627547486798e-05	9.37653728715685e-06	1.78260060775684e-05	9	-1.39427922618903	0.0952380952380952	0.906864564007421
Bacteroides intestinalis	3.115399041343e-05	1.60813724214321e-05	2.3617681417431e-05	10	-0.912573897233557	0.0952380952380952	0.906864564007421
Bifidobacterium longum	2.29131360284632e-05	1.36921004005321e-05	1.83026182144976e-05	10	-0.702762681017184	0.0952380952380952	0.906864564007421
Bifidobacterium pseudocatenulatum	2.03671835503961e-05	1.21936217354931e-05	1.62804026429446e-05	9	-0.695556107934417	0.0952380952380952	0.906864564007421
Blautia luti	0.000611017446951618	0.000284364479604693	0.000447690963278155	10	-1.1007670125283	0.0952380952380952	0.906864564007421
Blautia pseudococcoides	0.00319614871390743	0.00166632544757015	0.00243123708073879	10	-0.939250118517888	0.0952380952380952	0.906864564007421
Bordetella sp. N	3.06447453957512e-05	8.52430129199974e-06	1.95845233438755e-05	9	-1.73228079559427	0.0952380952380952	0.906864564007421
Brevibacillus fluminis	1.13534926878081e-05	5.20771945970923e-06	8.28060607375869e-06	9	-0.992783725281809	0.0952380952380952	0.906864564007421
