gene_id	gene_name	Control_1	Control_2	Control_3	4h_1	4h_2	4h_3	8h_1	8h_2	8h_3	16h_1	16h_2	16h_3
ENSG00000130307	USHBP1	0	7	0	0	0	0	2	1	0	2	6	1
ENSG00000130309	COLGALT1	2114	3257	1751	1207	1242	1693	5848	5644	4972	7301	7064	6811
ENSG00000130311	DDA1	160	418	160	170	165	299	1648	1482	1334	1453	1454	1414
ENSG00000130312	MRPL34	0	0	0	0	0	0	1640	1594	1377	1573	1386	1508
ENSG00000130313	PGLS	465	626	485	470	285	294	2903	2686	2335	2621	2615	2562
ENSG00000130332	LSM7	0	0	0	0	0	0	3422	3210	3001	3794	3805	3650
ENSG00000130338	TULP4	3431	4426	3274	3213	2025	2525	835	777	691	729	658	625
ENSG00000130340	SNX9	1725	2459	2487	2174	1387	1701	924	852	805	879	811	806
ENSG00000130347	RTN4IP1	868	1095	1014	830	526	379	395	370	333	321	320	302
ENSG00000130348	QRSL1	2374	3201	2734	2111	1384	1680	1355	1198	1129	1398	1300	1277
ENSG00000130349	MTRES1	687	726	474	611	280	370	682	634	570	655	656	632
ENSG00000130363	RSPH3	340	555	498	381	137	306	607	479	455	399	343	346
ENSG00000130368	MAS1	36	0	26	0	0	0	3	1	2	3	2	0
ENSG00000130377	ACSBG2	0	0	0	0	0	0	6	1	1	2	1	1
ENSG00000130382	MLLT1	1512	2183	1624	993	1116	1238	3833	3585	3128	3844	3822	3626
ENSG00000130383	FUT5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130385	BMP15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130396	AFDN	3309	3541	3129	2934	1820	2136	1211	1079	1050	862	818	806
ENSG00000130402	ACTN4	6973	9576	7934	6719	5432	5248	18806	17353	15755	15234	15200	14933
ENSG00000130413	STK33	135	144	77	98	69	50	4	7	8	6	4	0
ENSG00000130414	NDUFA10	3752	5024	3779	3176	2164	2759	3132	2780	2564	2967	2869	2696
ENSG00000130427	EPO	0	0	0	0	0	0	0	0	1	1	0	1
ENSG00000130429	ARPC1B	0	0	0	0	0	0	8663	8051	7136	8041	7810	7495
ENSG00000130433	CACNG6	0	0	0	0	13	0	0	0	0	0	0	0
ENSG00000130449	ZSWIM6	4273	5823	5597	5281	3009	3221	425	392	377	313	277	313
ENSG00000130475	FCHO1	487	820	376	432	416	337	1192	1089	991	1250	1330	1190
ENSG00000130477	UNC13A	63	25	187	220	155	25	268	210	213	35	42	42
ENSG00000130479	MAP1S	118	187	139	62	83	105	1651	1564	1356	1441	1471	1433
ENSG00000130487	KLHDC7B	0	0	0	0	3	0	4	2	6	6	1	1
ENSG00000130508	PXDN	1	3	43	0	0	0	0	1	0	1	0	0
ENSG00000130511	SSBP4	428	667	406	358	254	332	5980	5409	4935	6162	6130	5619
ENSG00000130513	GDF15	22	5	324	251	250	16	739	666	561	1166	1120	1112
ENSG00000130517	PGPEP1	1846	2154	2452	2292	1646	1407	5255	4897	4430	5047	5048	4628
ENSG00000130518	IQCN	68	45	107	86	96	11	32	35	21	18	19	15
ENSG00000130520	LSM4	634	456	463	417	292	389	5608	5461	4887	4567	4413	4388
ENSG00000130522	JUND	946	1772	1623	1245	946	811	10854	10192	8832	10375	10133	9896
ENSG00000130528	HRC	68	26	1	24	2	19	2	2	1	0	3	4
ENSG00000130529	TRPM4	260	326	156	144	194	104	841	757	730	629	696	631
ENSG00000130538	OR11H1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130540	SULT4A1	0	0	12	0	0	0	0	0	0	0	0	1
ENSG00000130544	ZNF557	937	1298	1118	1051	692	814	419	348	371	398	355	340
ENSG00000130545	CRB3	0	0	0	0	0	0	2	2	3	3	0	1
ENSG00000130558	OLFM1	0	1	1	0	0	0	0	0	0	0	0	2
ENSG00000130559	CAMSAP1	1463	2035	1664	1430	1053	1202	1209	1076	985	1169	1107	1098
ENSG00000130560	UBAC1	306	408	298	327	296	249	983	886	860	871	949	901
ENSG00000130561	SAG	0	0	22	0	4	26	1	1	1	0	0	0
ENSG00000130584	ZBTB46	64	64	127	105	106	20	47	42	42	29	23	27
ENSG00000130589	HELZ2	128	147	151	95	82	100	1127	978	899	885	911	858
ENSG00000130590	SAMD10	270	283	115	93	97	170	361	385	335	422	396	363
ENSG00000130592	LSP1	193	148	148	164	153	109	379	332	303	283	258	260
ENSG00000130595	TNNT3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130598	TNNI2	0	0	4	12	0	0	10	10	8	5	5	5
ENSG00000130635	COL5A1	0	2	386	199	184	12	305	251	245	235	284	216
ENSG00000130638	ATXN10	12838	14630	11942	9620	6436	8749	6557	5916	5654	6793	6436	6196
ENSG00000130640	TUBGCP2	1533	1715	1676	1618	1057	1055	4563	4221	3859	3776	3807	3378
ENSG00000130643	CALY	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000130649	CYP2E1	134	211	95	185	201	169	29	53	41	47	33	34
ENSG00000130653	PNPLA7	59	112	129	80	59	62	21	21	25	22	32	20
ENSG00000130656	HBZ	0	0	11	5	0	7	0	0	0	0	0	0
ENSG00000130669	PAK4	385	729	466	346	399	474	847	772	676	615	628	600
ENSG00000130675	MNX1	14	1	0	0	12	1	0	0	0	0	1	0
ENSG00000130684	ZNF337	553	1140	1142	1317	817	621	768	722	713	783	822	633
ENSG00000130695	CEP85	1568	2010	1369	1015	939	1137	1325	1244	1220	1183	1180	1126
ENSG00000130699	TAF4	1383	1559	1304	1048	760	1076	933	866	776	866	880	839
ENSG00000130700	GATA5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130701	RBBP8NL	11	8	17	9	0	0	0	0	0	0	0	0
ENSG00000130702	LAMA5	2	17	22	0	17	3	9	7	14	18	13	8
ENSG00000130703	OSBPL2	496	484	355	361	154	217	528	500	502	477	437	421
ENSG00000130706	ADRM1	112	95	50	67	81	92	2056	1885	1678	2014	2032	1890
ENSG00000130707	ASS1	5287	6377	5525	4549	3604	3704	13292	12571	11315	7074	6904	6856
ENSG00000130711	PRDM12	2	0	14	0	0	19	5	4	4	2	4	5
ENSG00000130713	EXOSC2	1033	984	859	571	321	845	1358	1238	1182	1703	1722	1580
ENSG00000130714	POMT1	197	256	177	145	123	177	967	938	859	848	941	732
ENSG00000130717	UCK1	105	118	236	117	69	32	566	510	446	428	390	369
ENSG00000130720	FIBCD1	344	536	320	314	152	183	952	954	861	1075	1067	1005
ENSG00000130724	CHMP2A	356	276	167	253	204	167	1957	1768	1578	1580	1647	1559
ENSG00000130725	UBE2M	213	288	261	158	106	221	2339	2141	1900	2328	2337	2337
ENSG00000130726	TRIM28	1450	2064	1412	1251	1166	1139	14770	13144	12109	13109	13649	12887
ENSG00000130731	METTL26	80	193	143	65	108	64	1129	1034	1001	1438	1466	1327
ENSG00000130733	YIPF2	125	139	113	31	46	84	1067	1002	887	883	908	868
ENSG00000130734	ATG4D	46	75	39	51	90	64	460	448	432	491	450	429
ENSG00000130741	EIF2S3	10910	13208	11409	9610	6143	8348	21207	18977	17496	19741	18373	18171
ENSG00000130748	TMEM160	1	13	1	0	0	3	573	470	462	574	610	546
ENSG00000130749	ZC3H4	1990	2339	1970	1568	1197	1113	3023	2834	2531	1989	1908	1866
ENSG00000130751	NPAS1	42	14	99	29	0	44	65	60	45	56	49	46
ENSG00000130755	GMFG	1120	1130	1081	889	570	803	6443	5397	5080	5857	5678	5729
ENSG00000130758	MAP3K10	274	384	362	247	159	171	516	570	485	422	518	439
ENSG00000130762	ARHGEF16	17	0	12	7	14	0	16	26	17	13	10	8
ENSG00000130764	LRRC47	360	468	428	267	327	396	1848	1697	1576	1931	1865	1723
ENSG00000130766	SESN2	366	507	937	756	559	248	1259	1168	1087	1208	1152	1096
ENSG00000130768	SMPDL3B	0	0	0	0	0	0	1	4	1	0	0	0
ENSG00000130770	ATP5IF1	473	444	404	269	198	217	2828	2625	2441	2342	2190	2101
ENSG00000130772	MED18	185	221	199	252	135	166	824	751	692	595	555	530
ENSG00000130775	THEMIS2	115	212	184	138	180	216	558	473	467	296	282	295
ENSG00000130779	CLIP1	3492	4611	3573	3668	2344	2298	1914	1712	1603	1663	1533	1515
ENSG00000130783	CCDC62	559	558	387	317	235	297	56	45	35	85	72	61
ENSG00000130787	HIP1R	103	225	187	74	161	100	763	650	727	960	950	923
ENSG00000130803	ZNF317	1823	2139	1785	1615	1088	1080	1837	1705	1557	1913	1666	1722
ENSG00000130810	PPAN	0	0	0	0	0	0	2352	2108	2075	3437	3432	3275
ENSG00000130811	EIF3G	1010	1151	1019	819	508	639	8317	7546	6929	8521	8306	8351
ENSG00000130812	ANGPTL6	0	0	9	0	15	0	51	40	53	38	33	41
ENSG00000130813	SHFL	13	15	42	13	22	0	410	360	367	367	381	365
ENSG00000130816	DNMT1	4629	6713	4316	3449	2602	3282	9499	8757	7899	7880	7841	7311
ENSG00000130818	ZNF426	646	717	685	663	390	440	860	735	658	693	624	604
ENSG00000130821	SLC6A8	33	75	86	100	43	13	2385	2145	2021	458	523	446
ENSG00000130822	PNCK	6	14	0	0	0	0	61	66	41	11	24	10
ENSG00000130826	DKC1	2212	2087	1352	1043	446	1388	4815	4346	4033	6257	6186	5825
ENSG00000130827	PLXNA3	385	415	353	403	309	230	538	514	488	362	359	277
ENSG00000130829	DUSP9	0	0	0	0	0	10	0	0	0	0	0	0
ENSG00000130830	MPP1	336	529	380	329	276	345	1060	976	900	888	863	789
ENSG00000130844	ZNF331	18	32	15	0	0	0	1	0	1	0	0	2
ENSG00000130856	ZNF236	2362	2768	2028	1794	1499	1658	492	443	409	333	298	283
ENSG00000130876	SLC7A10	0	0	0	13	4	24	4	3	1	0	1	0
ENSG00000130881	LRP3	101	153	78	104	80	123	2193	2029	1756	2603	2574	2439
ENSG00000130921	MTRFR	104	144	115	178	26	159	721	721	634	728	819	748
ENSG00000130935	NOL11	2259	2487	1758	1560	1257	1638	1958	1827	1680	2163	2001	1931
ENSG00000130939	UBE4B	2482	3979	3251	2642	1917	1987	1805	1738	1570	1283	1254	1183
ENSG00000130940	CASZ1	34	93	227	233	225	58	290	313	251	218	200	195
ENSG00000130943	PKDREJ	130	68	127	59	37	62	3	0	1	2	4	1
ENSG00000130948	HSD17B3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130950	NUTM2F	3	13	58	29	1	28	0	0	0	0	0	0
ENSG00000130956	HABP4	113	118	189	61	39	71	71	60	56	49	53	50
ENSG00000130957	FBP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130958	SLC35D2	109	121	134	50	98	57	342	327	297	282	289	289
ENSG00000130962	PRRG1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130985	UBA1	2826	3417	2514	2096	1817	1974	8424	7647	6877	7967	7809	7353
ENSG00000130988	RGN	0	11	14	0	1	0	0	0	0	0	0	0
ENSG00000130997	POLN	0	6	14	0	0	0	2	2	2	3	1	1
ENSG00000131013	PPIL4	2272	2258	2467	2180	1415	1509	1159	1131	989	1111	1038	1018
ENSG00000131015	ULBP2	8	61	68	63	63	1	60	54	48	31	24	40
ENSG00000131016	AKAP12	20	1	12	19	0	16	0	2	0	1	1	1
ENSG00000131018	SYNE1	45	6	95	66	15	7	15	8	3	4	1	0
ENSG00000131019	ULBP3	104	78	61	59	45	40	82	54	73	76	72	76
ENSG00000131023	LATS1	4462	5200	4328	3608	2299	2832	1212	1188	992	1159	1106	990
ENSG00000131037	EPS8L1	80	98	72	71	42	70	297	269	223	245	284	259
ENSG00000131042	LILRB2	16	54	61	5	0	0	67	48	44	79	88	44
ENSG00000131043	AAR2	472	607	657	463	330	330	939	925	771	962	942	864
ENSG00000131044	TTLL9	82	64	21	43	27	31	1	1	3	0	1	1
ENSG00000131050	BPIFA2	0	0	0	0	0	14	0	0	0	0	0	0
ENSG00000131051	RBM39	7353	7528	8473	6973	4448	4768	7703	6977	7102	7148	7050	6145
ENSG00000131055	COX4I2	0	0	0	0	13	0	0	0	0	0	0	0
ENSG00000131059	BPIFA3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131061	ZNF341	316	414	317	185	277	177	219	230	219	213	193	176
ENSG00000131067	GGT7	476	495	340	352	310	256	411	397	350	378	377	286
ENSG00000131068	DEFB118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131069	ACSS2	1222	1661	1689	1039	1137	829	660	610	538	592	584	559
ENSG00000131080	EDA2R	42	52	286	203	203	14	10	9	7	2	3	3
ENSG00000131089	ARHGEF9	1745	2125	1970	1599	1016	1193	579	552	475	315	365	292
ENSG00000131094	C1QL1	0	0	0	0	0	0	2	2	2	0	0	0
ENSG00000131095	GFAP	0	0	0	0	0	0	1	1	0	1	1	0
ENSG00000131096	PYY	50	12	29	15	7	15	0	0	0	0	0	0
ENSG00000131097	HIGD1B	68	99	109	45	38	33	0	1	0	0	0	0
ENSG00000131100	ATP6V1E1	1064	1066	1274	959	522	871	2599	2237	2207	2482	2419	2276
ENSG00000131115	ZNF227	231	426	336	304	171	190	547	489	416	436	377	365
ENSG00000131116	ZNF428	10	17	12	7	26	7	1097	992	871	1047	1034	1015
ENSG00000131126	TEX101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131127	ZNF141	812	868	897	572	463	498	8	9	11	7	11	12
ENSG00000131142	CCL25	0	19	0	0	1	0	0	0	1	2	0	0
ENSG00000131143	COX4I1	2042	1345	1602	1660	938	1187	14670	13213	12565	13232	12922	12504
ENSG00000131148	EMC8	731	564	421	331	305	456	994	840	814	974	995	913
ENSG00000131149	GSE1	8828	12425	8941	7659	6212	6714	5052	4889	4366	4334	4486	3859
ENSG00000131152	ENSG00000131152	42	75	43	19	28	44	2	0	0	2	1	1
ENSG00000131153	GINS2	452	498	340	173	170	348	410	386	353	468	461	454
ENSG00000131165	CHMP1A	145	229	226	110	177	159	2032	1814	1698	1714	1785	1681
ENSG00000131171	SH3BGRL	4930	5159	7147	5830	3632	3319	3873	3496	3126	3393	3097	3119
ENSG00000131174	COX7B	1021	1277	1245	1051	490	991	3717	3409	3155	3501	3139	3194
ENSG00000131183	SLC34A1	14	1	4	13	4	0	0	0	0	1	2	0
ENSG00000131187	F12	0	0	0	0	0	0	111	108	84	112	118	98
ENSG00000131188	PRR7	143	350	185	104	121	129	296	252	236	393	374	382
ENSG00000131196	NFATC1	1016	1265	1256	991	722	702	1115	1077	963	1205	1283	1172
ENSG00000131203	IDO1	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000131233	GJA9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131236	CAP1	6089	6552	5397	4937	3283	3462	14146	13074	11694	13843	13228	13026
ENSG00000131238	PPT1	1778	2600	1745	1593	914	1303	4572	4200	3829	4075	3832	3870
ENSG00000131242	RAB11FIP4	33	10	33	0	54	11	35	21	29	28	35	28
ENSG00000131263	RLIM	3038	3203	3302	2467	1400	2143	2224	1930	1761	1709	1608	1498
ENSG00000131264	CDX4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131269	ABCB7	2626	3216	3105	2025	1237	2041	1303	1157	1078	1039	945	1008
ENSG00000131323	TRAF3	2863	3359	2633	2158	1451	1701	674	572	533	758	729	739
ENSG00000131351	HAUS8	354	521	350	328	275	237	749	645	599	560	587	625
ENSG00000131355	ADGRE3	65	111	83	70	83	88	10	6	5	3	9	7
ENSG00000131368	MRPS25	0	0	0	0	0	0	2834	2560	2666	3436	3359	2712
ENSG00000131370	SH3BP5	628	894	940	753	536	346	1421	1306	1178	927	910	798
ENSG00000131373	HACL1	715	755	657	641	428	479	800	695	719	810	813	739
ENSG00000131374	TBC1D5	62275	76332	70143	53233	37322	43853	2802	2691	2394	2279	2034	1986
ENSG00000131375	CAPN7	1588	1594	1410	1236	817	1153	880	818	797	701	642	652
ENSG00000131378	RFTN1	2987	3584	2812	2361	1383	1841	959	907	872	1117	1058	1020
ENSG00000131379	C3orf20	29	43	43	26	12	39	0	0	0	0	0	0
ENSG00000131381	RBSN	0	0	0	0	0	0	451	401	386	411	413	396
ENSG00000131386	GALNT15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131389	SLC6A6	1679	2220	1789	1708	1061	1204	2005	1858	1667	1724	1618	1547
ENSG00000131398	KCNC3	870	1312	660	625	557	569	347	312	291	446	476	415
ENSG00000131400	NAPSA	0	0	0	0	0	0	28	18	24	20	11	15
ENSG00000131408	NR1H2	161	167	150	162	55	121	2226	1903	1780	1975	1975	1960
ENSG00000131409	LRRC4B	1	16	7	0	0	15	2	1	6	2	1	3
ENSG00000131435	PDLIM4	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000131437	KIF3A	22	53	25	14	2	13	139	127	134	107	113	98
ENSG00000131446	MGAT1	530	948	715	612	468	394	3661	3479	3052	3261	3163	3081
ENSG00000131459	GFPT2	0	1	0	0	0	10	0	0	0	0	0	0
ENSG00000131462	TUBG1	104	145	94	172	115	107	1475	1373	1289	993	1077	989
ENSG00000131467	PSME3	3405	4781	2930	2579	1851	2332	4773	4232	3768	5588	5231	5098
ENSG00000131469	RPL27	6360	8583	6799	5831	4392	4503	40102	35561	34129	39595	37946	37937
ENSG00000131470	PSMC3IP	226	353	324	177	64	162	362	344	307	342	306	280
ENSG00000131471	AOC3	0	0	0	0	0	0	0	0	1	3	3	0
ENSG00000131473	ACLY	2922	3260	2100	1931	1463	1790	6285	5772	5294	7366	6941	6986
ENSG00000131475	VPS25	280	360	316	137	230	101	1429	1305	1176	1113	1038	1020
ENSG00000131477	RAMP2	0	0	3	0	0	0	3	1	0	1	5	4
ENSG00000131480	AOC2	30	43	15	23	5	0	7	0	4	7	7	3
ENSG00000131482	G6PC1	18	0	0	0	16	0	0	0	0	0	0	0
ENSG00000131495	NDUFA2	70	67	95	86	76	74	1760	1603	1505	1756	1682	1696
ENSG00000131503	ANKHD1	0	0	0	0	0	0	4120	3843	3485	3371	3197	2801
ENSG00000131504	DIAPH1	13133	16388	13033	11520	7221	9550	11350	10642	9409	9557	9230	8907
ENSG00000131507	NDFIP1	1064	973	887	618	442	582	1172	1064	962	1200	979	1049
ENSG00000131508	UBE2D2	2585	3300	2686	2226	1282	1996	2555	2279	1937	2048	1915	1953
ENSG00000131558	EXOC4	15500	21471	19888	16224	10699	11716	1966	1767	1554	1836	1729	1776
ENSG00000131584	ACAP3	198	125	113	91	115	108	1193	1106	1092	1065	1114	902
ENSG00000131591	C1orf159	561	728	584	333	348	338	411	375	353	379	351	362
ENSG00000131620	ANO1	13	0	17	0	28	16	6	7	5	3	4	0
ENSG00000131626	PPFIA1	486	652	625	617	441	487	1356	1197	1104	1144	1146	1054
ENSG00000131634	TMEM204	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000131650	KREMEN2	0	2	10	0	0	0	6	5	2	11	7	4
ENSG00000131652	THOC6	108	93	91	30	35	79	1408	1205	1120	1189	1155	1096
ENSG00000131653	TRAF7	308	457	376	340	364	262	3359	3051	2654	2899	2850	2716
ENSG00000131668	BARX1	382	641	357	282	233	306	4467	4013	3692	3903	3816	3835
ENSG00000131669	NINJ1	87	74	70	71	91	48	634	634	650	532	491	498
ENSG00000131686	CA6	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000131697	NPHP4	792	894	611	403	428	602	587	581	508	587	629	541
ENSG00000131711	MAP1B	1231	1462	966	889	418	957	192	188	134	63	61	63
ENSG00000131721	RHOXF2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131724	IL13RA1	1110	1831	1551	1563	817	636	1966	1778	1733	1334	1238	1199
ENSG00000131725	WDR44	1254	1926	1665	1474	1238	1298	560	503	513	397	346	340
ENSG00000131730	CKMT2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131732	ZCCHC9	550	520	364	514	231	419	947	836	773	862	758	752
ENSG00000131737	KRT34	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131738	KRT33B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131746	TNS4	0	0	3	0	0	0	6	0	8	0	0	0
ENSG00000131747	TOP2A	5672	5630	2299	2087	1227	3952	19401	17164	15519	8058	7320	7288
ENSG00000131748	STARD3	370	550	361	231	218	335	1363	1261	1143	1165	1199	1084
ENSG00000131759	RARA	497	809	622	378	346	355	988	902	801	958	954	921
ENSG00000131771	PPP1R1B	0	0	17	0	0	17	0	0	0	0	0	0
ENSG00000131773	KHDRBS3	19	16	34	15	20	20	3	4	5	3	2	3
ENSG00000131778	CHD1L	0	0	0	0	0	0	3758	3521	3180	3490	3242	3222
ENSG00000131779	PEX11B	229	514	480	220	196	329	976	959	893	975	947	857
ENSG00000131781	FMO5	0	0	0	0	0	0	113	146	141	98	88	81
ENSG00000131788	PIAS3	221	329	288	246	257	220	739	710	683	424	398	350
ENSG00000131791	PRKAB2	737	803	1096	1073	502	461	670	603	567	452	443	378
ENSG00000131808	FSHB	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131828	PDHA1	720	938	753	706	410	670	2748	2679	2352	3024	2919	2654
ENSG00000131831	RAI2	0	0	0	0	16	0	0	0	0	0	0	0
ENSG00000131844	MCCC2	2367	3059	1979	1729	1478	1706	2237	1815	1764	2268	2243	1891
ENSG00000131845	ZNF304	245	221	299	226	102	170	460	382	394	383	351	343
ENSG00000131848	ZSCAN5A	959	1194	1164	681	534	762	217	197	177	187	156	195
ENSG00000131849	ZNF132	2	35	57	67	0	33	2	1	1	0	1	1
ENSG00000131864	USP29	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131871	SELENOS	234	311	350	187	154	209	746	650	631	699	650	605
ENSG00000131873	CHSY1	4064	5786	4761	3865	2476	3243	2227	1978	1764	1968	1851	1802
ENSG00000131876	SNRPA1	1532	1641	1126	821	468	1034	1699	1464	1423	1926	1934	1846
ENSG00000131899	LLGL1	105	72	124	70	104	44	795	677	697	533	490	452
ENSG00000131910	NR0B2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131914	LIN28A	15	25	0	0	1	1	0	0	0	0	0	0
ENSG00000131931	THAP1	275	381	368	293	211	212	575	495	502	403	394	386
ENSG00000131941	RHPN2	42	67	76	35	25	46	0	3	0	2	1	0
ENSG00000131943	C19orf12	315	506	360	347	211	306	633	543	539	669	643	683
ENSG00000131944	FAAP24	57	125	95	31	79	38	347	262	253	209	203	208
ENSG00000131951	LRRC9	11	14	11	41	0	1	0	0	0	0	0	0
ENSG00000131966	ACTR10	0	0	0	0	0	0	1252	1099	1005	1001	870	862
ENSG00000131969	ABHD12B	0	0	0	0	0	0	0	0	4	3	2	3
ENSG00000131979	GCH1	98	214	208	117	91	132	103	82	60	118	102	106
ENSG00000131981	LGALS3	495	673	489	468	221	305	816	742	732	584	515	539
ENSG00000132000	PODNL1	8	22	0	0	8	23	5	1	1	0	1	0
ENSG00000132002	DNAJB1	1027	1653	983	807	634	788	3300	2806	2620	3013	3117	2987
ENSG00000132003	ZSWIM4	41	12	62	11	76	57	280	319	250	219	214	172
ENSG00000132004	FBXW9	39	59	52	12	5	60	463	426	357	458	424	415
ENSG00000132005	RFX1	454	548	544	329	392	403	734	746	650	558	584	540
ENSG00000132010	ZNF20	0	0	0	0	0	0	194	106	156	113	77	81
ENSG00000132016	BRME1	20	7	43	0	0	26	72	58	53	54	63	47
ENSG00000132017	DCAF15	224	176	206	240	111	117	1536	1434	1253	1033	1102	998
ENSG00000132024	CC2D1A	308	420	312	312	304	270	1393	1300	1198	1342	1401	1263
ENSG00000132026	RTBDN	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132031	MATN3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132109	TRIM21	313	750	581	643	358	439	1037	928	838	931	915	897
ENSG00000132122	SPATA6	103	86	58	88	11	33	20	7	10	1	5	5
ENSG00000132128	LRRC41	781	1136	868	746	708	620	1418	1359	1215	1348	1279	1228
ENSG00000132141	CCT6B	448	401	526	456	278	291	52	39	50	41	24	25
ENSG00000132153	DHX30	1312	1648	1163	995	845	1207	2739	2465	2222	3056	2788	2808
ENSG00000132155	RAF1	2639	3057	2369	2169	1530	1985	2718	2321	2290	2249	2169	1994
ENSG00000132164	SLC6A11	17	26	10	14	0	26	0	2	3	0	0	0
ENSG00000132170	PPARG	5	26	41	38	51	26	0	0	1	0	0	1
ENSG00000132182	NUP210	4476	6043	4250	3145	2365	2746	5908	5487	4981	6189	6091	5648
ENSG00000132185	FCRLA	76	95	50	45	30	71	193	169	154	103	85	96
ENSG00000132196	HSD17B7	676	658	832	859	516	436	410	422	384	368	343	335
ENSG00000132199	ENOSF1	3010	4042	2391	2072	1685	2129	935	888	859	858	928	692
ENSG00000132205	EMILIN2	675	752	698	714	361	611	3656	3226	2866	3173	3127	2982
ENSG00000132207	SLX1A	0	0	0	0	0	0	1443	1444	1322	1037	917	871
ENSG00000132254	ARFIP2	308	313	328	294	155	173	945	886	845	1095	952	950
ENSG00000132256	TRIM5	147	207	128	140	192	142	1284	1188	1071	927	795	844
ENSG00000132259	CNGA4	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000132274	TRIM22	0	0	0	0	0	0	7723	7212	6784	6678	6320	5990
ENSG00000132275	RRP8	637	1146	728	573	317	626	815	661	642	823	779	773
ENSG00000132286	TIMM10B	0	0	0	0	0	0	757	672	661	887	843	788
ENSG00000132294	EFR3A	6920	7718	7377	5919	4038	4596	3532	3297	2998	2860	2490	2455
ENSG00000132297	HHLA1	0	0	10	0	28	0	0	0	0	0	0	0
ENSG00000132300	PTCD3	3239	3894	2621	2379	1406	2265	2541	2252	2174	2882	2717	2589
ENSG00000132305	IMMT	3032	3584	3521	2981	1927	2531	4397	4172	3797	3639	3476	3400
ENSG00000132313	MRPL35	924	790	690	751	359	567	1738	1581	1427	1667	1663	1578
ENSG00000132321	IQCA1	2	4	6	2	2	3	0	0	0	0	0	0
ENSG00000132323	ILKAP	865	959	985	613	413	728	821	757	692	748	661	661
ENSG00000132326	PER2	614	728	368	470	362	472	558	529	455	719	616	624
ENSG00000132329	RAMP1	13	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132330	SCLY	0	0	0	0	0	0	856	849	752	1082	1080	973
ENSG00000132334	PTPRE	3178	3887	3375	2776	2191	2054	683	631	579	538	484	478
ENSG00000132341	RAN	7370	7524	5962	4864	3202	5327	25575	22536	21156	25525	24242	23927
ENSG00000132356	PRKAA1	3832	5366	4529	3754	2060	3109	2561	2340	2152	1951	1769	1688
ENSG00000132357	CARD6	543	441	621	463	391	454	853	704	642	629	533	510
ENSG00000132359	RAP1GAP2	2709	3579	3513	3238	2222	1827	1722	1605	1540	1504	1508	1369
ENSG00000132361	CLUH	1048	1266	589	601	578	752	3968	3548	3350	5631	5687	5330
ENSG00000132376	INPP5K	191	191	219	141	58	37	715	680	598	585	510	568
ENSG00000132382	MYBBP1A	804	1556	803	664	594	729	3490	3371	2983	5863	6021	5425
ENSG00000132383	RPA1	1953	2031	1593	1541	799	1291	5992	5355	4928	4826	4797	4695
ENSG00000132386	SERPINF1	265	243	284	120	143	131	286	284	217	198	211	170
ENSG00000132388	UBE2G1	5225	6950	4617	3495	2383	3964	2323	2213	2038	2406	2279	2281
ENSG00000132394	EEFSEC	4304	6202	5177	4354	3179	3604	733	592	626	494	558	534
ENSG00000132405	TBC1D14	2626	3217	2634	2019	1675	1983	2885	2696	2566	2811	2713	2569
ENSG00000132406	TMEM128	295	349	196	222	220	181	636	567	571	531	454	449
ENSG00000132423	COQ3	287	201	414	213	194	162	716	625	636	621	576	526
ENSG00000132424	PNISR	7671	8838	8133	7037	4002	5370	5026	4578	4953	4395	4435	3136
ENSG00000132429	POPDC3	0	0	0	0	0	0	223	193	167	193	184	152
ENSG00000132432	SEC61G	294	233	251	225	151	227	1147	997	973	1051	1117	1013
