gene_id	gene_name	Control_1	Control_2	Control_3	4h_1	4h_2	4h_3	8h_1	8h_2	8h_3	16h_1	16h_2	16h_3
ENSG00000165916	PSMC3	420	368	396	403	282	364	5646	5136	4895	4713	4641	4513
ENSG00000165917	RAPSN	26	8	0	7	0	0	1	0	0	0	1	2
ENSG00000165923	AGBL2	9	33	33	0	8	0	7	4	5	7	1	6
ENSG00000165929	TC2N	23	2	17	0	14	7	0	0	0	0	0	0
ENSG00000165934	CPSF2	3664	3817	3589	2960	2415	2498	4020	3616	3342	2973	2800	2790
ENSG00000165935	SMCO2	150	131	72	99	35	50	1	0	1	1	3	2
ENSG00000165943	MOAP1	110	79	116	52	56	17	401	396	331	363	377	343
ENSG00000165948	IFI27L1	237	204	120	160	71	105	171	174	135	100	108	115
ENSG00000165949	IFI27	0	0	14	0	0	0	0	1	1	1	1	1
ENSG00000165953	SERPINA12	0	0	0	0	31	0	0	0	0	0	0	0
ENSG00000165959	CLMN	139	192	130	93	58	120	26	25	18	18	26	17
ENSG00000165966	PDZRN4	15	3	11	24	26	17	0	0	0	0	0	0
ENSG00000165970	SLC6A5	1	1	39	0	11	0	0	0	0	0	1	0
ENSG00000165972	CCDC38	34	16	6	3	35	30	0	0	1	0	1	0
ENSG00000165973	NELL1	23	6	23	12	13	5	0	0	0	0	0	0
ENSG00000165983	PTER	4042	5622	3050	2911	1923	3045	672	636	617	709	636	646
ENSG00000165985	C1QL3	738	901	643	718	471	424	1	1	1	7	3	3
ENSG00000165995	CACNB2	38	39	57	46	49	62	0	0	1	0	0	2
ENSG00000165996	HACD1	778	750	536	371	356	456	358	325	319	332	284	315
ENSG00000165997	ARL5B	991	1103	930	837	466	732	588	507	468	435	402	391
ENSG00000166002	SMCO4	362	550	432	329	161	198	237	193	172	159	144	177
ENSG00000166004	CEP295	1815	2235	2020	1297	1016	1444	566	516	497	324	351	292
ENSG00000166006	KCNC2	1	11	14	0	23	7	0	0	0	0	1	1
ENSG00000166012	TAF1D	5813	5262	4856	4803	2150	3692	3834	3341	3205	3915	3769	3385
ENSG00000166016	ABTB2	888	1009	1842	1594	1081	878	193	195	154	98	102	80
ENSG00000166024	R3HCC1L	5455	6602	5646	5409	3348	4162	981	927	843	699	680	639
ENSG00000166025	AMOTL1	2384	3598	3056	2520	1595	1897	1578	1421	1215	1211	1086	1026
ENSG00000166033	HTRA1	42	31	32	73	10	26	99	93	87	28	37	38
ENSG00000166035	LIPC	21	45	26	68	26	14	0	0	0	0	1	0
ENSG00000166037	CEP57	1086	1532	1299	830	669	1020	2335	2045	1833	1532	1423	1287
ENSG00000166046	TCP11L2	128	159	179	197	97	58	87	77	53	28	19	24
ENSG00000166049	PASD1	1	33	36	0	16	28	1	1	2	0	0	0
ENSG00000166068	SPRED1	2766	3603	2911	2523	1590	2245	390	420	376	375	325	326
ENSG00000166069	TMCO5A	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000166073	GPR176	442	420	439	332	232	256	154	151	130	111	93	87
ENSG00000166086	JAM3	633	1096	652	468	311	649	4	0	0	2	1	5
ENSG00000166090	IL25	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166091	CMTM5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166105	GLB1L3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166106	ADAMTS15	5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166111	SVOP	1	4	27	2	25	7	0	0	0	0	1	0
ENSG00000166118	SPATA19	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166123	GPT2	699	739	476	219	262	316	1213	1206	1111	1191	1216	1206
ENSG00000166126	AMN	10	92	24	44	48	10	327	339	298	491	484	453
ENSG00000166128	RAB8B	1099	1262	1704	1437	805	1224	1096	1060	1002	663	545	581
ENSG00000166130	IKBIP	1502	1206	1581	1170	941	783	1334	1238	1188	1364	1227	1225
ENSG00000166133	RPUSD2	80	166	156	153	43	41	583	561	470	704	690	638
ENSG00000166135	HIF1AN	1225	1770	1465	1342	978	773	3259	3015	2826	2666	2726	2342
ENSG00000166136	NDUFB8	0	0	0	0	0	0	5204	4577	4297	4969	4979	4833
ENSG00000166140	ZFYVE19	109	146	159	83	109	92	524	497	442	442	434	412
ENSG00000166143	PPP1R14D	0	32	15	0	0	0	0	0	0	0	0	0
ENSG00000166145	SPINT1	20	43	24	13	0	0	314	285	265	214	207	235
ENSG00000166147	FBN1	116	254	156	114	78	75	25	23	19	22	14	13
ENSG00000166148	AVPR1A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166152	C16orf78	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166153	DEPDC4	85	197	215	168	92	129	75	71	79	62	58	45
ENSG00000166159	LRTM2	0	0	0	0	0	0	1	0	1	2	2	7
ENSG00000166160	OPN1MW2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166164	BRD7	1927	2579	2174	1552	1196	1456	2010	1843	1693	1655	1618	1649
ENSG00000166165	CKB	11	43	8	0	0	7	108	85	88	52	42	52
ENSG00000166166	TRMT61A	89	48	13	21	66	39	779	702	606	1046	1034	1012
ENSG00000166167	BTRC	3637	4437	4043	3097	2402	2265	667	527	516	417	430	401
ENSG00000166169	POLL	0	0	0	0	0	0	917	857	832	715	710	652
ENSG00000166170	BAG5	0	0	0	0	0	0	1345	1295	1183	1349	1168	1196
ENSG00000166171	DPCD	507	783	680	543	313	477	545	537	500	648	617	581
ENSG00000166173	LARP6	0	2	12	0	18	12	6	5	8	6	0	6
ENSG00000166181	API5	863	1056	1047	792	480	677	4840	4237	4005	4097	3743	3547
ENSG00000166183	ASPG	0	0	0	0	24	0	0	0	0	0	0	1
ENSG00000166188	ZNF319	35	11	51	27	16	10	257	256	195	235	197	206
ENSG00000166189	HPS6	105	62	85	19	37	49	1678	1513	1308	1680	1621	1592
ENSG00000166192	SENP8	286	205	261	93	48	108	113	108	89	80	81	76
ENSG00000166197	NOLC1	6334	6764	4671	4037	2458	3937	7496	6903	6159	11153	10523	10202
ENSG00000166199	ALKBH3	556	550	748	610	313	460	497	461	418	413	398	398
ENSG00000166200	COPS2	3156	3299	3110	2890	1934	1963	2153	1993	1769	1835	1716	1605
ENSG00000166206	GABRB3	13	1	12	23	1	33	4	2	3	1	2	0
ENSG00000166211	SPIC	0	0	0	21	0	0	0	0	0	0	0	0
ENSG00000166220	TBATA	0	28	8	24	24	0	0	0	0	0	0	0
ENSG00000166224	SGPL1	0	0	0	0	0	0	1757	1529	1433	1088	1035	1049
ENSG00000166225	FRS2	4642	5724	6030	5396	3469	3389	621	582	527	527	475	433
ENSG00000166226	CCT2	5345	4281	3890	3601	1824	3224	10449	9261	8508	12439	11558	11390
ENSG00000166228	PCBD1	0	0	0	0	0	0	615	548	560	637	584	562
ENSG00000166233	ARIH1	5623	7125	6425	5659	3583	3922	2655	2327	2200	2183	2103	1965
ENSG00000166246	DNAAF8	0	0	0	0	0	0	1	10	1	1	2	2
ENSG00000166250	CLMP	0	0	6	12	0	40	0	0	0	0	0	0
ENSG00000166257	SCN3B	0	24	50	16	0	0	2	5	0	3	5	4
ENSG00000166260	COX11	172	246	195	136	89	77	827	754	664	771	775	683
ENSG00000166261	ZNF202	839	947	651	667	379	462	400	377	360	525	470	450
ENSG00000166262	FAM227B	245	382	332	275	180	69	26	25	17	13	7	10
ENSG00000166263	STXBP4	2580	2663	2074	2029	1035	1381	156	137	138	140	120	116
ENSG00000166265	CYYR1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166266	CUL5	3831	4804	3651	3467	2129	2575	1228	1110	958	1097	908	921
ENSG00000166268	MYRFL	0	1	7	1	6	4	0	0	0	0	0	0
ENSG00000166272	WBP1L	3047	3474	3019	2641	1893	1970	2472	2398	2129	1761	1725	1638
ENSG00000166275	BORCS7	0	0	0	0	0	0	909	823	764	755	678	626
ENSG00000166278	C2	291	447	325	246	285	263	3	4	1	3	3	5
ENSG00000166289	PLEKHF1	27	12	69	11	10	6	88	100	78	59	60	64
ENSG00000166292	TMEM100	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000166295	ANAPC16	1791	2476	2255	1823	1196	1499	3467	3115	2827	2835	2712	2642
ENSG00000166311	SMPD1	12	49	52	61	35	0	123	104	93	65	87	72
ENSG00000166313	APBB1	1	0	8	2	0	2	0	0	1	1	1	1
ENSG00000166317	SYNPO2L	4	45	28	7	10	45	38	31	34	19	33	32
ENSG00000166321	NUDT13	1692	1720	1383	1465	880	972	76	84	83	63	58	46
ENSG00000166323	C11orf65	207	353	311	335	191	158	11	7	2	4	3	2
ENSG00000166326	TRIM44	6860	8303	6375	5119	3347	5008	3186	2901	2724	3010	2820	2723
ENSG00000166329	CCDC182	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166333	ILK	21	95	84	22	12	65	1665	1592	1478	978	987	966
ENSG00000166337	TAF10	0	0	0	0	0	0	2571	2339	2188	2216	2149	2107
ENSG00000166340	TPP1	130	148	142	258	202	45	5359	5066	4749	4913	4644	4473
ENSG00000166341	DCHS1	18	0	5	0	0	0	28	16	20	15	13	9
ENSG00000166342	NETO1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166343	MSS51	334	557	424	490	211	223	89	97	75	77	85	89
ENSG00000166347	CYB5A	0	0	0	0	0	15	0	0	0	0	0	0
ENSG00000166348	USP54	939	1353	845	768	484	655	532	542	468	446	385	401
ENSG00000166349	RAG1	3	6	45	20	1	7	5	2	5	0	3	0
ENSG00000166351	POTED	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166352	IFTAP	299	417	313	344	209	143	182	156	155	146	129	133
ENSG00000166359	WDR88	192	188	292	150	99	188	1	2	3	2	2	0
ENSG00000166363	OR10A5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166368	OR2D2	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000166377	ATP9B	4208	5424	4867	4079	2893	2792	647	628	527	461	371	399
ENSG00000166387	PPFIBP2	1311	1740	1310	1201	776	854	715	691	662	534	549	506
ENSG00000166391	MOGAT2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166394	CYB5R2	42	40	29	16	0	33	2	0	0	0	0	0
ENSG00000166396	SERPINB7	0	0	9	0	0	0	0	0	0	0	0	0
ENSG00000166398	GARRE1	118	314	174	164	132	113	106	102	82	74	58	62
ENSG00000166401	SERPINB8	1201	1296	1239	799	645	719	1349	1238	1139	983	883	883
ENSG00000166402	TUB	0	0	8	16	4	0	1	0	1	0	2	2
ENSG00000166405	RIC3	14	6	0	0	0	0	0	1	0	0	0	1
ENSG00000166407	LMO1	43	46	19	23	43	13	5	5	2	0	2	4
ENSG00000166411	IDH3A	1101	1196	1074	1014	659	732	2362	2064	1957	2670	2447	2424
ENSG00000166415	WDR72	5	16	9	0	1	4	0	0	0	0	0	0
ENSG00000166426	CRABP1	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000166428	PLD4	252	291	285	242	140	284	1817	1696	1572	1456	1387	1409
ENSG00000166432	ZMAT1	1041	1952	1268	1390	890	978	283	272	275	189	206	113
ENSG00000166435	XRRA1	1295	1603	1406	1387	1101	951	314	291	269	241	228	202
ENSG00000166436	TRIM66	2796	3268	4121	3081	2400	1595	517	543	482	366	435	321
ENSG00000166439	RNF169	1291	1113	1276	864	487	804	734	712	682	720	684	600
ENSG00000166441	RPL27A	9149	6962	8722	7233	5734	7035	62671	57047	53510	59008	55354	57324
ENSG00000166444	DENND2B	171	349	320	472	313	173	537	510	473	198	222	181
ENSG00000166446	CDYL2	110	135	40	75	38	68	23	46	33	27	25	27
ENSG00000166448	TMEM130	0	0	0	0	0	0	0	1	1	0	1	0
ENSG00000166450	PRTG	0	1	1	0	9	2	0	0	0	0	0	0
ENSG00000166451	CENPN	0	0	0	0	0	0	1389	1200	1101	1049	982	1002
ENSG00000166452	AKIP1	142	336	251	262	100	147	1499	1310	1221	958	954	877
ENSG00000166454	ATMIN	0	0	0	0	0	0	1132	1015	999	1027	945	942
ENSG00000166455	C16orf46	0	0	0	0	0	0	6	9	2	3	7	6
ENSG00000166471	TMEM41B	966	955	915	665	460	513	645	568	525	522	470	446
ENSG00000166473	PKD1L2	4	0	0	1	0	0	0	0	0	0	0	0
ENSG00000166477	LEO1	131	183	223	273	44	100	1681	1485	1379	1482	1501	1474
ENSG00000166478	ZNF143	917	968	1014	876	391	678	678	554	553	537	481	553
ENSG00000166479	TMX3	3752	3218	3329	2370	1886	2245	2611	2432	2290	2269	2078	1978
ENSG00000166482	MFAP4	713	1021	730	507	489	481	2435	2347	1976	662	708	663
ENSG00000166483	WEE1	998	1180	505	409	216	619	1163	1053	997	818	777	730
ENSG00000166484	MAPK7	43	122	27	11	69	70	420	441	379	258	287	246
ENSG00000166501	PRKCB	12933	17152	12618	10263	8031	8934	2706	2469	2215	2964	2827	2602
ENSG00000166503	HDGFL3	2	1	16	0	11	2	1	2	1	1	0	1
ENSG00000166507	NDST2	0	0	0	0	0	0	787	760	740	711	582	571
ENSG00000166508	MCM7	902	1216	1028	969	626	729	8777	8124	7473	8472	8068	7925
ENSG00000166509	CLEC3A	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166510	CCDC68	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000166523	CLEC4E	0	0	0	0	10	0	0	0	0	0	0	0
ENSG00000166526	ZNF3	1142	1147	868	842	645	848	791	753	654	826	822	738
ENSG00000166527	CLEC4D	1	0	0	0	12	9	0	0	0	0	0	0
ENSG00000166529	ZSCAN21	219	262	224	228	160	124	234	187	149	175	156	139
ENSG00000166532	RIMKLB	0	2	6	0	46	6	9	5	7	7	3	3
ENSG00000166535	A2ML1	3	0	10	11	14	1	0	0	0	0	0	0
ENSG00000166546	BEAN1	0	39	32	17	22	34	1	0	0	0	0	1
ENSG00000166548	TK2	289	195	272	207	156	217	1156	1016	930	732	740	625
ENSG00000166557	TMED3	4196	5471	3169	2598	1860	3098	2098	2032	1828	2214	2100	2024
ENSG00000166558	SLC38A8	0	0	1	1	0	19	0	0	0	0	1	0
ENSG00000166562	SEC11C	492	348	580	557	248	302	1191	1109	1017	975	876	852
ENSG00000166569	CPLX4	0	0	0	0	0	8	0	0	0	1	0	0
ENSG00000166573	GALR1	0	7	0	0	0	0	0	0	0	0	0	0
ENSG00000166575	TMEM135	3444	4169	4970	3758	2521	2607	446	396	361	368	337	344
ENSG00000166578	IQCD	226	221	180	191	164	101	68	61	52	37	36	32
ENSG00000166579	NDEL1	1281	1638	1183	974	652	1007	894	804	771	796	792	783
ENSG00000166582	CENPV	37	0	36	10	0	16	828	727	637	1101	1063	1084
ENSG00000166589	CDH16	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000166592	RRAD	0	0	0	0	0	9	25	24	14	4	9	8
ENSG00000166595	CIAO2B	88	74	48	140	75	46	1452	1359	1146	1290	1245	1254
ENSG00000166596	CFAP52	30	38	6	0	17	14	2	0	0	0	0	0
ENSG00000166598	HSP90B1	4533	4473	5072	4078	2247	3596	29710	27385	25163	22193	22097	20456
ENSG00000166603	MC4R	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166619	BLCAP	1615	2340	2128	1717	1172	1118	1563	1457	1269	1225	1246	1180
ENSG00000166634	SERPINB12	0	0	56	0	0	19	9	9	3	0	4	2
ENSG00000166664	CHRFAM7A	104	233	100	156	110	105	482	502	468	367	358	341
ENSG00000166669	ATF7IP2	5013	6204	5985	5358	3231	3326	529	478	514	454	489	422
ENSG00000166670	MMP10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166676	TVP23A	31	31	17	7	0	0	5	1	4	4	7	2
ENSG00000166681	BEX3	0	1	0	0	0	0	3	1	1	0	1	1
ENSG00000166682	TMPRSS5	28	127	79	41	38	82	5	8	3	4	5	2
ENSG00000166685	COG1	504	336	455	320	250	262	506	421	409	385	331	330
ENSG00000166689	PLEKHA7	17	82	26	23	17	22	2	9	6	3	3	0
ENSG00000166704	ZNF606	1	0	1	0	0	0	1	0	0	0	0	0
ENSG00000166707	ZCCHC18	0	0	0	0	0	0	3	2	4	8	5	3
ENSG00000166710	B2M	7115	6888	6871	6676	3583	4958	25942	23422	21875	21638	20570	19748
ENSG00000166716	ZNF592	2622	3500	3092	2416	1774	1783	2473	2289	2079	2069	2040	1802
ENSG00000166734	GOLM2	2640	3257	3282	2488	1841	2033	1766	1542	1385	1162	1132	1133
ENSG00000166736	HTR3A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166741	NNMT	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000166743	ACSM1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166747	AP1G1	3928	5233	4807	3682	2503	2855	3257	3052	2795	2751	2513	2438
ENSG00000166750	SLFN5	126	238	174	157	93	92	318	241	220	145	149	146
ENSG00000166762	CATSPER2	560	766	446	273	389	278	118	95	114	92	100	66
ENSG00000166780	BMERB1	56	41	62	147	55	56	1	3	1	2	2	1
ENSG00000166783	MARF1	767	1179	815	701	528	676	2426	2258	2166	1696	1616	1579
ENSG00000166788	SAAL1	951	841	859	495	336	647	561	510	486	476	503	416
ENSG00000166793	YPEL4	0	0	0	0	0	0	13	26	16	5	4	4
ENSG00000166794	PPIB	599	354	333	467	229	453	7606	6878	6476	6344	6166	6070
ENSG00000166796	LDHC	0	0	8	0	0	0	0	0	0	0	0	0
ENSG00000166797	CIAO2A	901	1176	790	590	442	562	2011	1743	1607	1735	1673	1666
ENSG00000166800	LDHAL6A	19	14	18	0	12	30	4	2	2	3	2	7
ENSG00000166801	FAM111A	1427	1600	1338	1075	704	786	2425	2232	2210	1376	1314	1144
ENSG00000166803	PCLAF	0	15	17	17	5	0	4760	4239	4220	2207	2372	2100
ENSG00000166813	KIF7	125	189	84	72	50	81	5	1	0	4	3	3
ENSG00000166816	LDHD	36	7	33	16	42	30	191	155	141	92	107	91
ENSG00000166819	PLIN1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000166821	PEX11A	10	0	23	0	0	0	46	36	34	24	33	24
ENSG00000166822	TMEM170A	0	0	0	0	0	0	730	693	606	649	573	574
ENSG00000166823	MESP1	0	0	0	0	0	0	39	33	26	29	29	31
ENSG00000166825	ANPEP	45	41	54	65	28	39	177	167	139	79	76	61
ENSG00000166828	SCNN1G	0	0	6	0	0	0	0	0	0	0	0	0
ENSG00000166831	RBPMS2	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000166833	NAV2	143	266	233	193	152	139	9	9	3	3	0	3
ENSG00000166839	ANKDD1A	353	733	625	372	371	301	6	7	12	6	4	8
ENSG00000166840	GLYATL1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000166845	C18orf54	558	560	698	465	360	399	383	320	318	178	164	140
ENSG00000166847	DCTN5	2131	2431	3046	2187	1645	1319	2816	2427	2352	2609	2401	2340
ENSG00000166848	TERF2IP	990	1325	1286	1002	597	766	2261	1939	1841	1928	1863	1854
ENSG00000166851	PLK1	517	681	145	94	84	312	4131	3683	3344	2018	1984	1861
ENSG00000166855	CLPX	1728	1783	1443	1278	857	1300	2132	1823	1702	1942	1797	1706
ENSG00000166856	GPR182	13	8	0	0	0	0	0	0	1	0	0	0
ENSG00000166860	ZBTB39	448	583	349	288	262	291	586	547	499	461	490	472
ENSG00000166862	CACNG2	43	29	40	25	10	5	0	1	0	0	0	0
ENSG00000166863	TAC3	50	11	15	0	19	7	0	0	0	2	0	0
ENSG00000166866	MYO1A	10	0	47	41	0	9	51	47	28	16	12	11
ENSG00000166869	CHP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166881	NEMP1	2720	3274	2084	1414	1051	2207	2742	2561	2369	1906	1779	1648
ENSG00000166884	OR4D6	0	0	16	0	0	0	0	0	0	0	0	0
ENSG00000166886	NAB2	140	54	81	75	72	140	580	526	431	385	396	373
ENSG00000166887	VPS39	2164	2858	2349	2199	1582	1391	2874	2517	2422	2128	2066	1958
ENSG00000166888	STAT6	2308	4027	2756	2102	1700	1726	7674	7252	6915	8463	8346	7592
ENSG00000166889	PATL1	882	1082	801	757	435	640	1506	1443	1262	1235	1245	1256
ENSG00000166896	ATP23	1218	1520	886	819	520	800	1081	996	914	921	859	791
ENSG00000166897	ELFN2	0	0	0	0	0	0	1	2	1	3	1	1
ENSG00000166900	STX3	944	1048	904	807	405	602	839	812	762	651	711	585
ENSG00000166902	MRPL16	395	563	391	490	297	287	1936	1594	1516	1549	1549	1535
ENSG00000166908	PIP4K2C	371	449	357	251	201	318	701	599	574	585	582	549
ENSG00000166912	MTMR10	1497	2091	1881	1470	979	1093	815	768	739	599	545	510
ENSG00000166913	YWHAB	5269	6029	4833	4007	2416	3300	10305	9561	8690	9908	9511	9238
ENSG00000166920	C15orf48	0	12	0	5	0	0	0	5	3	1	3	0
ENSG00000166922	SCG5	0	0	0	0	0	0	0	0	1	1	0	3
ENSG00000166923	GREM1	0	0	14	0	0	0	0	0	0	0	0	0
ENSG00000166924	NYAP1	0	1	0	0	0	3	2	3	1	0	1	1
ENSG00000166925	TSC22D4	297	414	308	190	271	215	1809	1735	1534	1398	1396	1326
ENSG00000166926	MS4A6E	144	61	120	135	110	60	0	1	1	0	0	0
ENSG00000166927	MS4A7	0	0	0	0	0	0	3830	3411	3106	1690	1481	1403
ENSG00000166928	MS4A14	1126	1252	1734	1192	737	931	287	286	281	183	198	149
ENSG00000166930	MS4A5	17	6	69	8	45	6	0	0	0	0	0	0
ENSG00000166938	DIS3L	817	807	586	563	337	661	981	912	797	1114	1002	1047
ENSG00000166946	CCNDBP1	0	0	0	0	0	0	1431	1241	1150	940	840	827
ENSG00000166947	EPB42	0	0	0	0	16	0	0	0	0	0	0	0
ENSG00000166948	TGM6	0	0	0	0	0	5	0	0	0	0	0	0
ENSG00000166949	SMAD3	2075	3162	3232	2161	1864	1572	291	283	256	308	360	305
ENSG00000166959	MS4A8	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000166960	CCDC178	0	1	19	0	19	10	0	0	0	0	0	0
ENSG00000166961	MS4A15	1	18	10	0	10	0	0	1	0	0	0	0
ENSG00000166963	MAP1A	20	48	46	65	39	76	19	17	13	6	5	10
ENSG00000166965	RCCD1	577	595	426	326	225	470	3276	2898	2787	2155	2181	1959
ENSG00000166971	AKTIP	204	147	251	139	115	142	121	133	110	103	80	63
ENSG00000166974	MAPRE2	1926	2168	2210	1784	956	1437	1612	1462	1343	1096	1056	986
ENSG00000166979	EVA1C	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166986	MARS1	2760	3089	2279	1443	1464	2017	5014	4624	4366	5107	4851	4678
ENSG00000166987	MBD6	382	568	339	257	363	202	2550	2429	2270	1753	1900	1490
ENSG00000166997	CNPY4	0	0	0	0	0	0	279	228	231	173	164	151
ENSG00000167004	PDIA3	4932	3707	3892	3628	2197	3038	12120	11179	10308	9849	9352	9244
ENSG00000167005	NUDT21	407	162	285	248	137	282	5451	4770	4342	4162	3642	3603
ENSG00000167011	NAT16	0	0	0	35	0	26	0	1	2	0	0	0
ENSG00000167014	TERB2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167034	NKX3-1	1	0	0	0	0	0	1	2	0	1	0	0
ENSG00000167037	SGSM1	17	3	0	0	10	0	0	0	1	0	0	0
ENSG00000167065	DUSP18	0	0	0	0	0	0	156	124	107	95	89	84
ENSG00000167074	TEF	113	197	130	134	52	54	187	183	164	304	267	285
ENSG00000167077	MEI1	86	88	52	96	46	45	36	49	31	11	12	13
ENSG00000167080	B4GALNT2	1	0	12	0	0	0	0	0	0	0	0	0
ENSG00000167081	PBX3	37111	42160	38566	30345	20877	25640	2039	1908	1630	1552	1510	1422
ENSG00000167083	GNGT2	0	0	1	0	0	0	1	1	4	0	0	0
ENSG00000167085	PHB1	0	0	0	0	0	0	6001	5453	5015	7841	8042	7810
ENSG00000167088	SNRPD1	1142	1363	1136	773	467	796	2991	2662	2437	3035	2825	2724
ENSG00000167094	TTC16	0	0	11	0	0	1	0	0	0	0	1	0
ENSG00000167098	SUN5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167100	SAMD14	1	0	16	20	2	0	4	5	4	3	8	2
ENSG00000167103	PIP5KL1	43	28	48	25	34	42	27	25	12	33	29	22
ENSG00000167104	BPIFB6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167105	TMEM92	11	1	41	19	20	24	21	20	13	7	1	7
ENSG00000167106	EEIG1	150	228	177	142	63	157	466	461	406	350	395	360
ENSG00000167107	ACSF2	415	409	412	352	343	308	446	379	397	332	372	363
ENSG00000167110	GOLGA2	498	276	462	422	318	179	1668	1619	1461	1306	1252	1185
ENSG00000167112	TRUB2	53	131	129	100	75	93	1497	1324	1233	1610	1574	1489
ENSG00000167113	COQ4	509	518	507	320	248	428	706	672	632	735	717	635
ENSG00000167114	SLC27A4	158	311	167	178	115	141	598	558	510	563	580	550
ENSG00000167117	ANKRD40CL	13	14	0	14	0	6	0	0	0	0	0	0
ENSG00000167118	URM1	411	581	286	263	225	232	1865	1727	1599	1866	1800	1714
ENSG00000167123	CERCAM	78	76	26	28	19	42	136	131	136	79	68	65
ENSG00000167130	DOLPP1	102	203	98	102	138	106	474	420	386	416	380	374
ENSG00000167131	CCDC103	8	0	26	0	0	0	28	27	22	14	16	14
ENSG00000167136	ENDOG	0	0	5	0	0	0	969	854	851	1118	1096	1064
ENSG00000167139	TBC1D21	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167157	PRRX2	0	4	7	7	0	5	0	0	0	0	0	0
ENSG00000167165	UGT1A6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167173	C15orf39	1387	2218	1436	1487	1178	887	4636	4370	3712	4129	3961	3822
ENSG00000167178	ISLR2	11	0	0	0	0	1	0	1	0	0	2	2
ENSG00000167182	SP2	20	134	39	30	17	0	704	616	535	423	381	413
ENSG00000167183	PRR15L	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167186	COQ7	132	217	212	180	48	138	661	651	575	486	450	464
ENSG00000167191	GPRC5B	0	0	0	0	12	8	2	2	1	4	5	1
ENSG00000167193	CRK	892	1078	759	774	677	583	877	863	794	928	821	804
ENSG00000167194	C16orf92	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167195	GOLGA6C	0	0	0	0	0	8	0	0	0	0	0	0
ENSG00000167196	FBXO22	2868	3421	4302	4096	2157	2057	3310	2990	2786	3031	2859	2540
ENSG00000167202	TBC1D2B	3012	3913	3167	2864	2243	2281	3777	3334	3157	2654	2571	2421
ENSG00000167207	NOD2	64	120	89	68	81	43	134	159	141	100	83	97
ENSG00000167208	SNX20	899	1108	1001	921	808	500	1378	1245	1143	957	925	930
ENSG00000167210	LOXHD1	199	301	269	165	206	218	55	54	52	23	22	17
ENSG00000167216	KATNAL2	1654	1811	1850	1540	1000	965	405	393	362	356	289	297
ENSG00000167220	HDHD2	14	9	22	10	10	0	1132	1100	949	980	946	762
ENSG00000167232	ZNF91	7	8	3	18	0	15	1	1	0	0	0	1
ENSG00000167244	IGF2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167257	RNF214	1215	1319	1169	1122	636	849	573	562	549	503	473	430
ENSG00000167258	CDK12	6168	7364	6141	4507	3902	4731	2812	2666	2406	2654	2521	2419
ENSG00000167261	DPEP2	0	0	0	0	0	0	59	63	52	44	38	35
ENSG00000167264	DUS2	503	816	497	450	262	462	418	363	337	401	402	353
ENSG00000167272	POP5	408	620	262	322	197	334	1892	1731	1602	1867	1747	1613
ENSG00000167280	ENGASE	153	163	117	130	145	94	1337	1224	1164	1496	1550	1190
ENSG00000167281	RBFOX3	42	25	52	9	36	21	1	0	2	0	3	1
