gene_id	gene_name	A	B	C	J_896	J_897	J_899	J_902	J_904	J_905	J_909	J_910	J_912
ENSMUSG00000103207.2	Gm9874	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103208.2	Gm37330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103209.2	Gm37331	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103210.2	Gm5852	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103211.2	Gm38288	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103213.2	Gm38289	1	3	0	0	0	1	1	1	0	0	2	0
ENSMUSG00000103214.2	Gm38286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103215.2	Gm38388	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103216.2	Gm37248	2	0	2	3	2	3	2	0	0	1	0	0
ENSMUSG00000103217.2	Gm38287	3	1	1	0	2	1	1	3	0	0	0	0
ENSMUSG00000103218.2	Gm7270	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103219.2	Gm37787	1	3	1	1	2	1	1	0	0	3	0	3
ENSMUSG00000103220.2	Gm37728	10	2	2	1	2	3	3	0	0	0	0	0
ENSMUSG00000103221.2	Sprr2c-ps	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103222.2	Gm37729	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000103223.2	Gm37730	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103224.2	Gm2077	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103225.2	Gm37731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103226.2	Gm37732	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103227.2	Gm37733	7	4	4	2	4	3	2	8	0	0	0	0
ENSMUSG00000103228.2	Gm37727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103230.2	Gm17970	7	1	3	0	2	0	0	2	5	4	1	0
ENSMUSG00000103231.2	Gm21907	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103232.2	Gm37160	0	0	3	0	0	1	0	0	0	0	0	0
ENSMUSG00000103233.2	Gm37159	3	2	2	3	0	2	2	3	1	1	0	0
ENSMUSG00000103234.2	Gm37158	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000103236.2	Gm37157	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103237.2	Gm18547	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103238.2	Gm36527	12	5	6	8	0	1	1	7	0	1	0	1
ENSMUSG00000103239.2	Gm37155	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103240.2	Gm37976	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103241.2	Gm38089	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103242.2	Gm34767	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103243.2	Lce1d	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103244.2	Gm38092	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103245.2	Pou5f1-rs3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103246.2	Gm38090	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103247.2	Gm38091	1	0	1	1	0	0	0	0	0	1	0	2
ENSMUSG00000103248.2	Gm38087	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103249.2	Gm38088	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103250.2	Gm32180	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103251.2	Gm37519	2	3	1	1	3	1	1	1	0	1	4	1
ENSMUSG00000103252.2	Gm37521	1	3	11	0	1	5	1	3	0	0	0	0
ENSMUSG00000103253.2	Gm37520	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000103254.2	Ighv1-15	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103255.2	Pcdhac1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103256.2	Gm37647	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103257.2	Gm7977	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103258.2	Gm37518	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103259.2	2610105M22Rik	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000103260.2	Gm8146	2	4.038	7	2	2	7	2.754	9.985	2	6.541	10.991	1.863
ENSMUSG00000103261.2	Gm36981	2	0	0	1	0	0	3	0	0	0	2	1
ENSMUSG00000103262.2	Ighv5-8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103263.2	Gm36982	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103264.2	Gm30341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103265.2	Gm2053	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103266.2	Gm36979	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103267.2	Gm36980	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103269.2	Gm36978	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103270.3	Gm37915	0	0	4	7	0	1	1	0	0	1	1	0
ENSMUSG00000103271.2	Ighv4-2	0	0	2	0	8	0	0	1	0	0	0	0
ENSMUSG00000103272.2	Gm37914	18	6	6	4	4	13	4	4	4	1	0	0
ENSMUSG00000103273.2	Gm37913	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000103274.2	Gm37918	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103275.2	Gm36983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103276.2	Gm37917	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103277.2	Gm37916	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103279.2	Gm3351	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103280.2	Gm37277	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103281.2	Gm37278	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103282.2	Gm37275	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103284.2	3110080O07Rik	2	0	2	0	0	0	1	1	0	0	0	0
ENSMUSG00000103285.2	Gm37274	5	16	14	15	9	12	8	6	7	13	10	4
ENSMUSG00000103286.2	Gm5850	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103287.2	1700034J04Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103288.2	Gm37273	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103289.2	Gm31256	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103290.2	Ighv1-23	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103291.2	Gm38235	1	3	7	3	4	0	2	2	0	0	3	0
ENSMUSG00000103292.2	Gm35048	4	4	7	9	11	5	0	7	3	4	2	2
ENSMUSG00000103293.2	Gm5842	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103294.2	Gm38233	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103295.2	Scp2-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103296.2	Gm38234	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103297.2	Ighv3-2	14	0	0	0	9	1	0	1	0	0	1	0
ENSMUSG00000103298.2	Gm38232	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103299.2	Gm38231	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103300.2	Ighv1-44	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103301.2	Gm37804	0	1	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000103302.2	Gm37803	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103303.2	Gm37802	3	3	5	6	5	5	1	6	1	1	2	3
ENSMUSG00000103304.2	Gm5979	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103305.2	Gm34068	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103306.2	Gm37801	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103307.2	Gm19335	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103308.6	Gm37800	1	2	4	2	5	2	0	0	4	7	2	1
ENSMUSG00000103309.2	BC037039	57	40	41	35	51	56	22	52	29	24	56	36
ENSMUSG00000103310.2	Pcdha12	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103311.2	Gm38229	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103312.2	Gm6677	1	1	1	0	0	3	1	0	0	1	0	0
ENSMUSG00000103313.2	Gm38357	36	17	16	4	4	24	11	10	6	11	0	4
ENSMUSG00000103314.2	Gm38358	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103315.2	Gm38341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103317.2	Gm38359	4	0	0	1	0	5	0	0	0	0	0	0
ENSMUSG00000103318.2	Gm38356	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103320.2	Gm37403	3	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103321.2	4933403L11Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103322.2	Gm37404	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103323.2	Gm21631	0	1	1	0	0	2	2	0	0	0	0	0
ENSMUSG00000103324.2	Gm37402	5	3	3	1	3	4	0	1	1	1	1	0
ENSMUSG00000103325.2	Gm10531	2	2	2	13	3	6	0	5	0	2	0	3
ENSMUSG00000103327.2	Gm36047	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103328.2	Gm37406	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103329.3	Gm42492	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103330.2	Gm35108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103331.2	Gm37995	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103332.2	Pcdhga2	26.55	23.189	30.5	5.092	8.793	12.468	1.456	6.941	23.007	17.656	5.041	19.465
ENSMUSG00000103333.2	Gm37994	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103334.2	Gm29771	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103336.2	Gm37993	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103338.2	Or10f1-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103339.2	Gm37996	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103340.2	Ighv1-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103341.2	1700051O22Rik	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000103343.2	Gm37052	6	5	8	3	3	1	4	2	0	0	0	0
ENSMUSG00000103345.2	Gm10723	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103346.2	C230057A21Rik	0	0	1	0	0	0	0	0	0	3	0	0
ENSMUSG00000103347.2	Gm37734	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103348.2	Gm37053	4	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000103349.2	Gm36888	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103350.3	Tdpoz6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103351.2	Gm6350	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103352.2	Gm38084	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103353.2	Gm37597	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103354.2	Gm38083	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103355.2	Gm2147	0	1.004	0	0	0	0	0	1	0	0	0	1.002
ENSMUSG00000103356.2	Gm37595	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103357.3	Gm7804	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000103358.2	Gm37593	4	0	0	5	0	0	0	1	0	0	2	0
ENSMUSG00000103360.2	Gm38156	0	0	0	1	1	1	2	1	0	0	0	0
ENSMUSG00000103361.2	Gm36928	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103362.2	Tdpoz2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103364.2	Gm38157	8	25	19	86	42	46	22	35	21	24	73	29
ENSMUSG00000103365.2	Gm36929	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103366.2	C630004L07Rik	0	4	0	0	0	2	0	0	2	0	0	0
ENSMUSG00000103367.2	Gm38158	0	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000103368.2	Gm36927	1	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000103369.2	Gm6546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103370.2	Gm37178	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103371.3	Gm35134	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103372.2	Gm37237	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103373.2	Gm37238	15	12	14	3	1	7	3	9	0	0	0	2
ENSMUSG00000103374.2	Gm37239	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103375.2	Gm37181	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103376.3	Gm37179	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103377.2	Gm37180	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103378.2	Gm37176	0	0	1	0	0	1	0	5	0	0	1	0
ENSMUSG00000103379.2	Gm37177	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103380.2	Gm37756	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103382.2	Gm37755	3	5	2	2	1	4	7	1	1	2	9	0
ENSMUSG00000103383.3	Gm37754	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000103384.2	Gm37753	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103385.2	Gm37752	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103386.2	Gm37751	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103387.2	1700030I03Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103388.2	Gm37581	14	16	10	3	5	16	10	19	8	7	5	6
ENSMUSG00000103389.2	Gm37757	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103390.2	Gm38301	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103391.2	Gm38302	3	0	4	0	0	3	0	0	0	0	0	0
ENSMUSG00000103392.2	Gm38303	1.048	2.062	1.038	0	3.263	4.483	2.287	2.168	0	1.041	0	0
ENSMUSG00000103393.2	Gm38304	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103394.2	Gm10152	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103395.2	Ighv1-27	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103396.2	Gm38305	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000103397.2	Gm38306	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103398.2	Gm38307	0	0	0	1	1	0	0	2	0	0	1	0
ENSMUSG00000103399.2	Gm29747	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103400.3	Gm15853	70	58	37	37	30	36	32	45	51	38	66	33
ENSMUSG00000103401.2	Gm37929	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103402.2	Gm37930	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103403.2	Gm37931	0	2	2	5	3	2	3	5	2	1	5	0
ENSMUSG00000103404.2	Gm37932	0	0	0	0	3	1	0	0	0	1	0	0
ENSMUSG00000103406.2	Gm5541	0	1	2	2	6	2	1	5	0	2	9	1
ENSMUSG00000103407.2	4930540E01Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103408.2	Gm37933	15	3	9	2	5	4	9	9	5	0	6	3
ENSMUSG00000103409.3	Lsmem2	357	265	145	235	361	353	164	231	163	141	114	322
ENSMUSG00000103410.2	Gm37341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103411.2	Gm18300	0	1	0	0	1	2	1	2	2	3	1	0
ENSMUSG00000103412.2	Gm37340	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103413.2	Gm38389	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103415.2	Gm37339	0	0	1	2	2	0	1	0	0	1	3	3
ENSMUSG00000103416.2	Gm37338	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103417.2	Gm33112	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103419.2	Gm29808	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103420.2	Gm37537	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000103421.2	Golt1a	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000103422.2	Gm37536	1	0	0	0	2	1	0	3	0	1	0	0
ENSMUSG00000103423.2	Gm5845	0	0	0	0	0	0	0	0	1	0	1	1
ENSMUSG00000103424.2	Gm37535	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103425.2	Gm37075	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103426.2	Gm37533	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103427.2	Gm37534	15	7	15	3	6	9	12	5	4	1	5	5
ENSMUSG00000103428.3	Gm20754	1	0	0	0	1	0	0	3	0	2	0	0
ENSMUSG00000103430.2	Gm36996	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103431.6	Gm30686	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103432.2	6720464F23Rik	6	3	7	5	3	12	2	3	2	0	0	0
ENSMUSG00000103433.2	Gm2272	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103434.2	Gm36993	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103435.2	Gm36992	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103436.2	Gm36995	102.118	100.869	156.367	123.977	160.565	126.427	109.115	105.993	83.742	100.409	119.782	118.695
ENSMUSG00000103437.2	Gm36994	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103438.2	Gm36991	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103439.2	Gm7019	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103440.2	Gm37131	1	0	0	0	0	2	0	2	2	0	0	0
ENSMUSG00000103441.3	7530428D23Rik	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000103442.6	Pcdha1	0	0	8.958	0	0	16.204	19	18.2	0	0	0	0
ENSMUSG00000103443.2	Gm37132	0	0	0	0	0	1	1	1	1	0	0	0
ENSMUSG00000103444.2	Gm17836	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103445.2	Gm36948	0	1	0	0	0	1	0	0	0	1	1	1
ENSMUSG00000103446.2	Gm38203	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103448.2	Gm37133	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103449.2	Gm37134	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000103451.2	Gm33973	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000103452.2	1700008A23Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103454.2	Gm34303	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103456.2	Gm38097	0	0	0	0	0	0	1	1	0	0	2	0
ENSMUSG00000103457.2	Gm37042	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000103458.2	Pcdha4b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103459.2	Gm38096	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103460.2	Gm18491	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103461.2	Gm37616	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103462.6	Gm32181	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103463.2	1700063I16Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103464.2	Gm38246	0	1	1	0	0	0	0	1	0	0	3	1
ENSMUSG00000103465.2	Gm37617	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103466.2	Gm37247	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103467.2	Gm38245	2	1	3	1	4	1	0	1	0	0	0	1
ENSMUSG00000103468.2	Gm21440	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103469.2	Gm9910	12	7	5	3	11	13	8	7	5	1	15	8
ENSMUSG00000103470.2	Gm38184	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103471.2	Gm17966	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103472.2	Pcdhga7	30.835	47.999	46.168	8	18.972	24.74	22.257	24.08	11.908	25.463	14	12.405
ENSMUSG00000103473.2	Gm37696	45	40	24	12	17	31	28	19	21	30	45	16
ENSMUSG00000103474.2	Gm37252	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103475.2	Gm37697	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103476.2	Strit1	0	5	0	2	3	26	41	1	5	0	0	1
ENSMUSG00000103477.2	5930409G06Rik	0	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000103478.2	4930433J02Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103479.2	Gm37698	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103481.2	1700016D08Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103482.2	Gm37999	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103483.2	Gm20162	0	0	2	3	1	0	0	0	0	0	0	0
ENSMUSG00000103484.2	Gm38000	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103485.2	Gm38001	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000103486.2	Gm10657	1	0	0	2	0	0	4	1	1	1	3	0
ENSMUSG00000103487.2	Gm30858	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103488.2	Gm37997	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103489.2	Gm37998	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103491.2	Gm10730	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103492.2	Gm37412	17	13	20	6	18	26	5	23	17	8	6	9
ENSMUSG00000103493.2	Gm37411	6	1	3	0	0	1	1	3	0	5	0	0
ENSMUSG00000103494.2	Gm37410	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103495.2	Gm37409	4	2	2	0	0	2	0	1	0	0	0	0
ENSMUSG00000103497.2	Gm37407	0	1	0	0	1	2	1	0	0	0	0	0
ENSMUSG00000103498.2	Gm18984	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103499.7	Gm6558	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103500.2	Gm38373	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103501.2	Gm7412	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103502.2	9330121J05Rik	0	2	2	1	6	2	2	0	2	0	6	2
ENSMUSG00000103503.2	1700023G09Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103504.2	Gm38390	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103505.2	Gm38374	7	4	6	1	0	5	2	2	0	0	1	5
ENSMUSG00000103506.2	Gm38376	1	0	1	0	0	0	0	3	0	2	0	0
ENSMUSG00000103507.2	Gm38375	8	6	8	1	1	5	2	3	7	8	8	2
ENSMUSG00000103509.2	Gm38372	75	26	44	14	4	27	23	16	12	14	1	3
ENSMUSG00000103510.2	Gm30725	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103511.2	Gm5285	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103512.2	Gm37430	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103513.2	Gm34780	1	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000103514.2	Gm37433	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103516.2	Gm37431	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103517.2	Gm37432	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103518.2	Gm37428	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103519.2	Gm37429	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103520.2	1110025M09Rik	61	81	78	75	64	70	80	76	54	72	136	44
ENSMUSG00000103521.2	Gm29730	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103522.2	9430087J23Rik	1	1	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000103523.2	2210017I01Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103524.2	Gm37263	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103525.2	Gm37262	1	1	2	0	0	2	0	0	0	1	0	0
ENSMUSG00000103526.2	Gm18900	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103527.2	Gm37261	0	1	0	0	1	0	0	0	1	0	2	0
ENSMUSG00000103528.3	Gm31571	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103529.2	A730089K16Rik	0	0	0	0	0	0	0	2	4	0	1	0
ENSMUSG00000103530.2	Gm37839	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103531.2	2610300A13Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103532.2	Gm4430	17	18	18	27	16	22	19	21	16	19	17	19
ENSMUSG00000103533.2	Gm18493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103534.2	Gm37835	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103535.2	Gm37836	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103536.2	Gm37837	1	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103537.2	Gm37838	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103538.4	Or2q2-ps1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103539.2	Gm37834	0	0	0	1	0	0	0	0	0	0	2	0
ENSMUSG00000103540.2	Gm37668	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103541.2	Gm37667	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103542.2	Gm34768	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103543.2	Gm37669	0	0	2	2	0	0	1	0	1	0	0	0
ENSMUSG00000103544.4	Gm10048	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000103545.2	1700012J22Rik	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000103546.2	Gm37666	3	0	2	0	1	2	1	2	1	0	2	1
