gene_id	gene_name	A	B	C	J_896	J_897	J_899	J_902	J_904	J_905	J_909	J_910	J_912
ENSMUSG00000074111.5	Mrgpra9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074113.5	Gm10629	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074115.6	Saa1	10	11	10	35	13	6	6	14	25	22	6	11
ENSMUSG00000074121.4	Ntf5	91	82	78	134	137	168	65	107	113	58	63	113
ENSMUSG00000074123.2	Prr23a4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074127.7	Cmtm2a	8.632	7	8.929	16	27	12	15	21.934	14	14	11	14
ENSMUSG00000074128.5	Gm10631	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074129.15	Rpl13a	27668.836	27233.534	22167.684	29595.368	41091.454	33166.754	23866.922	28839.103	24926.613	32031.957	41149.971	26727.92
ENSMUSG00000074136.10	4930513N10Rik	9	17	6	10	5	7	9	16	13	4	13	5
ENSMUSG00000074139.9	Plscr1l1	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000074141.14	Il4i1	126	91	78.001	60	94.999	84	52	97.999	92	173.001	101	62
ENSMUSG00000074146.10	4930579C12Rik	5	1	0	0	0	2	2	5.956	2	1	3	0
ENSMUSG00000074149.10	Gm10634	3	0	5	2	0	1	0	2	0	0	0	4
ENSMUSG00000074151.15	Nlrc5	550	801	465	352.001	246	642	400	402	424	898.001	455	236
ENSMUSG00000074155.3	Klk5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074156.7	Ces1h	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074158.10	Zfp976	90.43	59.699	100.836	40.126	78.533	82.903	57.62	77.449	60.944	65.205	51.13	46.001
ENSMUSG00000074164.14	Vmn2r-ps54	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074165.11	Zfp788	787.001	625.999	686.001	547	784.999	830.999	522	689	548	621	555.999	567
ENSMUSG00000074166.8	AW146154	368.106	279.637	305.349	142.628	249.523	305.211	195.911	231.253	235.54	226.4	186.36	252.211
ENSMUSG00000074170.6	Plekhf1	530	586	1024	619	878	895	325	747	833	519	846	805
ENSMUSG00000074171.3	Gm6658	61	36	42	47	39	50	44	51	27	38	42	19
ENSMUSG00000074178.4	Gm10638	19	14	25	44	24	37	32	40	43	20	33	39
ENSMUSG00000074179.12	Gsta5	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000074182.9	Znhit6	753	642.999	722	596	905	925.001	529	715.001	514.999	602	586	479.001
ENSMUSG00000074183.4	Gsta1	5.857	14.76	6.589	15.398	9	5	10	0	4.181	23.523	0	5
ENSMUSG00000074184.6	Smt3h2-ps2	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074194.5	Zfp791	222	103	156	71	112	117	116	130	139	171	157	72
ENSMUSG00000074195.4	Clca4b	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000074196.12	Clca4c-ps	0	1	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000074199.8	Krtdap	1	3	1	8	0	6	0	2	1	2	0	0
ENSMUSG00000074203.5	G430095P16Rik	32	29	15	26	45	26	32	22	26	20	36	33
ENSMUSG00000074206.8	Adh6b	3	7	5	0	5	3	3	0	0	3	0	1
ENSMUSG00000074207.11	Adh1	532	627	714	977	1249.001	1092	640	971	1540	780	959	1361
ENSMUSG00000074211.5	Sdhaf1	429	499	387	478	681	544	327	428	482	522	663	512
ENSMUSG00000074212.8	Dnajb14	4099.001	3033.001	3931.001	2032.001	2447	3574	3223	3258.001	2609.001	3160.001	3130	2040
ENSMUSG00000074213.4	Gm10642	22	10	9	12	10	12	9	19	18	26	32	19
ENSMUSG00000074215.3	Gm10643	37	24	42	23	41	28	22	35	34	35	48	35
ENSMUSG00000074217.9	Misp3	37	48	18	64	46	41	16	34	25	22	51	33
ENSMUSG00000074218.4	Cox7a1	1687	2096	1609	3827	7438	5832	3593	4151	2397	1042	1400	4064
ENSMUSG00000074219.4	Gm10644	13	9	13	11	16	12	21	13	12	6	16	19
ENSMUSG00000074220.11	Zfp382	200	140	155	36	36	76	59	81	62	82	37	27
ENSMUSG00000074221.13	Zfp568	1130	866	694.999	403	455	665	522	527	608	876	398	511
ENSMUSG00000074224.5	Wdr87-ps	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074227.13	Spint2	109	105	96	152	174	141	73	141	104	109	172	96
ENSMUSG00000074228.4	Gm10645	5	7	2	6	3	2	5	2	3	12	14	3
ENSMUSG00000074232.4	Gm10647	0	4	1	0	0	2	1	2	0	0	0	0
ENSMUSG00000074235.5	Gm10649	0	4	0	0	0	2	4	0	1	1	0	4
ENSMUSG00000074236.4	Gm9387	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000074237.4	Gm10650	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074238.7	Ap1ar	1510	1365	1528.001	811.999	1342	1386.999	967	1361	1188	1561	1123	1212.001
ENSMUSG00000074240.6	Cib3	2	0	0	0	1	0	1	0	0	1	0	0
ENSMUSG00000074243.5	Josd1-ps	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074247.11	Dda1	983.001	875	790.001	678	919.001	870	583.001	822	973	1164.999	1147.001	869
ENSMUSG00000074248.9	4930432M17Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074250.13	Gm10653	0	0	0	0	3.773	1.13	0	0	0	0	0	0
ENSMUSG00000074252.3	Gm10654	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074254.5	Cyp2a4	0	1	0	4	0	1	0	0	4	0	0	0
ENSMUSG00000074256.4	Gm10655	0	2	0	5	1	2	0	0	1	2	2	0
ENSMUSG00000074259.11	Gramd2a	8	5	8	2	16	14	8	11	8	12	19	4
ENSMUSG00000074261.4	Erich4	1	0	0	0	0	0	3	0	2	2	0	4
ENSMUSG00000074264.13	Amy1	454.505	565.878	726.682	638.488	890.931	831.926	2725.105	961.251	746.501	623.721	550.073	827.554
ENSMUSG00000074268.5	Amy2a5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074269.11	Rec114	9	8	10	7	8	16	5	9	8	19	3	7
ENSMUSG00000074272.11	Ceacam1	683.51	535.634	429.99	202.999	201.377	400.744	446.786	265.391	402.588	449.252	259.985	299.633
ENSMUSG00000074274.9	D930028M14Rik	0	2	0	1	1	1	0	0	0	4	2	0
ENSMUSG00000074277.5	Phldb3	68	49	70	34	51	41	33	34	80	77	84	57
ENSMUSG00000074280.7	Gm6166	1292.123	1585.058	1713.159	1512.415	2795.945	2533.485	2312.211	3518.952	724.718	1207.345	1202.702	834.203
ENSMUSG00000074281.4	Gm12522	5	5	6	2	3	3	9	5	4	3	5	1
ENSMUSG00000074282.11	Zfp94	86	75	84.999	62	80.001	87	50	63.001	44	68	68	54.999
ENSMUSG00000074283.6	Zfp109	61	39	41	11	17	35	27	35	51	46	13	23
ENSMUSG00000074284.8	Gm10658	22	12	13	4	3	21	16	9	25	18	4	7
ENSMUSG00000074291.4	Vmn1r168	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074292.5	Gm10660	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074300.5	Smim31	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074305.10	Peak1	3187	2536	2647	981	1242	1824	1526	1936	2092	2945	1656	1194
ENSMUSG00000074311.4	Vmn1r139	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074322.6	Vmn1r132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074336.6	Apoc4	4	3	18	9	12	6	6	4	9	3	11	3
ENSMUSG00000074340.10	Ovgp1	55.695	71.671	67.308	152.634	93	93.69	56.292	61.296	76.724	58	58.961	87
ENSMUSG00000074342.5	I830077J02Rik	249	226	177	38	85	118	109	95	104	235	139	49
ENSMUSG00000074343.4	Gldnos	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074344.8	Tmigd3	1	2	0	0	6	2	4	2	4	0	5	2
ENSMUSG00000074345.5	Tnfaip8l3	111	67	124	46	98	139	64	131	111	79	158	58
ENSMUSG00000074346.7	Kcnd3os	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074354.12	Arhgap20os	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074355.3	Gm10676	45	28	25	17	27	25	27	17	21	40	33	18
ENSMUSG00000074357.4	AA386476	8	14	3	7	3	6	8	6	11	5	6	3
ENSMUSG00000074358.10	Ccdc61	207	182	151	135.999	209.001	189	134.999	183	178	253.999	250.999	170
ENSMUSG00000074359.3	Psg23	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074361.12	C5ar2	27	40	55	9	22	31	19	32	28	39	27	25
ENSMUSG00000074364.7	Ehd2	4364	3283	3375	2538	3663	4490	4297	3775	3420	3565	2895	2408
ENSMUSG00000074365.14	Crxos	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074366.10	Obox5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074369.13	Obox2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074373.7	Gm10680	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074375.4	Sult2a3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074377.13	Sult2a4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074378.6	Bsph1	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000074384.5	AI429214	210	164	161	136	126	175	167	144	122	179	201	107
ENSMUSG00000074385.4	Gm10684	0	0	2	0	3	5	0	0	0	0	0	5
ENSMUSG00000074388.5	Gm5544	3	5	0	1	2	1	1	4	4	1	6	2
ENSMUSG00000074397.6	Foxr1	6	2	2	0	2	3	2	0	3	1	2	0
ENSMUSG00000074398.7	Gm15441	27	28	39	31.999	42	36	21	35.001	29	25	20	23
ENSMUSG00000074403.3	H3c13	0	3.179	1.038	1.036	0	1.013	0	4.214	2	5.176	4.307	0
ENSMUSG00000074404.7	Gm1698	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074405.9	Zfp865	464	507.999	415.001	368	404.483	380	279.931	362	421	538.001	459	322.999
ENSMUSG00000074406.6	Zfp628	234	229	168	121	199	207	117	173	222	257	200	154
ENSMUSG00000074412.5	Gm10689	0	1.146	1.001	6.542	2.977	0	0	1.008	0	3.001	0	0
ENSMUSG00000074415.17	Mir100hg	1085.94	914.723	1161.541	587.999	714	1084.811	478	914.23	604.187	812	827.001	393.002
ENSMUSG00000074417.10	Pira12	2078.66	1337.578	1204.288	276.051	364.997	663.638	754.537	729.741	1453.903	1290.886	510.119	411.915
ENSMUSG00000074418.5	Pira2-ps2	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000074419.13	Pira13	67.822	48.389	42.311	21.29	38.61	38.244	53.368	48.098	43.183	26.476	19.903	23.659
ENSMUSG00000074420.7	Gm10693	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074424.4	Spopfm2	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000074433.5	Lce3e	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074434.5	Defa28	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074435.11	Smcp	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074436.3	Defa-ps18	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074437.6	Defa29	2	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000074439.5	Defa5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074440.4	Defa3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074441.4	Defa40	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074442.5	Defa31	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074443.2	Defa22	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074444.5	Defa30	0	1	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000074445.5	Sprr2a3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074446.4	Defa23	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074447.3	Defa21	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074448.3	Pate9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074449.4	Potefam3a	4	0	0	0	0	2	2	0	0	0	0	0
ENSMUSG00000074452.14	Pate2	0	1	6	1	1	1	1	1	2	3	1	3
ENSMUSG00000074454.4	Defb33	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074457.11	S100a16	2999.999	3014	2340.001	2866	4041.999	3405	1661.999	2724	2627.001	3028.001	3505	2562
ENSMUSG00000074461.4	Gm10699	3	13	6	0	7	5	7	3	8	2	4	2
ENSMUSG00000074465.3	Gm10701	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074466.14	Gm15417	283.001	330.891	367.714	574.965	883.972	618.938	304.98	502.999	338.936	271	431.967	495
ENSMUSG00000074469.7	Gm15348	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074472.11	Zfp872	0	1	5	0	2	1	14	7	4	3	2	0
ENSMUSG00000074476.7	Spc24	142	278	91	63	82	83	117.999	64.001	139	349.001	220	78
ENSMUSG00000074479.4	Rtraf-ps	797.535	638.639	706.308	487.656	647.655	794.611	552.349	597.372	646.141	655.682	628.541	656.479
ENSMUSG00000074480.5	Mex3a	139	165	152	48	54	116	69	71	97	166	78	41
ENSMUSG00000074482.6	Gm16589	3.012	3.005	4.007	2	1	0	0	2.002	1.001	2.001	4.008	2
ENSMUSG00000074483.3	Bglap	1	1	1	0	0	42.728	14.396	1	2	0	0	0
ENSMUSG00000074485.2	Gm7381	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074486.3	Bglap2	0	0	0	1	0	19.272	2.51	0	0	1	0	0
ENSMUSG00000074489.10	Bglap3	0	5	1	0	0	0	3.094	1	0	4	0	0
ENSMUSG00000074491.11	Clec4g	1	0	6	3	5	4	2	3	2	4	2	4
ENSMUSG00000074500.12	Zfp558	34	19	25	11	16	19	25	10	10	14	15	7
ENSMUSG00000074501.7	Gm5612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074502.5	Ubtfl1	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000074505.7	Fat3	168	158.999	115	58	94	142.001	75	160	143	150	133	109.001
ENSMUSG00000074506.5	Gm10705	2.394	0	1.322	2.197	1.159	7.813	5.618	5.711	3.421	5.687	3.45	3.511
ENSMUSG00000074507.7	Gm14340	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074508.5	Gm10706	3	0	1	1	2	2	1	0	0	0	0	0
ENSMUSG00000074513.10	Arfip1	3000.071	2775.823	2901.136	1592.834	2512.019	2829	2307.332	2460.001	2046.82	2957.951	2444.886	1870.614
ENSMUSG00000074516.7	Gm10709	0	0	0	7.259	7.544	1.818	3	2.66	4.001	1.634	1	2
ENSMUSG00000074517.3	Gm10710	8	10	27	5	23	5	2	12	17	5	12	6
ENSMUSG00000074519.12	Zfp971	364.18	233.556	285	69.368	157	227.944	178	144.858	150.208	208	102	169
ENSMUSG00000074521.11	Zfp1003	689.642	527.34	780.402	343.959	446.933	592.411	311.973	468.253	467.448	622.983	443.978	728
ENSMUSG00000074527.12	Gm14296	376.207	330.173	600.874	536.595	558.164	217.766	134.689	362.561	157.293	738.902	727.228	113.02
ENSMUSG00000074529.12	Zfp972	20	21	12	8	5	12	12	12	12	36	14	6
ENSMUSG00000074547.5	Rps8-ps4	5.523	6.162	9.041	11.818	13.75	13.085	13.195	10.746	6.959	9.963	10.4	7.034
ENSMUSG00000074553.5	Eif1-ps1	3.114	2	0	5.048	12.671	6.106	2.039	4.941	0	3	4	0
ENSMUSG00000074555.6	Gm10714	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000074569.5	Gcnt7	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000074570.15	Cass4	253	248.001	133	54	125	144	140.999	174.001	252	438	157	133
ENSMUSG00000074575.5	Kcng1	7	2	1	6	12	6	6	3	2	2	0	4
ENSMUSG00000074576.5	Mocs3	148	150	110	95	159	127	111	153	142	152	158	91
ENSMUSG00000074577.10	Ripor3	94	161	125.001	120	123	104	58	124	154	156	186.999	140
ENSMUSG00000074578.16	Zfas1	1097.999	1184	900	1122.001	1351.001	1187	1117.001	1003	759.001	1538.999	1389	1056.999
ENSMUSG00000074579.15	Lekr1	134	136	146.001	84.001	98	177	138	162	122	150.999	127	68
ENSMUSG00000074580.13	4931440P22Rik	0	2.886	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074582.11	Arfgef2	1854	1498	1496	749	961	1347	1239	1209	1365	1769	1019	1128
ENSMUSG00000074589.6	4930449A18Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074591.9	Ankub1	2	1	0	0	0	2	3	3	0	0	1	0
ENSMUSG00000074593.13	Spint5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074594.10	Wfdc9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074595.10	Wfdc6a	0	0	0	2	2	0	0	0	0	0	0	0
ENSMUSG00000074596.4	Spint3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074603.4	Gm10729	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074604.10	Mgst2	38	43	39	40	27	33	99.001	19	78	35	57	31
ENSMUSG00000074607.12	Tox2	9	15	18	14	33	24	12	6	9	6	19	12
ENSMUSG00000074619.6	Fundc2b	0	2	2	4	0	4	3	9	2	1	0	1
ENSMUSG00000074620.7	Gm10731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074622.5	Mafb	4828	5541	8195	4177	4806	6151	4365	6473	8104	7588	6593	5885
ENSMUSG00000074623.5	Gm826	7	14	15	5	19	19	13	11	12	13	9	29
ENSMUSG00000074625.12	Arhgap40	0	3	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000074627.12	Mroh8	3	1	3	0	3	1	2	1	2	1	0	1
ENSMUSG00000074628.10	Tldc2	0	0	0	0	0	0	0	0	1	0	3	0
ENSMUSG00000074629.4	4930518I15Rik	24	20	27	8	4	11	6	13	14	16	0	3
ENSMUSG00000074634.13	Tmem267	199	157	189	142.999	240	270	139	225.999	223	159	156.001	205.999
ENSMUSG00000074635.4	3110070M22Rik	5	5	3	0	5	2	2	7	2	2	2	2
ENSMUSG00000074637.8	Sox2	0	2	2	2	11	5	4	6	0	0	1	2
ENSMUSG00000074639.7	Rdh16f2	1	1	1	0	2	3	0	0	0	0	1	0
ENSMUSG00000074643.13	Cpne1	1862.734	2019.366	1972.657	1175.077	1524.126	1885.308	1458.574	1523.367	1845.136	2115.67	1651.041	1181.48
ENSMUSG00000074646.12	6430550D23Rik	17	24	18	18	18	17	15	26	17	17	24	5
ENSMUSG00000074647.5	Fam83c	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074649.7	Mmp24os1	1227	1161	1106	1091	1493	1337	950	1365	1131	1297	1713	1376
ENSMUSG00000074650.3	Gm10735	3	6	2	3	7	7	1	6	5	4	1	0
ENSMUSG00000074651.4	Mcidas	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074652.4	Myh7b	26	10	2	12	9	22	23	21	9	6	0	25
ENSMUSG00000074653.12	Lrrc31	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074655.2	Gm1527	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074656.14	Eif2s2	11874.71	9257.93	9202.039	7120.813	10711.03	10794.127	6586.808	7998.908	7546.09	7747.934	6697.912	7715.943
ENSMUSG00000074657.6	Kif5a	36	38	38	63	42	61	28	45	51	37	26	37
ENSMUSG00000074664.4	A830092H15Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074665.12	Bpifb4	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000074671.7	Tspyl3	248	194	225	111	158	205	131	173	151	265	250	147
ENSMUSG00000074673.16	Ttll9	0	1	0	0	0	0	0	0	2	0	2	1
ENSMUSG00000074676.3	Foxs1	105	155	87	86	137	99	52	77	89	181	177	61
ENSMUSG00000074677.12	Sirpb1c	1518.783	1292.024	1542.72	598.113	543.63	961.042	1387.481	665.919	890.336	1370.871	1091.323	778.358
ENSMUSG00000074678.2	Defb25	0	0	0	0	5	5	3	0	0	1	5	0
ENSMUSG00000074679.4	Defb28	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000074680.2	Defb26	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074681.3	Defb23	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074682.5	Zcchc3	145	85	91	63	92	121	79	106	70	133	128	61
ENSMUSG00000074695.4	Il22	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000074698.11	Csnk2a1	7575.382	6645.533	6933.182	5474.976	7187.79	8221.804	5879.21	6925.302	5730.713	6306.339	5436.418	5987.102
ENSMUSG00000074704.10	Rad21l	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074715.4	Ccl28	1	2	6	0	1	5	11	2	1	5	2	1
ENSMUSG00000074731.4	Zfp345	0	0	5	0	3	0	0	1	1	1	6	0
ENSMUSG00000074733.15	Zfp950	603.999	562	653	498.089	568.999	800	395	608.999	544	573	439	354
ENSMUSG00000074734.6	Taf7l2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074736.11	Syndig1	53	46	48	33	77	33	9	60	32	40	55	33
ENSMUSG00000074737.3	C530025M09Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074738.3	Fndc10	109	94	119	105	166	119	65	177	135	129	255	132
ENSMUSG00000074739.3	Gm10750	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074743.5	Thbd	2298	2058	1961	2558	3007	2971	1544	2753	2384	2945	1835	2056
ENSMUSG00000074746.4	Pdzd8	1451	1207	1408	535	719	1109	984	968	973	1070	807	680
ENSMUSG00000074748.4	Atxn7l3b	3659	3240	3941	1728	2733	3509	2592	3245	3055	3473	2782	2186
ENSMUSG00000074749.11	Kiz	1167	760	847	666	888.999	1045.999	811	896	838	560	733	785
ENSMUSG00000074753.6	Gm14092	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074754.5	Smim26	585	623	630	991	1747	1401	751	1037	590	521	695	928
ENSMUSG00000074758.11	Gm5535	29	36	46	19	22	27	22	33	11	44	16	10
ENSMUSG00000074763.6	Macrod2os2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074764.12	Sel1l2	3	0	1	0	1	1	0	5	0	0	0	5
ENSMUSG00000074766.11	Ism1	209	255	298	347	549	597	126	421	327	354	689	261
ENSMUSG00000074768.7	Bhmt	14	14	7	3	47	16	4	1	0	1	2	0
ENSMUSG00000074771.11	Ankef1	25	113	191	106	72	166	1504.001	403.001	314	192	160	27
ENSMUSG00000074776.5	Gm10754	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000074780.4	Anapc15-ps	1	0	0	0	0	0	0	5	0	0	0	0
ENSMUSG00000074781.6	Ube2n	4978.575	5086.825	4718.494	3776.386	5504.674	5829.127	3567.98	4722.727	4338.957	5184.788	4341.001	3877.785
ENSMUSG00000074782.4	4833422C13Rik	184.001	248	284.999	128	140	232	166	215	235.001	213	206	147
ENSMUSG00000074783.11	AU019990	0	1	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000074785.6	Plxnc1	2298	1796	1499.999	681	928	1223	1404	1297	1241	2234	1042	759
ENSMUSG00000074793.11	Hspa12b	336	379	321	585	620	636	365	470	312	325	300	368
ENSMUSG00000074794.11	Arrdc3	4243	3306	4771	2711	3281	4043	3263	3691.001	3344.999	3734	3271	3869
ENSMUSG00000074796.11	Slc4a11	27	14	11	20	18	17	16	6	27	22	9	6
ENSMUSG00000074797.12	Itpa	1210.175	1178	1154.621	841.951	1333.001	1294.999	972	1120	1090.875	1261.915	999	892
ENSMUSG00000074800.5	Gm4149	22.533	18.568	26.968	42.979	72.797	43.164	34.931	52.876	12.177	21.96	29.585	24.427
ENSMUSG00000074802.12	Gas2l3	2180	1829	1956	679	896	1404	1437	1434	1350	1988	1427	936
ENSMUSG00000074804.4	AU015228	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074805.6	Il1bos	1	0	0	0	2	1	2	3	0	2	3	0
ENSMUSG00000074807.4	Gm10762	320	286	270	293	484	447	244	333	225	217	334	301
ENSMUSG00000074811.4	Hps6	240	242	201	110	180	158	149	208	251	215	187	124
ENSMUSG00000074812.14	Spdye4c	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074813.16	Morrbid	549	607.999	652.997	443.998	568	661	345.001	651	397.001	596.001	500	360.999
ENSMUSG00000074817.3	Papolb	1	13	19	0	7	6	3	4	1	13	0	0
ENSMUSG00000074818.14	Pdzd7	107	147.999	114	187.001	228	183.001	28	108	30	44	118	83.999
ENSMUSG00000074824.4	Rslcan18	21.869	17.766	15.972	23.433	14.057	14.046	4.248	15.534	25.78	21.702	0	10.251
ENSMUSG00000074825.5	Itpripl1	908	926	1062	481	633	747	591	806	841	1014	856	577
ENSMUSG00000074826.11	Ramacl	27	29	33.834	31.351	35	44.411	50	40.854	18	20	28.984	9
ENSMUSG00000074829.11	2010315B03Rik	726	565.201	659.999	340	450	653	625	593	429.001	525.696	573	318
ENSMUSG00000074830.6	Zfp640	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074832.12	Zfp998	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074837.4	Gm10770	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074841.3	Cbx3-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074846.4	Gm10774	0	0	0	0.903	0	0	0	0	0	0	0	0
ENSMUSG00000074847.3	Gm10775	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074849.3	Spata31d1c	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074852.5	Hpse2	0	2	2	0	0	0	0	1	1	0	2	0
ENSMUSG00000074862.12	BC025920	91	96	61	38	60	83	72	66	73	63	37	58
ENSMUSG00000074863.6	Platr25	445.971	418	357	253	284	385	308	349	275	440.731	366	219
ENSMUSG00000074865.13	Zfp934	188.423	149.356	157.206	120.975	124.65	136	144	177	130.615	177	187	134
ENSMUSG00000074867.5	Zfp808	90.606	79.645	92.794	37.506	48.351	71	60	55	62.694	87	48	47
ENSMUSG00000074868.3	Gm6478	0	0	0	0	0	0	0	0	0	1.001	0	0
ENSMUSG00000074870.5	Cts3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074871.4	Ctsm	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074872.4	Ctxn2	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000074874.11	Ctla2b	545.961	588.334	383.498	299.249	383.986	512.539	239.355	352.572	532.981	836.569	487.179	383.071
ENSMUSG00000074877.4	Gm10780	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074881.5	Mageb3	0	0	1	0	1	0	0	0	0	2	0	0
ENSMUSG00000074882.4	Cyp2c68	3	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000074884.13	Serf2	15174.435	14095.867	13516.397	15090.356	19940.084	19486.47	11941.408	16525.145	12764.731	13735.296	15025.524	13936.305
