name	taxonomy_id	taxonomy_lvl	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_k2s8_bracken.bracken.tsv_frac
Nocardioides lacus	3036374	S	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	26	0.00001
Nocardioides campestrisoli	2736757	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	24	0.00001	15	0.00000	14	0.00001	21	0.00001
Nocardioides pantholopis	2483798	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromicrobium yanjiei	2662028	S	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	12	0.00000
Microlunatus sagamiharensis	546874	S	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000	0	0.00000	20	0.00001	22	0.00000	0	0.00000	23	0.00001
Kribbella sp. NBC_00709	2975972	S	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	14	0.00001
Amycolatopsis sp. AA4	1896961	S	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Amycolatopsis mediterranei	33910	S	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudonocardia alni	33907	S	0	0.00000	0	0.00000	0	0.00000	61	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	46	0.00002
Saccharopolyspora gloriosae	455344	S	0	0.00000	0	0.00000	0	0.00000	108	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	74	0.00003
Saccharopolyspora sp. SCSIO 74807	3118084	S	0	0.00000	0	0.00000	0	0.00000	52	0.00001	22	0.00001	0	0.00000	63	0.00002	0	0.00000	0	0.00000	59	0.00002
Actinomycetospora sp. CA-084318	3239892	S	0	0.00000	0	0.00000	0	0.00000	26	0.00001	19	0.00001	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000
Saccharothrix sp. 6-C	2781735	S	0	0.00000	0	0.00000	0	0.00000	37	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Saccharothrix hoggarensis	913853	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptosporangium sp. NBC_01639	2975948	S	0	0.00000	0	0.00000	0	0.00000	47	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nonomuraea sp. CA-143628	3239997	S	0	0.00000	0	0.00000	0	0.00000	18	0.00000	43	0.00001	0	0.00000	25	0.00001	0	0.00000	79	0.00005	13	0.00000
Nonomuraea sp. CA-141351	3239996	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000	15	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Spirillospora sp. NBC_01491	2976007	S	0	0.00000	0	0.00000	0	0.00000	30	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geodermatophilus sp. DSM 44513	1528104	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rubrobacter marinus	2653852	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	16	0.00001
Egicoccus halophilus	1670830	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Altericista sp. CCNU0014	3082949	S	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	13	0.00000	14	0.00000	0	0.00000	25	0.00001	0	0.00000
Nostoc sp. TCL26-01	2576904	S	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Planktothrix tepida	1678309	S	0	0.00000	0	0.00000	0	0.00000	27	0.00001	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000
Allocoleopsis franciscana	2886352	S	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	27	0.00001	19	0.00000	0	0.00000	22	0.00001
Tepidiforma bonchosmolovskayae	2601677	S	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	18	0.00001
Deinococcus yunweiensis	367282	S	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001
Deinococcus radiopugnans	57497	S	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001
Thermus oshimai	56957	S	0	0.00000	0	0.00000	0	0.00000	17	0.00000	40	0.00001	0	0.00000	0	0.00000	18	0.00000	41	0.00002	0	0.00000
Meiothermus ruber	277	S	0	0.00000	0	0.00000	0	0.00000	42	0.00001	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	23	0.00001
Haloferax larsenii	302484	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halosimplex litoreum	1198301	S	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Haloarcula sp. KBTZ06	3402682	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halapricum salinum	1457250	S	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haloglomus halophilum	2962672	S	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000
Methanogenium organophilum	2199	S	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000
Thermococcus guaymasensis	110164	S	0	0.00000	0	0.00000	0	0.00000	51	0.00001	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000
Brigitvirus brigit	2734096	S	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Coraliomargarita sp. W4R53	3473458	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	57	0.00001	0	0.00000	0	0.00000	18	0.00001	0	0.00000
Methylacidimicrobium sp. AP8	2730359	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000
Gimesia maris	122	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Isosphaera pallida	128	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	55	0.00002	0	0.00000	10	0.00000	0	0.00000	44	0.00003	0	0.00000
Rosistilla carotiformis	2528017	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sedimentisphaera cyanobacteriorum	1940790	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	12	0.00000	0	0.00000	13	0.00001	0	0.00000
Anaerohalosphaera lusitana	1936003	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	13	0.00001	14	0.00001
Spirosoma sp. KCTC 42546	2520506	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	14	0.00000	13	0.00001	15	0.00001
Fulvivirga ligni	2904246	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Ekhidna algicida	3395267	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Aureibacter tunicatorum	866807	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	13	0.00000	12	0.00000	0	0.00000	0	0.00000
Cardinium endosymbiont of Sogatella furcifera	650378	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium azooxidireducens	1871076	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	11	0.00000
Capnocytophaga haemolytica	45243	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	55	0.00001	0	0.00000	0	0.00000	13	0.00001	0	0.00000
Leeuwenhoekiella sp. LLG6367-2.1	3160833	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tenacibaculum soleae	447689	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001
Gilvibacter sp.	2729997	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000
Mucilaginibacter sp. 21P	2778902	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pedobacter sp.	1411316	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000	33	0.00001	0	0.00000	0	0.00000	21	0.00001
Sphingobacterium psychroaquaticum	561061	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Solitalea lacus	2911172	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	22	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000
Aureispira anguillae	2864201	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterobacter cloacae complex sp.	2027919	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterobacter soli	885040	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	19	0.00001	0	0.00000	0	0.00000	16	0.00001
Escherichia marmotae	1499973	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000	15	0.00000	15	0.00001	19	0.00001
Citrobacter werkmanii	67827	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00001	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000
Kosakonia oryzae	497725	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	27	0.00002	0	0.00000
Cedecea lapagei	158823	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kluyvera sichuanensis	2725494	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	34	0.00002	0	0.00000
Mangrovibacter phragmitis	1691903	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	14	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000
Pantoea allii	574096	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000
Serratia liquefaciens	614	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	59	0.00002	0	0.00000	0	0.00000	0	0.00000	86	0.00005	0	0.00000
Serratia grimesii	82995	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000
Chania multitudinisentens	1639108	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Proteus hauseri	183417	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	51	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. OIL-1	2706126	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. MH9.2	3048629	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	14	0.00001
Pseudomonas mucidolens	46679	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00001	16	0.00000	0	0.00000	0	0.00000	53	0.00003	0	0.00000
Pseudomonas veronii	76761	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	74	0.00002	0	0.00000	0	0.00000	0	0.00000	179	0.00010	0	0.00000
Pseudomonas koreensis	198620	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	42	0.00002	0	0.00000
Pseudomonas synxantha	47883	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	30	0.00002	0	0.00000
Pseudomonas syringae group genomosp. 7	251699	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas asplenii	53407	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00001	0	0.00000	16	0.00000	0	0.00000	43	0.00002	0	0.00000
Pseudomonas xantholysinigenes	2745490	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000
Pseudomonas kielensis	2762577	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas prosekii	1148509	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halopseudomonas xinjiangensis	487184	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000
Stutzerimonas kunmingensis	1211807	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	77	0.00003	0	0.00000	0	0.00000	0	0.00000	124	0.00007	0	0.00000
Stutzerimonas nitrititolerans	2482751	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	16	0.00000	0	0.00000	23	0.00001	31	0.00001
Stenotrophomonas sp. 57	3051119	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001	17	0.00000	0	0.00000	0	0.00000	77	0.00004	0	0.00000
Pseudoxanthomonas sp.	1871049	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Xanthomonas oryzae	347	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000	0	0.00000	36	0.00002	0	0.00000
Xanthomonas sacchari	56458	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000
Xanthomonas cassavae	56450	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Xanthomonas vasicola	56459	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lysobacter capsici	435897	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	18	0.00000	0	0.00000	0	0.00000	29	0.00002	20	0.00001
Arenimonas daejeonensis	370777	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	17	0.00000	0	0.00000	31	0.00002	0	0.00000
Luteibacter aegosomatis	2911537	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000
Rhodanobacter sp. Col0626	3415679	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001
Nitrincola salilacus	3400273	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000
Marinospirillum sp.	2183934	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000
Saccharospirillum mangrovi	2161747	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Shewanella sp. NFH-SH190041	2950245	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000
Aeromonas sp. DSM 116730	3115851	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00001	0	0.00000	76	0.00002	0	0.00000	0	0.00000	0	0.00000
Aeromonas popoffii	70856	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Aeromonas jandaei	650	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001
Ectothiorhodospira haloalkaliphila	421628	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001
Thiorhodovibrio frisius	631362	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000
Sedimenticola thiotaurini	1543721	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000
Methylomonas sp. BW4-1	3376685	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methylomonas sp. LL1	2785785	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	11	0.00000
Vibrio nigripulchritudo	28173	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Photobacterium sp. TY1-4	2899122	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	75	0.00002	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000
Microbulbifer celer	435905	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spongiibacter nanhainus	2794344	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000
Hydrogenovibrio thermophilus	265883	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000
Woeseia oceani	1548547	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	50	0.00003	0	0.00000
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001	13	0.00000
Candidatus Foliamicus sp.	3101301	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium sp. CIAT894	2020312	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	62	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium cremeum	2813827	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000
Ensifer sp. R-19	3404055	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hoeflea sp. Naph1	3388653	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	60	0.00001	0	0.00000	0	0.00000	22	0.00001	0	0.00000
Bradyrhizobium sp. LLZ17	3239388	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	203	0.00007	0	0.00000	0	0.00000	0	0.00000	234	0.00013	0	0.00000
Bradyrhizobium sp. ORS 285	115808	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium sp. STM 3557	578920	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bradyrhizobium icense	1274631	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mesorhizobium australicum	536018	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	35	0.00002	0	0.00000
Nitratireductor mangrovi	2599600	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000
Methylobacterium tardum	374432	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000
Microvirga lotononidis	864069	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	20	0.00001	0	0.00000
Devosia neptuniae	191302	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	15	0.00000	13	0.00000	0	0.00000	0	0.00000
Aureimonas sp. AU20	1349819	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chenggangzhangella methanolivorans	1437009	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tabrizicola sp.	2005166	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	16	0.00000	0	0.00000	12	0.00001	0	0.00000
Pseudoroseicyclus sp. CXY001	3242492	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jannaschia ovalis	3038773	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salipiger abyssi	1250539	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aliiphycobium algicola	3092120	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodobacter xanthinilyticus	1850250	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	23	0.00001	0	0.00000	0	0.00000	44	0.00002
Sphingomonas morindae	1541170	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	15	0.00001
Novosphingobium sp. Gsoil 351	2675225	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Stakelama tenebrarum	2711215	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis granuli	267128	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	88	0.00003	0	0.00000	0	0.00000	0	0.00000	70	0.00004	0	0.00000
Erythrobacter sp. Alg231-14	1922225	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Croceibacterium aestuarii	3064139	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001	15	0.00001
Allosphingosinicella humi	2068657	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gluconobacter frateurii	38308	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
