gene_id,gene_name,pi5_1,pi5_2,pi5_3,pi5_4,NC_1,NC_2,NC_3,NC_4,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<0.05 & |log2FC|>=0.585)
LOC100619140,LOC100619140,357,427.94,354,574,658.61,515,514.35,404.647,470.1307322448404,0.0018511260626930953,0.021215485263568833,0.5936909802077993,NA,NS
LOC100619146,LOC100619146,391,366,327,352,579.854,434.03,399.039,367,395.9432647225085,0.0020694845507212953,0.019321140798317645,0.629872863408318,NA,NS
LOC100619158,LOC100619158,53,33,41,44,68,50,57,51,48.82343632213743,-6.466212990584178e-4,0.022184728507238932,0.7710162046236291,NA,NS
LOC100619204,LOC100619204,88,123,123,117,175.029,142,108,89.028,119.7054169722459,0.00294499089339294,0.02274941499636081,0.29009260433257633,NA,NS
LOC100619211,LOC100619211,2042,1927,1706,1830,2866.249,2264,2269,1866,2068.2086498836907,0.004467879725207113,0.01744536969312529,0.364336879727674,NA,NS
LOC100619226,LOC100619226,18,19,20,24,62,11,14,11,21.121637422129453,5.238512259703608e-4,0.022723132201866083,0.6569350057478675,NA,NS
LOC100619235,LOC100619235,182,162.021,166.004,176,250.407,181,199,198,187.9570447260142,0.0020409085349587627,0.02115287137601423,0.5680414218273668,NA,NS
LOC100619242,LOC100619242,739,665,619,738,975,854,823,674,753.3389182409705,0.005204465308976316,0.020999003118208084,0.2965292222203734,NA,NS
LOC100619253,LOC100619253,369,426,412,397,602,483,599,419,458.3454695786743,-0.0015026061613152117,0.020321029286405633,0.6954062960364709,NA,NS
LOC100619254,LOC100619254,2105,1854,1635,1877,2995,2312,2343,1821,2080.2695016477073,5.665652560953585e-4,0.01415982295008735,0.8933011717266035,NA,NS
LOC100619267,LOC100619267,23,18,24,16,32,32,25,15,22.702537538395667,-1.0698980893130444e-5,0.022541938388837602,0.9944595384724978,NA,NS
LOC100619273,LOC100619273,1034,934,833,1003,1438,1193,1136,962,1052.324205011362,0.002274628131828953,0.017110870378749445,0.618539436473763,NA,NS
LOC100619274,LOC100619274,347,303.45,313.438,279.41,483.952,367.894,394.639,336.417,348.4715554914595,-2.0929092520896545e-4,0.019259575202560154,0.9589012527011196,NA,NS
LOC100619290,LOC100619290,99.122,85,102,117,155,131.093,135.046,90.206,112.59478577795544,2.0461358453717878e-4,0.021469927328084757,0.9442485521482571,NA,NS
LOC100619292,LOC100619292,290,280,241,239,425,324,401,291,305.764279148708,-0.004720838373525201,0.022486255542610252,0.2644584175814716,NA,NS
LOC100619304,LOC100619304,1306,1148,1056,1219,1830,1545,1576,1288,1349.9273926483713,-0.005521584042039849,0.019954163227892275,0.29046252340991013,NA,NS
LOC100619321,LOC100619321,249,217,253,245,364,296,250,231,260.62328262852515,0.004028513394420223,0.022133708241193824,0.3130414326615899,NA,NS
LOC100619360,LOC100619360,777,669,694,681,1287.607,941.54,838.123,687.532,803.1044473087162,-0.003084106073174895,0.019442579600401178,0.4962919113162235,NA,NS
LOC100619367,LOC100619367,33,27,20,29,100,20,21,35,33.216797396612364,-0.0010097783067365162,0.02273751263797385,0.46455632012729303,NA,NS
LOC100619370,LOC100619370,427,389,398,397,605.372,431.004,622.942,519,468.67690889379935,-0.0036185304919244283,0.021867510427682937,0.353971574463247,NA,NS
LOC100619372,LOC100619372,7.537,10,13,20,12,3,14,6,11.01143187029214,0.001787656852720347,0.02312375159548473,0.07638196552880457,NA,NS
LOC100619377,LOC100619377,330,286,250,316,459,408,360,341,338.5723599073458,-0.0031192644703649016,0.020769702737713034,0.45509636726099567,NA,NS
LOC100619397,LOC100619397,419,406.999,385,446,636,440,473.999,351.001,439.2400591614178,0.010736349728916668,0.028165047975339415,0.06049800920893936,NA,NS
LOC100619418,LOC100619418,1261,1093,1041,1211,1784,1180,1223,1014,1209.9366438231739,0.03962113914364602,0.04605037366891054,0.0027617754286283665,NA,NS
LOC100619424,LOC100619424,672,594,587,553,1060,721,753,643,683.9162505158888,-0.0030552950553097958,0.018983688296269743,0.5065008165800946,NA,NS
LOC100619430,LOC100619430,24,23,17,19,46,34,23,32,26.408740365112767,-0.001980388445309018,0.022946504813086178,0.24037645990566675,NA,NS
LOC100619433,LOC100619433,1255,999,1205,1195,1928,1397.99,1470,1080,1293.2112788743423,0.0014007157971120704,0.018234566864753374,0.7488852941099975,NA,NS
LOC100619446,LOC100619446,38,33,21,23,53,41,30,37,33.645456224084896,-9.878335910306804e-4,0.02250818716811429,0.5908628327164398,NA,NS
LOC100619449,LOC100619449,180,156.049,184,165,282.043,258,234.058,216,206.125633439014,-0.006327813104238848,0.024771595791623538,0.11500974227238182,NA,NS
LOC100619491,LOC100619491,758,651,681,705,1111,884,897,700,785.7663180491899,-8.624622571169958e-4,0.017101949404747702,0.8453249691201719,NA,NS
LOC100619527,LOC100619527,147,115,150,136,271.166,173,176,142,159.511045486278,-0.002719062428844761,0.02195671399231172,0.41668350465122145,NA,NS
LOC100619529,LOC100619529,443,479,433,494,747,574,584,412,512.4087695647269,0.0016079493972478308,0.019477639729172394,0.6988684574154852,NA,NS
LOC100619544,LOC100619544,23.564,31.576,21.455,22.575,39.191,31.537,31.744,21.67,27.693814257321726,1.8929479076488793e-4,0.022450505813451684,0.9128839808063834,NA,NS
LOC100619582,LOC100619582,203,212,166,200.076,310,223,239,181,213.34681278003512,0.002246542254687452,0.020908209477810948,0.5523846434700541,NA,NS
LOC100619597,LOC100619597,788,747,707,724,1097,940,943.999,793,833.0595070133692,-3.9625044982193616e-4,0.017258407092015024,0.9280977078030128,NA,NS
LOC100619603,LOC100619603,1492.105,1396,1289.806,1319.506,1998.589,1646.077,1724.478,1382.522,1514.6718629304428,0.004061080369040365,0.018276973187455678,0.4061460310646513,NA,NS
LOC100619611,LOC100619611,384,350.577,323.756,294.492,556.447,420.816,481.606,308.53,382.2660527078958,-0.0013008163539288762,0.01988956675022422,0.742999396413899,NA,NS
LOC100619627,LOC100619627,348,365,352,345,494,503,494,383,406.68897616115936,-0.0027231547768701695,0.020962032504202758,0.48902381511415133,NA,NS
LOC100619637,LOC100619637,8,4,3,20,21,21,10,6,11.018901176805064,-5.838406685893019e-4,0.022811392055925164,0.5243658295180043,NA,NS
LOC100619649,LOC100619649,33.338,31.635,14.984,11.02,59.856,25.047,15.628,38.602,27.72667234412992,-9.354671714813745e-4,0.022739641296899083,0.48240235147124333,NA,NS
LOC100619691,LOC100619691,69,69,58,47,103,61,68,47,64.00910137968299,0.0020005802553560185,0.022488216583223405,0.40831452376391053,NA,NS
LOC100619728,LOC100619728,71,69,62,60,130,101,82,46,75.09411069607,-9.441703296552589e-4,0.022106580511640214,0.693967990480568,NA,NS
LOC100619736,LOC100619736,6,4,8,13,13,11,11,3,8.417693046968084,1.4695683607211297e-4,0.0227706607148914,0.873816199217017,NA,NS
LOC100619760,LOC100619760,807,791.959,817.253,874.832,1212,973.538,1134.68,871.835,926.1114930479519,-2.440379279497068e-4,0.01842984924620417,0.9542353569408765,NA,NS
LOC100619802,LOC100619802,251,195,187.826,197.168,292,234,242,206,223.31413972640894,0.004218841730730022,0.02222519552667959,0.29847517311362187,NA,NS
LOC100619814,LOC100619814,68.689,31.163,43.264,67.592,120.638,39.207,85.815,84.507,65.41645107515015,-0.002127688280337606,0.022918049632521073,0.25678709911328335,NA,NS
LOC100619815,LOC100619815,1188,1135.999,1061,1194,1678,1418,1438,1082,1259.4055641596217,0.0041117256745438835,0.019112342631649893,0.39845312693714574,NA,NS
LOC100619883,LOC100619883,76,102,84,89,143,114.18,88.066,65,93.76404231627299,0.0021430582786971376,0.022366648929087216,0.41860071344002503,NA,NS
LOC100619893,LOC100619893,1179,1156.73,990.331,1249,1702.695,1273,1570,1219.797,1277.1158602004384,4.2985614841038213e-4,0.01790705321437595,0.9210198458063504,NA,NS
LOC100619937,LOC100619937,206,136,156,185,383.996,173,246,172,199.43834428197914,-0.002873967519229126,0.022360461303337617,0.3558999276067087,NA,NS
LOC100619965,LOC100619965,621,543,559,541,981,730,773,628,658.6743864222065,-0.009612460944372266,0.02572093769428675,0.10955403875047737,NA,NS
LOC100619972,LOC100619972,503,473,444,424.997,735,588,528,433,508.17540728428946,0.0024565911042341566,0.019374957679082892,0.5744993680117036,NA,NS
LOC100619978,LOC100619978,1352.465,1177.999,1169.311,1212,1939.98,1397,1546.001,1303,1367.4972062640468,0.0011162801305582358,0.01563195532318978,0.8000172435281802,NA,NS
LOC100619984,LOC100619984,158,127,114,162,232,160,186,145,157.35434356881186,-4.990071152016332e-4,0.020896498263496828,0.8821517791758149,NA,NS
LOC100619999,LOC100619999,109,114,124,112,192,153,143,128,132.47716113361014,-0.0016305168974831304,0.0214940885924501,0.610780247962022,NA,NS
LOC100620004,LOC100620004,21,23,11,14,34,27,27,18,21.115750981419083,-0.0012090458622755972,0.022735441619661442,0.42336389821318093,NA,NS
LOC100620011,LOC100620011,12.009,29,21.002,17,32,22.028,21,26,22.466071511261028,5.938692900287388e-6,0.022583265141812258,0.9967320779447855,NA,NS
LOC100620028,LOC100620028,189,176,223,159,254,218,273,184,208.29562498875822,7.064797971115942e-4,0.021265489642093443,0.8220321499213167,NA,NS
LOC100620029,LOC100620029,412,364,395,346,624,485,458,396,428.19686614644746,-9.773140268865522e-4,0.019076809844932496,0.8144924540276078,NA,NS
LOC100620040,LOC100620040,39,22,25,20,25,45,24,35,29.47778016815671,3.795053966114564e-5,0.02254544624509536,0.9802580633579013,NA,NS
LOC103091894,LOC103091894,13,8,11,15,25,16,16,12,14.007763110293103,-5.999471063054854e-4,0.022701599806210043,0.6360605320243136,NA,NS
LOC103091897,LOC103091897,272,157,175,170,428,219,239,197,223.2286060917485,-0.0025040909454873833,0.022072233137505188,0.42500414922781926,NA,NS
LOC103091946,LOC103091946,115,82,71,86,149,126,121,110,105.08562894297029,-0.003655779267862161,0.022988148805379804,0.23988579984734607,NA,NS
LOC103091968,LOC103091968,17,14,15,11,20,17,23,13,16.028277445090836,-4.8873594362454644e-5,0.02262687725928085,0.9710612820967491,NA,NS
LOC103092046,LOC103092046,23,31,33,35,64,36,46,33,36.654819654930314,-0.0012916794211814207,0.02255900474538971,0.4961282258070532,NA,NS
LOC103092149,LOC103092149,13,20,15,20,22,25,22,16,19.036567175961085,8.920036140133773e-5,0.02259183418404031,0.9503510067257142,NA,NS
LOC103092175,LOC103092175,388,244,288,283.104,497.57,355,346,333,335.64658541191636,-2.329698306532349e-4,0.0199986134304267,0.9512013031548718,NA,NS
LOC103092202,LOC103092202,12,15,20,19,18,23,19,14,17.639092901172454,6.551113865812794e-4,0.02267421498800799,0.6299013586859907,NA,NS
LOC103092231,LOC103092231,17,18,19,14,90,30,34,14,26.583232423791387,-0.0030303870158045177,0.02367983049349432,0.02678911202725355,NA,NS
LOC103092301,LOC103092301,736,716,680,797,1124,850,949,704,808.6600025088677,0.002715452231089113,0.01881919928772684,0.5495966629366771,NA,NS
LOC103092309,LOC103092309,158,117,111,128,215,156,139,138,142.51113903579156,2.7851031190030917e-4,0.02097770816297767,0.9326855019470984,NA,NS
LOC103092334,LOC103092334,91,73,66,60,73,76,103,56,74.68024872020264,0.0028320819837641376,0.02297378254040312,0.24226511134310785,NA,NS
LOC103092346,LOC103092346,30,16,34,27,34,45,21,23,28.67633489934722,6.764478611805383e-4,0.02259324542633804,0.6629449288977274,NA,NS
LOC103092424,LOC103092424,1285,1042,992,1259.49,1674,1408.84,1563.673,1179,1282.5549902889793,-6.777783284554185e-4,0.017618450995050917,0.8769472241107039,NA,NS
LOC103092432,LOC103092432,175.269,153.045,172.173,187,230,220,248,203.132,197.232104857195,-0.0015149360586362715,0.02124804762678602,0.6501326870322754,NA,NS
LOC103092433,LOC103092433,272.086,266,230,238,418.061,309,298,243,279.2088095445588,8.079657893130043e-4,0.01968839758760671,0.8385968436665675,NA,NS
LOC103092442,LOC103092442,7,12,11,9,20,26,17,7,13.144403056748486,-0.0011748392667369659,0.02287190448701781,0.30001554820618426,NA,NS
LOC103092468,LOC103092468,19,29,19,14,19,18,10,13,18.01946654796359,0.002829984701389197,0.023547639154461317,0.03992872931816922,NA,NS
LOC103092470,LOC103092470,166.195,145.881,143.004,121.348,223.047,172.414,232.719,136.633,164.61686303838607,-0.0014008005257770547,0.021416418529404284,0.660278410154623,NA,NS
LOC103092471,LOC103092471,15,15,13,18,17,16,19,15,16.037931910683778,7.152393117354291e-4,0.022683542390820367,0.5993136266607324,NA,NS
LOC103092475,LOC103092475,158,125,129,144,235,170,177,135,155.89821268103103,-4.132367603173802e-4,0.020739551511111703,0.9047452587526097,NA,NS
LOC103092481,LOC103092481,84,60,81,73,112,122,90,96,88.71911109094283,-0.0023604080986744597,0.02249037232146025,0.37289772187459713,NA,NS
LOC103092495,LOC103092495,154,170,101,141,214,200,199,162,164.88415593105086,-0.002782716180618905,0.022115491420039095,0.3935874476823131,NA,NS
LOC103092505,LOC103092505,95,110,103,126,201,155,142,109,127.20670604674876,-0.0025141529217721868,0.022123286974904087,0.41755197969143903,NA,NS
LOC103092524,LOC103092524,20,19,18.437,18,23.847,17.299,26,21.214,20.330125509816565,4.7077840762161716e-4,0.022583309076737376,0.7553386809906474,NA,NS
LOC103092531,LOC103092531,1782,1645,1515,1466,2353,1939,2039,1858,1806.0237918972016,-0.0013285507375863708,0.017396049260098325,0.765038333789774,NA,NS
LOC103092535,LOC103092535,1192,1050,1058.07,1082,1699.657,1320,1318,1158,1218.8288328204628,0.0015405372055817708,0.01602631149165733,0.7297251029249419,NA,NS
LOC103092547,LOC103092547,866.449,889.271,827.921,922.493,1309.924,1162,1096.312,900.478,985.1955044781971,-2.731074356758838e-4,0.017767168686390184,0.9498954709629829,NA,NS
LOC103092570,LOC103092570,13,14,9,13,86,16,10,19,19.839634523376173,-0.002055436249423385,0.02322614811674564,0.053706365976021186,NA,NS
LOC103092574,LOC103092574,1135,990,988,923,1516.999,1156.001,1362.001,1115,1134.4446160816917,-7.365254096303873e-4,0.017606952361141348,0.8665134759931303,NA,NS
LOC103092583,LOC103092583,1719,1633,1462,1678,2706.999,2159,2116,1707,1862.257868388027,-0.008590197872459623,0.02266562243816393,0.15775624120040901,NA,NS
LOC103092598,LOC103092598,26,21,25,16,27,21,28,29,24.194835089445576,3.438661350475119e-4,0.022542240299227828,0.8267300168172169,NA,NS
LOC103092606,LOC103092606,18,20,18,28,25,20,23,20,21.58206098397593,0.0012796318460182715,0.02274178182527718,0.4069216913162566,NA,NS
LOC103092610,LOC103092610,202,166,167,132,273,164,185,160,178.3213138701429,0.0033093381229830922,0.02227073202980011,0.33926407948197085,NA,NS
LOC103092677,LOC103092677,60.16,88.927,53.859,97.326,94.323,116.841,94.04,88.938,86.43681966483675,-7.209355301219315e-4,0.022154967668258748,0.7516762690170548,NA,NS
LOC103092678,LOC103092678,16,5,14,13.017,14,18,9,16,13.164058323498612,1.6257442937610652e-4,0.02270904334126332,0.8858207094343057,NA,NS
LOC103092701,LOC103092701,268.896,318.834,280.921,280.81,455.913,291.831,327.842,279,309.88634682917973,0.004782133603711323,0.022746730995016763,0.2467976921942924,NA,NS
LOC103092717,LOC103092717,65,93,69,96,146,109,109,73,92.91351612464297,-0.0010027423211512382,0.021928335279924435,0.7016872462284094,NA,NS
LOC103092736,LOC103092736,91,99,76,80,131,91,85,95,92.75287632481601,0.0022084519178214167,0.022211273236962523,0.43817012269262123,NA,NS
LOC103092739,LOC103092739,117,89,101,85,132,97,127,101,105.45288492818474,0.00215616161191926,0.022083589395595443,0.46353955267798325,NA,NS
LOC103092787,LOC103092787,176,202,135,148,239,228,240,166,188.98880948010438,-0.001487755679730672,0.021351591041085097,0.6481693177036312,NA,NS
LOC103092797,LOC103092797,1183,1123,929,1111,1828,1519,1330,1126,1243.409064495887,-0.005561343496923016,0.020797132366862432,0.2810197707632956,NA,NS
LOC103092827,LOC103092827,190,101,156,169,438,147,213,216,194.12059426801358,-0.001965201367740079,0.022917991890027797,0.2557653422107687,NA,NS
LOC103092828,LOC103092828,15,6,10,24,19,7,20,12,13.971457002952103,6.389043399052947e-4,0.02276353841916098,0.5639740495137253,NA,NS
LOC103092873,LOC103092873,6,9,10,21,15,13,6,3,10.4003239001123,0.001259317223329853,0.02294923943912033,0.18837591658118857,NA,NS
LOC103092874,LOC103092874,20,23,16,9,33,26,26,7,19.25400211894119,-1.698646817635259e-4,0.02265564155954914,0.8946153310131854,NA,NS
LOC103092900,LOC103092900,144,106,103,123,170,125,123,112,124.44941667014024,0.004717685261071588,0.02360577069799656,0.1739020487824855,NA,NS
LOC103092916,LOC103092916,1432,1348,1206,1398,2434,1682,1752,1647,1579.1385003431851,-0.020859047283052986,0.03499265087090912,0.022466535749771973,NA,NS
LOC103092920,LOC103092920,11,7,15,6,18,14,16,16,12.674975463571007,-9.70437167309625e-4,0.022810822773830196,0.40246528682200217,NA,NS
LOC103093011,LOC103093011,207.099,189,219,239,331.232,261,264,191,234.55930873881152,0.0019846359014293316,0.020974990926603522,0.5871546773970119,NA,NS
LOC103093042,LOC103093042,13,19,16,21,27,14,20,14,17.855829729958558,9.550412440956884e-4,0.022715700791682423,0.49569200370667815,NA,NS
LOC103093059,LOC103093059,650,705,521,666,981,757,767,677,706.1922074262586,0.001102820975933985,0.018525517745874458,0.7973556732945152,NA,NS
LOC103093083,LOC103093083,46,25,40,19,53,26,38,22,33.00532835663727,0.0014898439120122093,0.022754988735949513,0.3701104932671689,NA,NS
LOC103093177,LOC103093177,248,193,178,222,298,253,262,202,229.0418429072103,0.0024389736431132693,0.020904219753348652,0.5267404370182682,NA,NS
LOC103093200,LOC103093200,937,851,807.998,906,1388,1089,1212,1021,1011.1595380130652,-0.007640394751666232,0.023174865387994882,0.17485857602564803,NA,NS
LOC103093234,LOC103093234,13,13,16,23,19,22,14,23,18.049683548562527,2.0427718371199586e-4,0.022638846422900892,0.8778795166060384,NA,NS
LOC103093274,LOC103093274,45,42,43,31,86,40,60,47,47.80249779669797,-0.001494617870327078,0.022498762681780884,0.477537032307853,NA,NS
LOC103093300,LOC103093300,31,38,49,60,70,55,56,45,50.085903531554095,1.346233552403787e-4,0.022263486891665702,0.9473061344317795,NA,NS
LOC103093315,LOC103093315,175,168,140,143,218,133,185,169,165.49445038725955,0.00423497531076809,0.023140721510801866,0.21974614450917138,NA,NS
LOC103093369,LOC103093369,934,593,792,763,1919,821,963,952,929.0945678034274,-0.0024030056298744665,0.022751380496802094,0.30874994778058146,NA,NS
LOC103093417,LOC103093417,38,28,28,37,46,38.006,46,32,36.14399634946464,2.5198428715651506e-4,0.022316344570102998,0.8979435809686682,NA,NS
LOC103093436,LOC103093436,12,18,19,13,14,21,24,10,16.518427484648647,5.912824835391296e-4,0.02270289530685544,0.6391406821480488,NA,NS
LOC103093464,LOC103093464,40,28,11,20,34,34,28,24,26.777705230901137,1.860088930670748e-4,0.022543349264282725,0.9042837094108208,NA,NS
LOC103093486,LOC103093486,17,17,9,15,22,18,20,22,17.26404974625718,-6.636916194597823e-4,0.022667531011993418,0.6303761736546811,NA,NS
LOC103093517,LOC103093517,19,11,4,4,10,10,14,11,10.21406639015135,7.621555055988182e-5,0.022754881694085315,0.937726494745394,NA,NS
LOC103093552,LOC103093552,18,27,21,25,27,20,27,19,23.113938158548088,0.0015773474355604941,0.022822467143561193,0.32118032271986363,NA,NS
LOC103093560,LOC103093560,50.02,54.077,64.078,52.023,66.117,62.035,61.078,61.014,59.12940281032641,0.001662796441145445,0.022420673396465716,0.4709964425250843,NA,NS
LOC103093588,LOC103093588,43,42,60,42,92,61,64,54,56.05247977857188,-0.0017611131062292543,0.022494069767994136,0.43682160485518584,NA,NS
LOC103093591,LOC103093591,208,154,161,202,272,227,201,173,196.98096887617356,0.002387314682163364,0.021244384541729118,0.5136713902557786,NA,NS
LOC103093609,LOC103093609,192,191,162,175,317,206,216,212,205.10711262827905,-0.0016513873765813178,0.020760137063732618,0.6524818251223601,NA,NS
LOC103093649,LOC103093649,27,22,18,30,38,32,22,23,26.077318508844215,5.637536018527743e-4,0.022513981692534595,0.7367484999652008,NA,NS
LOC103093681,LOC103093681,20,8,10,14,25,9,15,8,13.125785117862918,6.318456295107594e-4,0.02274359407284987,0.5872695207006311,NA,NS
LOC103093749,LOC103093749,240,269,261,259,304,279,312,270,275.24820627353824,0.004862208375845569,0.023333782212451352,0.20188436626553666,NA,NS
LOC103093777,LOC103093777,144,117,68,155,181,119,131,139,129.94150703906163,0.0013521113592087938,0.02201232999865199,0.6092042191585052,NA,NS
LOC103093809,LOC103093809,398,332,279,299,543,372,411,314,360.95670950282266,0.0010582364850127168,0.01940400841415867,0.7957096792076487,NA,NS
LOC103093815,LOC103093815,25,22,18,24,49,23,43,33,28.629921079787948,-0.0022542244104025075,0.023060863860827296,0.19273555733498096,NA,NS
LOC103093818,LOC103093818,11.274,5.119,12,8.063,9.362,12.292,9.135,12.113,9.86361537820914,1.8978420510805212e-4,0.02274222363253017,0.8539914907808067,NA,NS
LOC103093838,LOC103093838,1663,1236,1437,1392,2449,1634,1879,1599,1630.2943572895456,-0.003516669447535295,0.01921311695644141,0.45366446949291106,NA,NS
LOC103093866,LOC103093866,724.397,803,825.312,815.124,1141.124,776,1054.177,910,877.1642254618074,0.001902658035975275,0.020466244223978705,0.6236124086283783,NA,NS
LOC103093933,LOC103093933,19,15,17,20,28,30,34,25,23.05088853326363,-0.001930447068972022,0.022969085188852205,0.22524411069648223,NA,NS
LOC103093945,LOC103093945,37,32,33,48,41,41,41,30,37.977730219875255,0.0024341733248254777,0.023014199315146342,0.22248617500030243,NA,NS
LOC103094018,LOC103094018,23,25,13,19,35,22,31,18,22.621287189926907,-2.570239705210594e-4,0.022542149540651448,0.8689316159840716,NA,NS
LOC103094085,LOC103094085,8,13,22,6,18,22,13,11,14.141492760136336,-2.770448404252579e-5,0.02271455159274664,0.9800148482224372,NA,NS
LOC103094100,LOC103094100,402,365,313,350.999,612,479,445,393,411.5615132526435,-0.0049038776377558525,0.021536082860950743,0.2984972011010989,NA,NS
LOC103094101,LOC103094101,464,425,488,523.315,677,532,590,464.698,516.7883265590374,0.004660656856036708,0.02194537074281629,0.294425911916704,NA,NS
LOC103094109,LOC103094109,2252,2058,1825,2022,3695,2251,2360,2030,2261.2791224632037,0.0015167954907762333,0.017068594272133662,0.7347493054402723,NA,NS
LOC103094119,LOC103094119,14,16,16,20,24,27,24,21,20.051304133254135,-8.812247063183097e-4,0.022664210225864293,0.5523169005437675,NA,NS
LOC103094135,LOC103094135,27,18,8,22,37,9,14,25,19.47496204611145,4.752463593680103e-4,0.02269986571975178,0.698815984904682,NA,NS
LOC103094137,LOC103094137,1377,1331,1189,1292,1890,1436,1560,1250,1401.3311168645118,0.015293256524810082,0.029820650356919377,0.05203413800641666,NA,NS
LOC103094211,LOC103094211,168,166,198,200,336,193,238,190,207.22712549981983,-4.739541328292679e-4,0.02096662225309545,0.8864558672542724,NA,NS
LOC103094215,LOC103094215,950,867.079,860.015,842.266,1160.059,905,1152.21,840,941.8085771305814,0.009817206854638898,0.02677407309691837,0.0867771012954377,NA,NS
LOC103094222,LOC103094222,489.875,430,372,353,696,503,608,444,476.5767727123768,-0.005582509207194712,0.02274642028232557,0.22929590913193323,NA,NS
LOC103094238,LOC103094238,6,6,6,10,14,11,11,7,8.604692834646022,-5.075889506433467e-4,0.02277638582261019,0.6140881920068548,NA,NS
LOC103094245,LOC103094245,8,8,17,12,15,14,11,11,12.088771687323844,4.489592751124863e-4,0.022728644460431206,0.6930170855005031,NA,NS
LOC103094266,LOC103094266,114,99,107,95,188,135,149,91,119.19806869442104,-0.0015892425963159027,0.02166282914942687,0.6031751770773001,NA,NS
LOC103094291,LOC103094291,177,144,122,133.203,218.107,163,188.039,138,157.73695701914735,0.0012926611747371651,0.021006785021091566,0.7066124052862487,NA,NS
LOC103094304,LOC103094304,1249,1062,969,1130,1765,1285,1327,1039,1207.1694646898338,0.005120738246345095,0.01925505569742231,0.31854531846131595,NA,NS
LOC103094308,LOC103094308,892,819,908,809,1121,932,1064.144,942,934.0948317815366,0.004592042778362125,0.021744403331895503,0.306270170217848,NA,NS
LOC103094332,LOC103094332,189,167,142,184,242,260,206,193,195.5003514254425,-0.0018931908705083437,0.0213186963928238,0.5797630895054078,NA,NS
LOC103094333,LOC103094333,532,577,591,603.495,832.224,640.729,616.168,534,612.3730977895282,0.011203856145084401,0.028737943289052558,0.05225160420104013,NA,NS
LOC103094352,LOC103094352,9,15,7,21,19,7,5,17,12.611326499974401,9.283580215120172e-4,0.02284438545932832,0.36402307686867347,NA,NS
LOC103094358,LOC103094358,14,12,24,13,17,23,17,8,16.10953645430665,9.431187540703984e-4,0.022778075983572288,0.4449515059192056,NA,NS
LOC103094363,LOC103094363,1056,875,843,930,1482,1129,1057,858,1011.371195305833,0.00537258537104891,0.020222115145516768,0.29759606838397307,NA,NS
LOC103094457,LOC103094457,124,106,116,135.001,233,136,192,161,146.79771960724736,-0.005707875360055383,0.024660856343080854,0.10051591032450975,NA,NS
LOC103094513,LOC103094513,666,688,579,695,1107.999,849,799,738,752.2553721382845,-0.0041468775695065125,0.020064001989331403,0.3836367322537152,NA,NS
LOC103094548,LOC103094548,750,533,617,811,2043,641,788,722,816.3750073511828,-0.0011574765878422447,0.022645096259764828,0.48762930869009924,NA,NS
LOC103094594,LOC103094594,247,180,215,202,381,232,227,269,239.8625871630827,-0.0012412517429364123,0.021013994958269566,0.7164441290398316,NA,NS
LOC103094600,LOC103094600,1241,1139,962,1038,1752,1375,1341,1160,1230.4538501113145,-0.0013702539660720861,0.016079184451917056,0.7581071166423387,NA,NS
LOC103094606,LOC103094606,14,10,9,8,17,3,16,14,11.208770780633664,1.0379738106466311e-4,0.022737351415992747,0.9202896434611706,NA,NS
LOC103094642,LOC103094642,8,4,13,1,12,15,10,14,9.509742500434067,-0.0010050285462369116,0.022895721379557445,0.2647396741120962,NA,NS
LOC103094665,LOC103094665,1276,1151,1043,1199,1891,1409,1320,1087,1275.2635690904026,0.006041880512392821,0.020622492878596122,0.2583798585037425,NA,NS
LOC103094714,LOC103094714,1206.999,1209.999,1109.524,1118,1656,1412,1497,1168,1284.9787519189977,0.002727615297966556,0.018278090261169104,0.5532037414734017,NA,NS
LOC103094739,LOC103094739,18,6,16,12,27,21,19,13,15.920204854120584,-8.557124402966548e-4,0.022738486573727717,0.5071068608324779,NA,NS
LOC103094754,LOC103094754,300.498,291,310,320,344,342,364,309,323.86482962189467,0.0062475030147946435,0.024551036347256056,0.12844347025953307,NA,NS
LOC103094761,LOC103094761,262,270,230,250,349,285,303,231,270.39789891688457,0.006269546935676082,0.023994926515407772,0.16284984518186227,NA,NS
LOC103094797,LOC103094797,305,321,273.999,305,514,399,383,296,342.834799548294,-0.00208701015785032,0.019944017931605797,0.6128860738467496,NA,NS
LOC103094813,LOC103094813,275,220,238,244,405,317,283,239,272.6381898042407,1.3428154966172825e-4,0.019743120314131786,0.9725547388567699,NA,NS
LOC103094817,LOC103094817,530.941,447.51,394.77,483.667,738.487,494.577,519.449,448.21,499.3721885513335,0.007225869286811375,0.02377615144659438,0.16807296452002718,NA,NS
LOC103094872,LOC103094872,88,57,95,69,146,80,91,53,82.77328561348699,0.0014173802361408673,0.022302728342521373,0.543902044251801,NA,NS
LOC103094895,LOC103094895,338,280,219,310,527,315,326,252,312.370180216953,0.0018169541659868724,0.020749205881602575,0.6252599656088176,NA,NS
LOC103094911,LOC103094911,82,69,53,68,64,67,89,61,69.38245477659481,0.003227302769668376,0.023235015743733302,0.186719723581536,NA,NS
LOC103094946,LOC103094946,132,84,63,66,149.972,99,114,109,99.51034545800606,-0.0017411807945597096,0.02221607160153809,0.502236023320705,NA,NS
