gene_id,gene_name,pi5_1,pi5_2,pi5_3,pi5_4,NC_1,NC_2,NC_3,NC_4,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<0.05 & |log2FC|>=0.585)
ANKRD49,ANKRD49,1377,1090,1045,1035,1662,1236,1337,1140,1225.7960402049923,0.009983590822648627,0.02555343686034677,0.11056156589527413,NA,NS
ANKRD50,ANKRD50,815,830,731,832,1208,989,1018,794,890.8831143125917,0.0017221325638455288,0.017665445101721713,0.7003430279755902,NA,NS
ANKRD53,ANKRD53,408,305,348,401,457,497,556,405,418.9133224765835,-0.0019672716144837547,0.021147207563193597,0.5796527051839444,NA,NS
ANKRD54,ANKRD54,1898,1614,1326,1597,2566,2030,1974,1607,1792.9309655066472,-1.5120890892633045e-4,0.015583184107169785,0.9724259799179537,NA,NS
ANKRD6,ANKRD6,39,9,20,20,31,25,19,26,23.278999954106283,4.4197691013428517e-4,0.022629581605391077,0.7519233980231719,NA,NS
ANKRD61,ANKRD61,40,29,27,26,36,24,29,30,30.1705275959881,0.002415923401043711,0.02309590572468393,0.18736739660445043,NA,NS
ANKRD9,ANKRD9,63,69,61,77,151,123,111,87,89.51221866353899,-0.009184725933673619,0.02869987363832965,0.007524013676064584,NA,NS
ANKS1A,ANKS1A,1090,994,919,954,1533.999,1188,1273,985,1100.606970615479,0.0012161485362878785,0.016056012053075705,0.7840571844848425,NA,NS
ANKS3,ANKS3,1474,1143,1143,1217,1955,1454,1528,1244,1372.2730975298052,0.002846254149867029,0.016809639990967448,0.5395504092561338,NA,NS
ANKS4B,ANKS4B,245,195,205,241,511,316,324,220,270.9468443417682,-0.009667998902362303,0.028366875633417492,0.03232197179633304,NA,NS
ANKS6,ANKS6,1204,997,969,1066,1705,1344,1427,1108,1205.5369814285607,-0.004976409305196857,0.019152479284387267,0.3290082511291603,NA,NS
ANKZF1,ANKZF1,2242,2021,1795,1945,3244,2554,2709,2151,2290.969031202425,-0.009406844816791908,0.022997626669081252,0.13772298589398474,NA,NS
ANO1,ANO1,1896,1670,1550,1558,2351,1965,2244,1846,1866.449139207613,-6.206431413730434e-5,0.017222175419748516,0.988713058631176,NA,NS
ANO10,ANO10,815.221,765,670,797,1202,920,870,709,830.5902401667631,0.005760496995427072,0.02110655156142271,0.26700718153820585,NA,NS
ANO2,ANO2,32,24,17,19,30,25,24,26,24.424988915295287,7.000394232483577e-4,0.022560706459707102,0.6670549909753947,NA,NS
ANO4,ANO4,21,15,17,16,27,26,18,16,19.16613567215967,5.293213307241168e-5,0.022572202277363444,0.971385953917813,NA,NS
ANO8,ANO8,147,159,132,145,218,210,248,182,177.5124177573361,-0.005926610519578779,0.02475459786920349,0.10176300830130616,NA,NS
ANO9,ANO9,380,391,383,353,599,476,558,462,444.224091301484,-0.006535701656241723,0.024064388484711256,0.16028320242272784,NA,NS
ANOS1,ANOS1,479,417,399,408,666,459,550,366,460.40409585149905,0.005152654407936071,0.022071051937987828,0.26925247304437616,NA,NS
ANPEP,ANPEP,984,781,890,744,1281,1037,1134,874,952.94754519344,-2.2042747418678346e-4,0.018415841022291546,0.9586773140666882,NA,NS
ANTKMT,ANTKMT,1991.999,1623.998,1666.001,1713.001,2706,1974,2206.001,1947,1952.6557849716396,3.192691971771319e-4,0.015867022054720382,0.9420604456858925,NA,NS
ANTXR1,ANTXR1,16,23,15,9,31,16,19,10,16.89036128122656,3.8057567159997834e-4,0.022666095864545314,0.7683443223165591,NA,NS
ANXA3,ANXA3,172,156,171,139,328,185,225,148,184.82036843027376,-0.0023439479564266175,0.021782654150940887,0.47550205594914025,NA,NS
ANXA6,ANXA6,2012,1787,1586,1705,2945,2328,2253,1814,2013.8442340948868,-0.0052324954352111095,0.018555946944396905,0.3090953791844054,NA,NS
AOC1,AOC1,30,22,31,27,39,32,34,22,29.3388871090364,9.276312124537959e-4,0.022522083819864796,0.6038115767948646,NA,NS
AOPEP,AOPEP,1958,1630,1560,1678,3129,2135,2264,1900,1983.4740199008295,-0.02421547927283542,0.03559608547640492,0.01986560040097833,NA,NS
AP1AR,AP1AR,2544,1952,2022,2188,3369,2640,2668,2216,2412.741823859238,0.0017774894372865615,0.015284096706413652,0.6870707451168707,NA,NS
AP1B1,AP1B1,1773.999,1594,1315,1544.999,2508,2149,2077,1701,1798.6714159334222,-0.012025183852270816,0.027047501861622185,0.08268720863502292,NA,NS
AP1G2,AP1G2,483,417,382,408,703,586,637,488,502.502553962838,-0.015458768264527812,0.03250688909083072,0.026782490822991077,NA,NS
AP1S1,AP1S1,2371,1980,1811,2030,3524,2435,2589,1976,2288.875188573931,-5.5520716153372e-4,0.014980110239021939,0.8979422007755763,NA,NS
AP1S2,AP1S2,1967,1665,1622.001,1748,3091,1989,1876,1706,1918.7137664023273,0.004099971804847385,0.01936510784002703,0.39726934472825065,NA,NS
AP1S3,AP1S3,67,47,50,41,70,43,49,38,50.23963073566659,0.004141740012922628,0.024035500091018628,0.07787598018539414,NA,NS
AP2A1,AP2A1,1010,951,876,814,1215,1157,1312.266,1127,1050.6567720130913,-0.0033213289493895064,0.020996775031428373,0.4258844700929064,NA,NS
AP2S1,AP2S1,2046,1440,1570,1495,2718,1882,2129,1781,1847.0226304800499,-0.002203107519433604,0.018197360739815406,0.624864788111225,NA,NS
AP3B1,AP3B1,2710,2217,2060,2431.999,4072.999,2714,2784,2381.999,2616.5718192760364,8.31547943943601e-4,0.015283951574302502,0.8489467973761988,NA,NS
AP3B2,AP3B2,226,220,200,254,358,280,286,242,254.47113924963824,-9.99380340288217e-4,0.020071979026297242,0.795069609736268,NA,NS
AP3M2,AP3M2,1023,887,836,961,1548,1184,1171,1009,1057.636412560036,-0.0056516562709420515,0.019931461713052948,0.28284780157024947,NA,NS
AP3S1,AP3S1,920,669,745,806,1475,927,985,884,903.9788322500347,-0.0058024173577737054,0.022176611405726254,0.2430887010392591,NA,NS
AP4B1,AP4B1,1341,1107,1098,1124,1922,1393,1587,1258,1329.2250173098187,-0.004818185937256903,0.019112742590594898,0.34082541022198437,NA,NS
AP4E1,AP4E1,2267,2058,1990,2148,3177,2669.001,2629.999,2149,2356.0870573133857,0.0014101074655746228,0.015067744687476224,0.746829091520756,NA,NS
AP4M1,AP4M1,346,307,258,259,512,382,394,366,345.6486573982473,-0.008633831441239777,0.026273041479445598,0.08882779217781626,NA,NS
AP4S1,AP4S1,369,321,285,344,582,348,399,386,372.00885828850676,-0.00124791154021419,0.019775324045944877,0.754955322355237,NA,NS
AP5B1,AP5B1,72,86,65,63,119,90,83,114,85.6412900065928,-0.0022826748527949667,0.02255119877981759,0.36628640253343714,NA,NS
AP5M1,AP5M1,1566,1395,1260,1445,2509,1761,1602,1338,1574.276771944234,9.256621620970678e-4,0.016923103517921586,0.8345018424806885,NA,NS
AP5S1,AP5S1,34,26,18,40,40,25,40,25,30.593387163351156,0.0011753009265656905,0.022622230368470737,0.4948251092355311,NA,NS
AP5Z1,AP5Z1,2087,2016,1781,2019,3015,2488,2484,2117,2221.6198103505326,-0.0010295607271754033,0.015171703868637053,0.8134314648314148,NA,NS
APAF1,APAF1,2550,2268,2057,2277,3442,3015,2988,2325,2576.9955339110907,-0.0018683225525399797,0.015854011586717582,0.6761786509974539,NA,NS
APBA2,APBA2,30,22,21,24,39,24,32,15,25.282106766948964,9.759328981505882e-4,0.022605243419079473,0.5547600558770748,NA,NS
APBA3,APBA3,656,622,547,539,1015,844,841,674,702.2208207947518,-0.019410123396962884,0.035391198562757534,0.01779826563140158,NA,NS
APBB1,APBB1,221,197,141,175,303,219,237,164,202.50249934939552,5.824376409900245e-4,0.020621154945401735,0.8691300691280393,NA,NS
APBB2,APBB2,1166,1050,880,990,1582,1262,1322,969,1133.2026614941503,0.0012082387324179962,0.016731601461574423,0.7861356429197255,NA,NS
APBB3,APBB3,379,353,306,338,502.001,397,476,378,386.54530863379364,-5.183318351693419e-4,0.019289854264587736,0.898582093164811,NA,NS
APC2,APC2,13,9,16,16,24,17,11,15,14.931312095904103,1.556267963348688e-4,0.02265833556108644,0.9027569909809358,NA,NS
APCDD1,APCDD1,472,388,369,496,737,508,527,475,487.0786873965726,-0.0016367779796000832,0.019287486568598255,0.6976161281303048,NA,NS
APEH,APEH,2211,1857,1672,1862,3196,2477,2417,2067,2175.699075941283,-0.010886912069416206,0.02438558320546251,0.10838413004563126,NA,NS
APEX2,APEX2,288,235,213,279,371,323,324,275,284.71209382495294,-5.099860886100033e-4,0.019836748540928227,0.8955799867623659,NA,NS
APH1A,APH1A,2293,1822,1772,2039,3049,2253,2452,2190,2203.1669637418477,8.884324516610868e-4,0.015674882041356496,0.8399435426324855,NA,NS
APIP,APIP,421,355,348,383,623,465,478,413,428.15062757545644,-0.002665549964877298,0.019315117848018492,0.5484797474239519,NA,NS
APLF,APLF,455,404,340,442,664,520.999,541,370,457.72910213648345,-9.6974808308408e-5,0.018955315097324236,0.9813104189827656,NA,NS
APLN,APLN,1333,1119,1037,1258,1824,1341,1373,1190,1291.4433458488288,0.008085914113978665,0.022613255601316214,0.1708173475255749,NA,NS
APLP1,APLP1,534,520,451,448.001,722.001,612,613,563.001,551.9265938826146,-0.0013099475645642364,0.018904736244607926,0.7577897331085537,NA,NS
APOA1,APOA1,280,259,240,213,414,255,346,229,274.19252934014844,0.0010015144175833297,0.020505580292887775,0.7839274888540125,NA,NS
APOA4,APOA4,77,100,77,60,157,122,120,93,98.00975708554526,-0.004933184727045661,0.024337232298883155,0.09337479926599114,NA,NS
APOBR,APOBR,26,29,38,32,48,38,24,28,32.7747163895304,0.001413787118943972,0.02266274979777729,0.4289026631215786,NA,NS
APOC2,APOC2,49,35,43,35,87,50,42,39,45.98473417247139,-4.874750971749674e-4,0.022269973741316004,0.8137547434535459,NA,NS
APOE,APOE,1385,1210,1067,1118,1679,1366,1650,1391,1344.790887657423,-0.0011813274384746826,0.018520362832423254,0.7837672800045797,NA,NS
APOF,APOF,25,29,25,22,33,34,35,37,29.9481616407405,-8.231476840784679e-4,0.022525066127884626,0.6362879445080929,NA,NS
APOH,APOH,12,12,20,7,26,23,14,13,15.523519649828405,-5.903423584193233e-4,0.02271393475382961,0.6314484174381412,NA,NS
APOLD1,APOLD1,134,127,110,171,240,167,172,147,155.19275563162887,-0.0016383031037776334,0.021427355670695588,0.6147493744715562,NA,NS
APOM,APOM,24,24,28,10,40,12,24,28,23.4979713244072,3.248281325623957e-4,0.022635928338864568,0.8107013620844441,NA,NS
APOO,APOO,191,130,163,197,436,164,242,206,207.09496296997543,-0.004113727106964255,0.023577428419567118,0.15871707567130672,NA,NS
APPL1,APPL1,1996,1839,1630,1859,2947,2230,2199,1741,2020.498260112255,0.003541960424237903,0.01665033164515095,0.45300282962137123,NA,NS
APPL2,APPL2,883,796,787,845,1292,1088,1170,943,961.0185794630747,-0.008746410490269694,0.024644081447166937,0.13411389283138944,NA,NS
APRT,APRT,444,394,315,395,637,478,490,403,435.91206226476095,-0.0015956598234177853,0.01885852575338936,0.7106765324766122,NA,NS
APTX,APTX,1113,1027,988,1045,1813,1289,1266,1050,1175.4282621244913,-0.0015193158481451505,0.01643390850731145,0.7342048158666761,NA,NS
AQP11,AQP11,82,69,74,101,146,93,111,91,93.89692521440212,-0.0013831592844685634,0.021867206604109034,0.621558941715018,NA,NS
AQP3,AQP3,361,284,296,255,498,318,387,319,333.76678203254414,4.3378801844264574e-5,0.019832205651015844,0.9910537468902644,NA,NS
AQP7,AQP7,189,137,116.999,157,242,163,208,148,166.52140717267514,9.593302794441924e-6,0.020902483128214574,0.997706925046309,NA,NS
AQP9,AQP9,74,45,55,45,85,67,79,61,62.731310254826646,-9.280981873344903e-4,0.022106627138327225,0.6983439270554228,NA,NS
ARAF,ARAF,540.001,508,474,499.999,715.001,578,600,544.001,553.211627564637,0.004315323081343736,0.020638199895695656,0.3588186347756882,NA,NS
ARAP1,ARAP1,584,508,413,514,856,668,718,564,589.9174173220825,-0.011283871734240879,0.027932952533005224,0.07058952641598755,NA,NS
ARAP2,ARAP2,33,44,25,38,67,55,65,51,45.98760768560562,-0.003962475902356857,0.02397734010171989,0.07142575843907653,NA,NS
ARAP3,ARAP3,1908,1867,1717,1617.001,2422.999,2051,2242,1877.999,1950.3553781895332,0.004300316633930168,0.02005975453468596,0.3717049092154005,NA,NS
ARFGAP3,ARFGAP3,813,603,573,683,1276,791,877,749,774.0399657149552,-0.008131067179339783,0.024763380479946088,0.13483828694261138,NA,NS
ARFGEF1,ARFGEF1,2498,2225,2103,2257,3498.001,2616,2812,2165,2485.9184465139383,0.008392310941264372,0.021532548934807633,0.16400827822933123,NA,NS
ARFGEF3,ARFGEF3,1577,1481,1396,1583,2161,1816,1892,1503,1659.476165751855,0.004713700238245796,0.01924928178456514,0.3483058018295818,NA,NS
ARFIP2,ARFIP2,2396,2138,1731,2053,3263,2639,2598,2170,2333.6996572341836,-0.0015607701764988476,0.015526081634927209,0.7242027682847068,NA,NS
ARHGAP1,ARHGAP1,655,674,505,602,962,813,781,682,698.0274930354332,-0.0043146365326714245,0.02065290387288832,0.3585050796742546,NA,NS
ARHGAP10,ARHGAP10,539,455,405,465,880,622,647,512,550.3375678369314,-0.01697863487616551,0.033409805463848655,0.025115464171244405,NA,NS
ARHGAP12,ARHGAP12,1261.999,1051.001,998,1163,1787,1349,1361,1083,1235.397725667689,0.0025942771320299116,0.01659385788956273,0.5724076093590023,NA,NS
ARHGAP17,ARHGAP17,1404,1289.001,1076,1199.001,2082,1706.999,1539,1370.001,1430.0811693719477,-0.00920674347658691,0.02427695792581762,0.13414895106048272,NA,NS
ARHGAP19,ARHGAP19,1555,1319,1334,1385,2232,1812,1764,1363,1568.5614258577368,-7.099579711009886e-4,0.015580249126280978,0.8714006514659817,NA,NS
ARHGAP20,ARHGAP20,148,153,152,130,226,162,159,136,156.6326060411264,0.0034663881206918336,0.02234448199695099,0.32328228819493504,NA,NS
ARHGAP22,ARHGAP22,1662,1482,1232,1413,2310,1865,1921,1484,1640.455487762227,-0.0040522980044094,0.018124644892598952,0.4069069368006365,NA,NS
ARHGAP23,ARHGAP23,439,396,364,444,608,526,515,419,457.9894488003134,5.311819405212863e-4,0.01863126916967276,0.8999831142016739,NA,NS
ARHGAP24,ARHGAP24,272,286,289,211,408,297.939,356,289,298.0177258945287,-1.016259205635598e-4,0.020543536826092123,0.9771467726229389,NA,NS
ARHGAP25,ARHGAP25,467,466,457,421,631,489,576,457.999,492.49154963790244,0.0048499592815370455,0.021951577290084845,0.2859826181920863,NA,NS
ARHGAP26,ARHGAP26,452,428,411,474,693,559,531,443,491.8613881762648,7.982887929934146e-4,0.01842954352596564,0.8521108439380463,NA,NS
ARHGAP27,ARHGAP27,184,147,133,115.001,243,192,172,168.999,166.12178367625398,-0.0020893126158548774,0.021508586527017596,0.5350047108223579,NA,NS
ARHGAP28,ARHGAP28,1224,1088,1029,1217,1867,1383,1418,1064,1262.9921319238088,0.0018357542088026082,0.016798402401062146,0.6841352511595331,NA,NS
ARHGAP31,ARHGAP31,749,636,605,652,975,754,724,607,704.4525618849435,0.01689175187668933,0.0324758335668852,0.03304616997467857,NA,NS
ARHGAP32,ARHGAP32,1571.001,1366,1185.999,1336.001,2002,1763,1647.999,1325,1503.7910122058283,0.0028996856916198867,0.017577170684515326,0.5341080207465563,NA,NS
ARHGAP33,ARHGAP33,732,732,667,655,913,936,1026,827,805.5477786624172,-0.0035306943873360678,0.021349356338438097,0.3911135788790662,NA,NS
ARHGAP35,ARHGAP35,839,933,730,979,1366,1148,984,861,966.3211799244124,0.001296171704931389,0.01909294265806765,0.7577933719383717,NA,NS
ARHGAP39,ARHGAP39,507,480,435,465,793,640,608,547,549.4055841596288,-0.00859850312229319,0.024982196022305007,0.1279677279116345,NA,NS
ARHGAP4,ARHGAP4,14,14,13,11,9,8,4,6,10.259919398682259,0.002887603045020152,0.02367946196265687,0.00794353385210633,NA,NS
ARHGAP40,ARHGAP40,5,4,8,10,13,17,13,12,10.010540200199408,-0.0014165444353882574,0.022977687313453822,0.17010479119491417,NA,NS
ARHGAP42,ARHGAP42,834,835,685,786,1276,937,888,712,854.5565725807468,0.005609321035736433,0.02138459129125135,0.26929509622605613,NA,NS
ARHGAP45,ARHGAP45,1184.999,1109.999,1092,1178.001,1752,1516,1480,1226,1299.8282424955783,-0.0034013565260514332,0.01837009123284163,0.47299635961883546,NA,NS
ARHGAP6,ARHGAP6,48,55,65,47,79,57,62,57,58.59773303684845,0.001174279520467984,0.022244316802684464,0.6106812813917664,NA,NS
ARHGAP8,ARHGAP8,1137,889,855,883.001,1527,1167,1203,940,1054.6400046349663,-0.0011411469358709914,0.016625826688936265,0.7975180383862266,NA,NS
ARHGDIB,ARHGDIB,38,47,52,49,88,60,61,52,54.8195062057483,-0.001324526435410033,0.022310490937638698,0.5618041438052994,NA,NS
ARHGDIG,ARHGDIG,2252,2046,1652,1872,3277,2590,2560,2121,2249.682416286118,-0.0115226509099112,0.02601631490283978,0.09406667501315669,NA,NS
ARHGEF10,ARHGEF10,581,540,469,562,860,599.999,665,561,595.5754711330601,0.0017459983807287037,0.0181189292311031,0.6940204182843545,NA,NS
ARHGEF10L,ARHGEF10L,1286,1223,1060,1238,1797,1380,1385,1087,1290.726108386229,0.018497638947658948,0.03269141773673995,0.03298525914437744,NA,NS
ARHGEF17,ARHGEF17,1939,1819,1660,1767,2819,2308,2079,1882,2005.7169176630123,5.80085548609321e-4,0.01520476771076191,0.8939494906977092,NA,NS
ARHGEF18,ARHGEF18,2607.001,2299,1971,2368,3740,3002,2725,2266.001,2574.708921669274,3.613336904045522e-4,0.015119914014828687,0.9336375038532234,NA,NS
ARHGEF19,ARHGEF19,49,68,52,54,73,68,51,50,58.117577774074576,0.0025530715897009487,0.022853885109624685,0.2759159225172066,NA,NS
ARHGEF2,ARHGEF2,2194,2090,1762.999,2188,3379.999,2435.999,2503.001,2107,2292.9084686730894,8.542335267701373e-4,0.015070393078408087,0.8441734294379127,NA,NS
ARHGEF25,ARHGEF25,11,19,17,17,16,13,20,20,16.943968204857708,7.36632721144748e-4,0.02270823716881695,0.5735224378672324,NA,NS
ARHGEF26,ARHGEF26,18,9,18,13,15,12,20,15,15.102535370581018,7.152738551140424e-4,0.022722697510086882,0.5704904202615831,NA,NS
ARHGEF3,ARHGEF3,510,398,383,483,741,524,626,474,506.82195331089565,-0.003808320676820094,0.0205910380058029,0.39865309024135825,NA,NS
ARHGEF33,ARHGEF33,8,16,9,9,14,11,10,11,11.03537262436401,5.218826257843835e-4,0.02274505456883696,0.639329566034895,NA,NS
ARHGEF37,ARHGEF37,15,20,17,14,19,13,21,14,16.72605654217961,0.0011889000692000692,0.02279031992549812,0.3847921003249084,NA,NS
ARHGEF39,ARHGEF39,1338.001,1189,1095,1129,1743.001,1376.001,1600,1345,1336.5906750820259,-0.001141988940337738,0.01739608989609002,0.7964660894756085,NA,NS
ARHGEF4,ARHGEF4,117,95,80,79,139,134,110.999,90,103.81388236894837,-2.5664565393521024e-4,0.021522156077924338,0.9290858468670025,NA,NS
ARHGEF5,ARHGEF5,1228,1014,932,978,1625,1429,1321,1024,1172.4548816165839,-0.002485304522864874,0.018035770930028037,0.5866364993920121,NA,NS
ARHGEF6,ARHGEF6,20,7,10,11,16,15,17,18,14.05562436140153,-4.4639989247520235e-4,0.022702086750654,0.7128985298006529,NA,NS
ARHGEF7,ARHGEF7,866,747.001,762,769.001,1330,982,1025,845,898.8151982294887,-0.005329792191728193,0.020105397308954956,0.30110079839898346,NA,NS
ARHGEF9,ARHGEF9,485,418,379,414,665.001,616,555.001,408,483.3342024561416,-0.002939539126254551,0.020177149834757286,0.4953062336531449,NA,NS
ARID3A,ARID3A,75,76,69,93,136,103,94,89,90.22891377531042,-0.0013667496828465501,0.021840481978109276,0.6281007862425207,NA,NS
ARID3B,ARID3B,176,190,143,168,232,216,219,180,188.84205896565612,3.5863468763604374e-4,0.020733986323813573,0.9172664781359412,NA,NS
ARID3C,ARID3C,7,7,15,6,20,15,18,15,12.554287675512159,-0.0015076080845504152,0.02297482013049316,0.1872118301237129,NA,NS
ARID4B,ARID4B,522.999,457.001,409,523,753,578,531.001,457.001,520.722817691265,0.004264979586499746,0.02069285453498693,0.3609945792287093,NA,NS
ARID5A,ARID5A,146,145,103,125,231,187,144,129,147.67018157262495,-0.0013904461226376215,0.021380316905558888,0.6649490393998935,NA,NS
ARID5B,ARID5B,1119,1116,1004,1210,1903,1431,1438,1266,1287.3528980467677,-0.00876326548670103,0.024216056746371215,0.14086929874999132,NA,NS
ARIH2,ARIH2,2307,1949,1804,2068,3280,2479,2514,1955,2253.291434645131,0.0017182215875812827,0.014594724445972962,0.6907880344084228,NA,NS
ARK2N,ARK2N,1516,1293,1290.001,1352,2178,1587,1645,1320,1498.686198819017,0.004757994067774683,0.018266221474987885,0.3445787369009972,NA,NS
ARL10,ARL10,198,184,184,206,301,227,264,209,218.62941003866908,-9.772334225539886e-4,0.020347482445578415,0.7930326641534551,NA,NS
ARL13B,ARL13B,814,630,690,660,1002,842,857,706,766.8444771646066,0.0034658247231975086,0.019489519888073372,0.45485822250596547,NA,NS
ARL14EP,ARL14EP,1734,1269,1339,1500,2444,1736,1810,1563,1642.5776740685942,-0.001861993561376993,0.01677264994599627,0.6800427585360471,NA,NS
ARL15,ARL15,11,14,8,19,41,14,26,14,17.271135096061798,-0.001507217945949905,0.022928247255969095,0.23774796962419492,NA,NS
ARL16,ARL16,113,88,88,83,179,131,105,90,106.55085389366893,-0.0015180505745278784,0.021776175506623502,0.604954868497041,NA,NS
ARL2,ARL2,876,780,610,732,1121,968,957,801,842.8208831639748,-0.0015010241498710363,0.01805672237272887,0.7336142758651958,NA,NS
ARL3,ARL3,505,454,427,466,798,547,506,425,506.00131252144547,0.00345518770069799,0.020234920238310052,0.44008498032350313,NA,NS
ARL4A,ARL4A,8,8,11,8,30,11,21,12,12.824450266023195,-0.0018064984359943477,0.023083420856431912,0.12141420787517765,NA,NS
ARL4C,ARL4C,2259,1949,1720,1934,2986,2562,2541,1904,2195.8070337361223,-2.634687534631211e-4,0.015612688970575201,0.952007530498502,NA,NS
ARL4D,ARL4D,230,210,181,240,343,281,275,201,240.66971778807823,-1.4073880831902332e-4,0.020108384446931502,0.9701244561770392,NA,NS
ARL5A,ARL5A,2109,1794,1741,1905,3025,2281,2158,1768,2063.3859582931846,0.007185066626508116,0.020973370608116902,0.20644253599394297,NA,NS
ARL5B,ARL5B,1358,1174,1131,1307,2024,1597,1543,1269,1400.5279946349942,-0.002003039386210938,0.015998893299667135,0.6559047550338523,NA,NS
